date,fire_scar,site,plot,CollectionID,location (m),green_moss,depth1,org_hit,thaw_d,thaw_hit,ar_sol_depth1,ar_sol_hit,ar_height1,ar_height2,ar_height3,collected,sample_id,sample_depth1,sample_depth2,sample_width1,sample_width2,sample_length1,sample_length2,organic_notes,min_depth,m1_depth1,m1_depth2,m2_depth1,m2_depth_2,min_coregrab,mineral_notes,general_notes,sample_photo
7/31/25,Globe,GLOB2,A,GLOB2A9,9,0,22,"Mineral,Water",72,Frozen Ground,28,"Mineral,Water",6,3,6,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO5,A,MCDO5A6,6,0,33.5,Mineral,42,Frozen Ground,37,"Mineral,Water",4,5,1,yes,A6,33,34,12,9.5,12,11.5,Has mix mineral starts at 15.5,NA,5,NA,5,NA,Core,Half grab,,NA
7/29/25,McDonald,MCDO5,A,MCDO5A3,3,0,26,Mineral,104,Rock,28.5,Mineral,3,3,3,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO5,A,MCDO5A9,9,0,15,Mineral,52,Frozen Ground,15,Mineral,13,16,14,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB1,B,GLOB1B3,3,0,14,Mineral,52,Frozen Ground,14,Mineral,9,12,4,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB1,B,GLOB1B6,6,1,25.5,"Mineral,Water",60,Frozen Ground,25,"Mineral,Water",2,4,5,yes,B6,26,25,9,9.5,9,8.5,,NA,5,5,5,5,Core,,,NA
7/31/25,Globe,GLOB1,B,GLOB1B9,9,0,35,"Mineral,Water",40,Frozen Ground,35,"Mineral,Water",12,9,7,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/4/25,Yukon Creek,YUCR5,C,YUCR5C6,6,0,2,Mineral,76,Mineral,2,Mineral,24.5,25,23.5,yes,C6,2,2,9,9,8,8,,NA,5,5,5,5,Core,,,NA
8/4/25,Yukon Creek,YUCR5,C,YUCR5C9,9,0.1,3,Mineral,57,Mineral,2.5,Mineral,19,24,23,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/4/25,Yukon Creek,YUCR5,C,YUCR5C3,3,0.5,2.5,Mineral,11,Rock,4,Mineral,33.5,37,33,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/23/25,Globe,GLOB4,A,GLOB4A3,3,0,7,Mineral,110,>100cm,9,"Mineral,Rock",11,14,9,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/23/25,Globe,GLOB4,A,GLOB4A6,6,1.5,5.5,Mineral,96,Rock,10,Mineral,8,11,5,yes,A6,8,5.5,10,9.5,12.5,12.5,,NA,5,5,5,5,Core,,,NA
7/23/25,Globe,GLOB4,A,GLOB4A9,9,1,11,"Mineral,Rock",103,Rock,14.5,Mineral,21,18,17,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,A,TROU2A3,3,0.5,14,Mineral,83,Rock,13,Mineral,13,10,9,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,A,TROU2A9,9,0,21,Mineral,88,Rock,13,Mineral,15,7,8,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,A,TROU2A6,6,0,15,Mineral,89,Rock,25,Mineral,22,17,12,yes,A6,15,14.5,9,9.5,9.5,10,,NA,5,5,5,5,Core,,,NA
8/5/25,Troublesome,TROU5,B,TROU5B6,6,0,20,Mineral,59,Frozen Ground,47,Frozen Ground,5,4,4,yes,B6,19,22,9,9,8,7,,NA,5,5,5,5,Core,,,NA
8/5/25,Troublesome,TROU5,B,TROU5B3,3,0,54,Frozen Ground,54,Frozen Ground,22,Mineral,11,12,10,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU5,B,TROU5B9,9,0,25,Mineral,44,Frozen Ground,30,Mineral,5,5,5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU4,B,TROU4B3,3,0.1,32,Frozen Ground,52,Frozen Ground,25,Mineral,12,11,3,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU4,B,TROU4B9,9,0,30,"Frozen Ground,Mineral",72,Mineral,19,Mineral,3,9,5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU4,B,TROU4B6,6,1,30,Mineral,48,Frozen Ground,36,Mineral,6,2,3,yes,B6,29.5,30,10.5,10,8.5,8,,NA,5,5,5,5,,,,NA
8/3/25,Chitanana,CHIT4,A,CHIT4A3,3,0,34,Mineral,49,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT4,A,CHIT4A6,6,0,28,Mineral,42,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT4,A,CHIT4A9,9,0,29,Mineral,41,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM2,B,ISOM2B3,3,0.1,20.5,Mineral,72,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM2,B,ISOM2B6,6,0,27.5,Mineral,72,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM2,B,ISOM2B9,9,0.1,14,Mineral,64,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/1/25,Yukon Creek,YUCR1,A,YUCR1A6,6,0.5,0,Mineral,120,>100cm,15,Mineral,16,5,8,yes,A6,23,23.5,10.5,10,9,8.5,"Had to go off point to find organic, at 5m",NA,5,5,5,5,Core,,,NA
8/1/25,Yukon Creek,YUCR1,A,YUCR1A3,3,3,10,Mineral,120,Frozen Ground,13,Mineral,15,12,16,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/1/25,Yukon Creek,YUCR1,A,YUCR1A9,9,0.1,45,Mineral,59,Frozen Ground,45,Mineral,15,11,10,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT3,A,CHIT3A3,3,0,30,Mineral,52,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT3,A,CHIT3A6,6,0,43,Mineral,76,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT3,A,CHIT3A9,9,0.1,47,Frozen Ground,47,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB3,C,GLOB3C3,3,0,35,Mineral,50,Frozen Ground,21,Mineral,5,7,3,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB3,C,GLOB3C6,6,0,17,Mineral,56,Frozen Ground,17,Mineral,11,11,6,yes,C6,16.5,17,9.5,10,8.5,8.5,,NA,5,5,5,5,Core,,,NA
7/31/25,Globe,GLOB3,C,GLOB3C9,9,0,20,Mineral,51,Frozen Ground,16,Mineral,9,7,4,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO6,B,MCDO6B3,3,0,43,"Mineral,Water",55,Frozen Ground,36,"Mineral,Water",10,4,2,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO6,B,MCDO6B6,6,0,16,Mineral,45,Frozen Ground,16,Mineral,8,8,23,yes,B6,16,15.5,10.5,11,9,11,,NA,5,5,5,5,Core,,,NA
7/29/25,McDonald,MCDO6,B,MCDO6B9,9,0,52,"Frozen Ground,Mineral",52.5,Frozen Ground,21.5,Mineral,27,21,15,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU5,A,TROU5A6,6,0,25,Frozen Ground,39,Frozen Ground,25,Frozen Ground,7,5,7,yes,A6,28,23,10,10,8.5,8,,NA,5,5,5,5,Core,,,NA
8/5/25,Troublesome,TROU5,A,TROU5A3,3,0,44,Mineral,55,Frozen Ground,44,Mineral,4,8,7,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU5,A,TROU5A9,9,0,15,Mineral,55,Frozen Ground,37,Mineral,10,10,6,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB2,B,GLOB2B6,6,0,33.5,Mineral,42,Frozen Ground,30,Ice,2,2,4,yes,B6,33.5,33,10.5,11,11,11.5,,NA,5,5,3,3,Grab,Hit ice,,NA
7/31/25,Globe,GLOB2,B,GLOB2B3,3,0,25,Frozen Ground,48,Frozen Ground,26,Frozen Ground,9,4,4,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB2,B,GLOB2B9,9,0,63,Mineral,65,Frozen Ground,63,Mineral,7,4,5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB3,B,GLOB3B3,3,0,32,Mineral,45,Frozen Ground,21,Mineral,3,3,1,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/31/25,Globe,GLOB3,B,GLOB3B6,6,1.5,15.5,"Mineral,Water",66,Frozen Ground,12,Mineral,6,6,7,yes,B6,15.5,15.5,10,10,9.5,9,,NA,5,5,5,5,Grab,,,NA
7/31/25,Globe,GLOB3,B,GLOB3B9,9,0,14,Mineral,68,Frozen Ground,14,Mineral,12,14,5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/25/25,McDonald,MCDO2,B,MCDO2B3,3,0,25,"Mineral,Water",50,Frozen Ground,28,"Mineral,Water",12,10,7,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/25/25,McDonald,MCDO2,B,MCDO2B6,6,0,17,Mineral,55,Frozen Ground,30,"Mineral,Water",2,1.5,1,yes,B6,17,17.5,9,9.5,11,11.5,,NA,5,NA,5,NA,Core,,,NA
7/25/25,McDonald,MCDO2,B,MCDO2B9,9,9,23,"Mineral,Water",55,Frozen Ground,21,"Mineral,Water",6,7,6.5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR3,A,AGCR3A6,6,0.5,7.5,Rock,17,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR3,A,AGCR3A9,9,0,3.5,Mineral,56,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR3,A,AGCR3A3,3,6,4.5,Mineral,53,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR4,A,AGCR4A3,3,0.1,14.5,Mineral,112,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR4,A,AGCR4A6,6,10,20,"Mineral,Water",110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR4,A,AGCR4A9,9,10,9,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO6,C,MCDO6C3,3,0,27,Mineral,50,Frozen Ground,28,Mineral,4,7,28,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO6,C,MCDO6C6,6,0,1,Mineral,50,Frozen Ground,33,Mineral,4,5,2,yes,C6,18,17.5,10,9.5,10.5,10.5,,NA,5,5,5,5,Core,,,NA
7/29/25,McDonald,MCDO6,C,MCDO6C9,9,0,36,Mineral,47,Frozen Ground,34,Mineral,6,4,9,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR1,C,AGCR1C6,6,10.5,4.5,Mineral,53,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR1,C,AGCR1C9,9,10,4,Rock,30,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,B,AGCR5B3,3,0.1,10,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,B,AGCR5B6,6,0.1,10.3,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,B,AGCR5B9,9,6,15,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR3,B,AGCR3B3,3,1,19.5,Rock,82,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR3,B,AGCR3B6,6,1,7.5,Mineral,18,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR3,B,AGCR3B9,9,3,7.5,Mineral,22.5,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR4 ,B,AGCR4 B3,3,15,13,"Mineral,Water",110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR4 ,B,AGCR4 B6,6,8,17,"Mineral,Water",110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR4 ,B,AGCR4 B9,9,1,18,"Mineral,Water",110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,A,AGCR5A3,3,0.5,32.5,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,A,AGCR5A6,6,2,17,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,A,AGCR5A9,9,0.5,22,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO4,B,MCDO4B3,3,0.1,7,Mineral,120,>100cm,21,Mineral,18,13,22,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO4,B,MCDO4B6,6,0,15,Mineral,120,>100cm,18,Mineral,16,15,4,yes,B6,15,15.5,11,11.5,8.5,9,,NA,5,NA,5,NA,Core,Very muddy can’t measure accurately,,NA
7/29/25,McDonald,MCDO4,B,MCDO4B9,9,0,28,Mineral,75,Frozen Ground,29,Mineral,7,3,4,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM1,C,ISOM1C3,3,0,17,Mineral,62,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM1,C,ISOM1C6,6,0,20,Mineral,82,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM1,C,ISOM1C9,9,0,24,Mineral,63,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT1,A,CHIT1A3,3,0,23,Mineral,52,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT1,A,CHIT1A6,6,0.1,21,Mineral,49,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/3/25,Chitanana,CHIT1,A,CHIT1A9,9,0.1,18,Mineral,77,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU4,A,TROU4A3,3,0,23,Mineral,70,Rock,20,Mineral,17,3,17.5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU4,A,TROU4A6,6,0,24.5,Mineral,74,Frozen Ground,13,Mineral,3,6,1,yes,A6,24,25,9.5,9.5,10,10.5,,NA,5,NA,5,NA,Core,,,NA
8/5/25,Troublesome,TROU4,A,TROU4A9,9,0.1,30,Mineral,91,Frozen Ground,30,Mineral,2,6,7,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM4,B,ISOM4B3,3,0,23,Mineral,78,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM4,B,ISOM4B6,6,0,15.5,Mineral,120,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM4,B,ISOM4B9,9,0,17,Mineral,109,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,B,TROU2B6,6,0,10,Mineral,76,"Mineral,Rock",NA,,NA,NA,NA,yes,B6,9.5,10,8.5,8.5,10,9.5,,NA,5,5,5,5,Core,,,NA
8/2/25,Troublesome,TROU2,B,TROU2B3,3,0,9,Mineral,88,Rock,37,Mineral,4,12,16,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,B,TROU2B9,9,0.5,7,Mineral,74,Rock,18,Mineral,11,2,2,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,C,TROU2C6,6,0,15,Mineral,83,Mineral,12,Mineral,10,2,11,yes,C6,14,15,10,9.5,9,10,,NA,5,5,5,5,Core,,,NA
8/2/25,Troublesome,TROU2,C,TROU2C3,3,11,15,Mineral,85,Rock,9,Mineral,6,7,9,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU2,C,TROU2C9,9,0,13,Mineral,90,Mineral,23,Mineral,14,13,9.5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/4/25,Yukon Creek,YUCR5,B,YUCR5B3,3,0.5,0.5,Mineral,58,Mineral,3.5,Mineral,25.5,21.5,22,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/4/25,Yukon Creek,YUCR5,B,YUCR5B6,6,0.5,0.5,Mineral,15,Rock,1.5,Mineral,27,25.5,34,yes,B6,13,13.5,10.5,10,9.5,10,Had to go further than 1m off transect to find organic sample,NA,5,5,5,5,Core,,,NA
8/4/25,Yukon Creek,YUCR5,B,YUCR5B9,9,0.5,1,Mineral,52,Rock,1.5,Mineral,30,32,34.5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/23/25,Globe,GLOB4,C,GLOB4C6,6,0.5,12,Mineral,100,"Mineral,Rock",11,Rock,10,14,12,yes,GLOB4 C 6,9.5,9,10.5,10,11,10.5,Crumble at bottom,NA,5,5,5,5,Core,,,NA
7/23/25,Globe,GLOB4,C,GLOB4C3,3,0,25.5,Mineral,68,Mineral,24,Mineral,17,26,18,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/23/25,Globe,GLOB4,C,GLOB4C9,9,0,5,Mineral,110,>100cm,15,Mineral,19,26,15,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,C,TROU3C3,3,0,11,Mineral,68,Rock,11,Mineral,11,17,10,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,C,TROU3C6,6,0,18,Mineral,55,Rock,15,Mineral,12,6,9,yes,C6,18,17.5,9.5,10,10,11,,NA,5,5,5,5,Core,,,NA
8/2/25,Troublesome,TROU3,C,TROU3C9,9,0,4.5,Mineral,66,Rock,13,Mineral,16,3,7,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,A,TROU3A3,3,0.5,9,Mineral,41,Rock,12,Mineral,8,2,11,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,A,TROU3A6,6,0,14.5,Mineral,48,Rock,3,Mineral,29,17,17,yes,A6,14,14.5,9.5,11,10,11,,NA,5,5,5,5,Core,,,NA
8/2/25,Troublesome,TROU3,A,TROU3A9,9,0,12,Mineral,42,Rock,2,Mineral,21,15,11,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU5,C,TROU5C6,6,0,12.5,Mineral,55,Frozen Ground,11,Mineral,3,3,4,yes,C6,13,12,10,9,9.5,8.5,,NA,5,5,5,5,Core,,,NA
8/5/25,Troublesome,TROU5,C,TROU5C3,3,0,37,Mineral,50,Rock,34,Frozen Ground,8,5,2,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/5/25,Troublesome,TROU5,C,TROU5C9,9,0,33,Mineral,55,Frozen Ground,33,Mineral,1,2,1,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/26/25,Slate,SLAT3,C,SLAT3C3,3,0,18,"Mineral,Water",55,Frozen Ground,21,"Mineral,Water",2,7,8,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/26/25,Slate,SLAT3,C,SLAT3C9,9,0,24,"Mineral,Water",49,Frozen Ground,24,"Mineral,Water",4,4,1,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/26/25,Slate,SLAT3,C,SLAT3C6,6,0,16,"Mineral,Water",48,Frozen Ground,16,"Mineral,Water",5,8,8,yes,Slat3 c,16,16,13,9,10,10,Wider at top. Narrower at bottom,NA,5,5,5,5,Core,,,NA
8/8/25,Isom,ISOM5,C,ISOM5C3,3,0,21,Mineral,62,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM5,C,ISOM5C6,6,0.1,22,Mineral,60,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM5,C,ISOM5C9,9,0,16.5,Mineral,65,Frozen Ground,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR6,A,AGCR6A3,3,2,10,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR6,A,AGCR6A6,6,7,7,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR6,A,AGCR6A9,9,6,8,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/27/25,Slate,SLAT6,B,SLAT6B3,3,0,0.5,Mineral,110,>100cm,0,Mineral,13,12,12,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/27/25,Slate,SLAT6,B,SLAT6B6,6,0,0,Mineral,100,>100cm,0,Mineral,16,15,NA,yes,SLAT6 b,3,2.5,9,9,9.5,9.5,Sample collected another m off transect,NA,5,5,5,5,Core,,,NA
7/27/25,Slate,SLAT6,B,SLAT6B9,9,0,5.5,Mineral,110,>100cm,0,Mineral,10,9,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR2,B,AGCR2B3,3,0.5,5,Mineral,20,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR2,B,AGCR2B6,6,0,3.5,Mineral,54,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR2,B,AGCR2B9,9,0,20.5,Mineral,70,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/4/25,Yukon Creek,YUCR4,B,YUCR4B3,3,1,3,Mineral,29,Mineral,0.1,Mineral,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/4/25,Yukon Creek,YUCR4,B,YUCR4B6,6,0.1,2,Mineral,45,Mineral,6,Mineral,12,NA,NA,yes,B6,2,1.5,9,9,10,10,,NA,5,NA,5,NA,Core,Dry and crumbly,,NA
8/4/25,Yukon Creek,YUCR4,B,YUCR4B9,9,NA,4,Mineral,21,Mineral,2,Mineral,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,C,AGCR5C3,3,3.5,6.5,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
