date,fire_scar,site,plot,CollectionID,location (m),green_moss,depth1,org_hit,thaw_d,thaw_hit,ar_sol_depth1,ar_sol_hit,ar_height1,ar_height2,ar_height3,collected,sample_id,sample_depth1,sample_depth2,sample_width1,sample_width2,sample_length1,sample_length2,organic_notes,min_depth,m1_depth1,m1_depth2,m2_depth1,m2_depth_2,min_coregrab,mineral_notes,general_notes,sample_photo
7/22/25,Aggie,AGCR5,C,AGCR5C9,9,0.5,13.5,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR5,C,AGCR5C6,6,2,10,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/27/25,Slate,SLAT5,C,SLAT5C3,3,0.1,0,Mineral,110,>100cm,0,Mineral,17,14,12,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/27/25,Slate,SLAT5,C,SLAT5C9,9,0,9.5,Mineral,110,>100cm,0,Mineral,17,12,14,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/27/25,Slate,SLAT5,C,SLAT5C6,6,0,8,Mineral,110,>100cm,9.5,Mineral,14.5,11,15,yes,C6,7.5,8.5,10.5,10.5,10.5,11,,NA,5,5,5,5,Core,,,NA
7/23/25,Globe,GLOB5,B,GLOB5B3,3,0,10,Mineral,27,Rock,18,Mineral,14,14.5,10,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/23/25,Globe,GLOB5,B,GLOB5B9,9,0,8,Mineral,110,>100cm,11,Mineral,17,12,10,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/23/25,Globe,GLOB5,B,GLOB5B6,6,0,10,Mineral,108,Rock,9,Mineral,18,17,14,yes,B6,10,11.5,10,10,9.5,9,,NA,4,4,5,5,Core,,,NA
7/21/25,Aggie,AGCR2,A,AGCR2A3,3,1,10.5,Mineral,43,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR2,A,AGCR2A6,6,4.5,5.5,Mineral,17,Rock,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/21/25,Aggie,AGCR2,A,AGCR2A9,9,0.5,14,Mineral,15,Rock,NA,,NA,NA,NA,no,,9,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO4,C,MCDO4C3,3,0,20,Mineral,105,Frozen Ground,28,Mineral,5,4,2,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/29/25,McDonald,MCDO4,C,MCDO4C6,6,0,15,"Mineral,Water",93,Frozen Ground,30,Mineral,6,5,5,yes,C6,14,15.5,10.5,10.5,11,10.5,,NA,5,NA,5,NA,Core,,,NA
7/29/25,McDonald,MCDO4,C,MCDO4C9,9,0,28,"Mineral,Water",120,>100cm,28,"Mineral,Water",3,10,5,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/25/25,McDonald,MCDO2,C,MCDO2C3,3,0,25,"Mineral,Water",53,Frozen Ground,21,"Mineral,Water",5,4,4,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/25/25,McDonald,MCDO2,C,MCDO2C6,6,0,12,Mineral,50,Frozen Ground,21,Mineral,5,5,6,yes,C6,12,13,12,12.5,11,10.5,,NA,5,NA,5,NA,Core,,,NA
7/25/25,McDonald,MCDO2,C,MCDO2C9,9,0,28.5,"Mineral,Water",51,Frozen Ground,21.5,Mineral,5,8.5,8,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM4,C,ISOM4C3,3,0,19,Mineral,120,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM4,C,ISOM4C6,6,0,28.5,Mineral,120,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/8/25,Isom,ISOM4,C,ISOM4C9,9,0,25,Mineral,120,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/25/25,McDonald,MCDO3,A,MCDO3A3,3,0,13.5,Mineral,75,Frozen Ground,13.5,Mineral,2,1,3,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/25/25,McDonald,MCDO3,A,MCDO3A6,6,0,9.5,Mineral,72,Frozen Ground,16,Mineral,6,5,7,yes,McDo3 a,9.5,10,13,12.5,14,13.5,,NA,5,5,5,5,Core,,,NA
7/25/25,McDonald,MCDO3,A,MCDO3A9,9,0,17,Mineral,78,Frozen Ground,4,Mineral,14,9,9,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR6,C,AGCR6C6,6,2,3.5,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR6,C,AGCR6C3,3,4,9,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
7/22/25,Aggie,AGCR6,C,AGCR6C9,9,2,5.5,Mineral,110,>100cm,NA,,NA,NA,NA,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,B,TROU3B3,3,1,11,Mineral,53,Rock,11,Mineral,23,25,9,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,B,TROU3B9,9,0.1,10,Mineral,59,Rock,2,Mineral,14,16,13,no,,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,,NA
8/2/25,Troublesome,TROU3,B,TROU3B6,6,0,14,"Mineral,Rock",60,Rock,4,Mineral,16,17,20,yes,B6,13,14,8.5,9,9.5,10,,NA,5,5,5,5,Core,,,NA
