fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
df063888-43dd-4d4b-93ed-220046062642,cf8646c2-5e0d-44c0-9f01-0d82d9eff5c3,cf8646c2-5e0d-44c0-9f01-0d82d9eff5c3,1,,65.17499722222223,-147.63119722222223,POINT (-147.63119722222223 65.17499722222223),645352,2024-07-15 05:15:56 UTC,2024-07-14 15:44:52 UTC,709.2755102040817,2024-07-14,23:44:54,4.751879312120276,106.5842513259894,T,65.17499722222223,N,-147.63119722222223,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
105c67bc-6e93-4e42-93a2-f4f2707e1953,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,f02311be-6b4f-4bac-b5b1-71481bdcf1ab,1,,65.1750138888889,-147.63118055555557,POINT (-147.63118055555557 65.1750138888889),667879,2024-07-15 05:16:00 UTC,2024-07-14 15:49:24 UTC,708.0318257956449,2024-07-14,23:49:25,3.5355339046563916,118.7248,T,65.1750138888889,N,-147.63118055555557,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
1d50a3d0-2250-46fd-9031-0286d6d0ffab,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,f2fa45f4-4281-45a1-b6f4-a6c1cf58795f,1,,65.17505277777778,-147.63115277777777,POINT (-147.63115277777777 65.17505277777778),634761,2024-07-15 05:16:02 UTC,2024-07-14 15:57:35 UTC,708.4402618657938,2024-07-14,23:57:37,4.7581822462915,93.52901450725362,T,65.17505277777778,N,-147.63115277777777,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
f3d6c3e8-b0b9-45f4-bf84-ad7f18dd597a,98103400-7929-4476-9bd1-737c2e869546,98103400-7929-4476-9bd1-737c2e869546,1,,65.17510277777778,-147.63110555555556,POINT (-147.63110555555556 65.17510277777778),605268,2024-07-15 05:16:07 UTC,2024-07-14 16:04:24 UTC,709.3785057213372,2024-07-15,00:04:26,3.5355339046563916,124.3366852886406,T,65.17510277777778,N,-147.63110555555556,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
8c393bf3-6afa-40bc-a963-1fd0e4f8f8c4,9005e826-a315-4bb1-8246-1425694eb2cf,9005e826-a315-4bb1-8246-1425694eb2cf,1,,65.17511666666667,-147.63109722222222,POINT (-147.63109722222222 65.17511666666667),641485,2024-07-15 05:16:10 UTC,2024-07-14 16:09:03 UTC,708.6408345752608,2024-07-15,00:09:05,4.6600592252372035,112.56502525252525,T,65.17511666666667,N,-147.63109722222222,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
12ca85d5-8124-46d2-bf08-fdaabe9c5edb,e942b4a3-a180-4e3f-8c06-df01e224c7cc,e942b4a3-a180-4e3f-8c06-df01e224c7cc,1,,65.17515277777778,-147.63104722222224,POINT (-147.63104722222224 65.17515277777778),654266,2024-07-15 05:16:13 UTC,2024-07-14 16:24:28 UTC,708.6079249217935,2024-07-15,00:24:30,4.7424861643252445,126.70390309555854,T,65.17515277777778,N,-147.63104722222224,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
3e643c99-6a60-4bb3-afe2-b6dd40c6f844,4c62bd17-2749-4b59-8394-b07ed24e8e2b,4c62bd17-2749-4b59-8394-b07ed24e8e2b,1,,65.17518055555556,-147.63104444444446,POINT (-147.63104444444446 65.17518055555556),672986,2024-07-15 05:16:16 UTC,2024-07-14 16:25:35 UTC,706.9327052489906,2024-07-15,00:25:37,4.660059578368469,129.3955078125,T,65.17518055555556,N,-147.63104444444446,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
21977c91-8ab4-4440-8473-88b477953c7f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,4e053de1-1b4b-49c2-8670-19248d7fdf2f,1,,65.17521111111111,-147.6310138888889,POINT (-147.6310138888889 65.17521111111111),664641,2024-07-15 05:16:19 UTC,2024-07-14 16:37:23 UTC,707.9981024667932,2024-07-15,00:37:26,4.7515463793703985,129.4045867589788,T,65.17521111111111,N,-147.6310138888889,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
8d7b572a-3ee7-40bc-a2b9-bc7b88815045,f09963b3-a378-4c62-aac1-ddf66da63e16,f09963b3-a378-4c62-aac1-ddf66da63e16,1,,65.17508055555557,-147.6311138888889,POINT (-147.6311138888889 65.17508055555557),629283,2024-07-15 05:16:22 UTC,2024-07-14 16:38:45 UTC,706.4366106080207,2024-07-15,00:38:47,4.6600590353941564,109.01150509241795,T,65.17508055555557,N,-147.6311138888889,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
e2eca4db-0eea-49d5-b147-d7d450385eb4,4f9209a4-e0ce-490c-a0d0-2b365d5c8af1,4f9209a4-e0ce-490c-a0d0-2b365d5c8af1,1,,65.17561388888889,-147.63528888888888,POINT (-147.63528888888888 65.17561388888889),600364,2024-07-15 05:15:34 UTC,2024-07-14 11:17:47 UTC,730.9162601626016,2024-07-14,19:17:49,4.743377354067359,198.73275754161972,T,65.17561388888889,N,-147.63528888888888,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
