"","project","date","fire_scar","site","plot","tree_species","standing","snag_pre_fire","dbh","basal_diameter","cone_combustion","foliage_combustion","fine_combustion","coarse_combustion","stem_combustion","livedead","tree_notes"
"472","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",16.9,NA,50,50,25,0,0,"dead",""
"473","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",4.9,NA,NA,25,25,0,0,"dead",""
"474","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",1.4,NA,NA,100,100,75,0,"dead",""
"475","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",1.4,NA,NA,25,25,0,0,"dead",""
"476","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",1.4,NA,NA,0,0,0,0,"dead",""
"477","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",NA,3.3,NA,0,0,0,0,"dead",""
"478","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",1,NA,NA,0,0,0,0,"dead",""
"479","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",NA,1.8,NA,0,0,0,0,"dead",""
"480","CCE","2024-07-18","Lost Horse","LoHo4","A","black spruce","yes","no",NA,1.7,NA,0,0,0,0,"dead",""
"481","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"482","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",8.1,NA,25,50,50,25,0,"dead",""
"483","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,1,NA,100,100,100,0,"dead",""
"484","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","yes",4.1,NA,NA,NA,NA,NA,25,"dead",""
"485","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",5.4,NA,100,100,75,25,0,"dead",""
"486","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",4,NA,75,100,75,25,0,"dead",""
"487","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",4.4,NA,100,75,75,75,0,"dead",""
"488","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,1.9,0,100,100,100,0,"dead",""
"489","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,1.9,0,100,100,100,0,"dead",""
"490","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,1.9,0,100,100,100,0,"dead",""
"491","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,0.9,NA,100,100,100,25,"dead",""
"492","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,0.9,NA,100,100,100,25,"dead",""
"493","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,0.9,100,100,100,100,0,"dead",""
"494","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",4.3,NA,75,75,75,75,0,"dead",""
"495","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",2.5,NA,100,100,75,50,0,"dead",""
"496","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",2.4,NA,NA,75,75,75,0,"dead",""
"497","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",2.1,NA,100,100,100,100,0,"dead",""
"498","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",1,NA,NA,100,100,75,0,"dead",""
"499","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",NA,1.3,NA,100,100,75,0,"dead",""
"500","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","no","yes",4.9,NA,NA,NA,NA,NA,25,"dead",""
"501","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",3.9,NA,75,50,50,25,0,"dead",""
"502","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",4.1,NA,100,75,75,50,0,"dead",""
"503","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",6.5,NA,25,25,25,25,0,"dead",""
"504","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",5.1,NA,0,25,25,25,0,"dead",""
"505","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","no","yes",3.5,NA,NA,NA,NA,NA,0,"dead",""
"506","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","no","yes",3.5,NA,NA,NA,NA,NA,0,"dead",""
"507","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","yes",NA,2.4,NA,NA,NA,NA,0,"dead","Topped"
"508","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",5.7,NA,0,0,0,0,0,"dead",""
"509","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",3.5,NA,0,0,0,0,0,"dead",""
"510","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",3.5,NA,0,0,0,0,0,"dead",""
"511","CCE","2024-08-06","Dry Creek","DrCr6","C","black spruce","yes","no",4.1,NA,75,75,75,75,0,"dead",""
"512","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",3.1,NA,0,0,0,0,0,"dead",""
"513","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,1.1,NA,0,0,0,0,"dead",""
"514","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,1.1,NA,0,0,0,0,"dead",""
"515","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,1.1,NA,0,0,0,0,"dead",""
"516","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,1.1,NA,0,0,0,0,"dead",""
"517","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","no","no",NA,0.4,NA,50,50,50,0,"dead",""
"518","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,2.1,NA,0,0,0,0,"dead",""
"519","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,2.1,NA,0,0,0,0,"dead",""
"520","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",8.8,NA,0,0,0,0,0,"dead",""
"521","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,2.8,NA,0,0,0,0,"dead",""
"522","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"523","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"524","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"525","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,0.6,NA,100,100,100,0,"dead",""
"526","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,0.6,NA,100,100,100,0,"dead",""
"527","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,0.8,NA,0,0,0,0,"dead",""
"528","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",5.5,NA,0,0,0,0,0,"dead",""
"529","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",5.5,NA,0,0,0,0,0,"dead",""
"530","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",5.5,NA,0,0,0,0,0,"dead",""
"531","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",3.3,NA,0,0,0,0,0,"dead",""
"532","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",6.8,NA,0,0,0,0,0,"dead",""
"533","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",3,NA,NA,25,25,0,0,"dead",""
"534","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",1.5,NA,NA,25,25,0,0,"dead",""
"535","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",NA,1.3,NA,100,100,100,0,"dead",""
"536","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","no","no",NA,1,NA,100,100,25,0,"dead",""
"537","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",1.9,NA,NA,100,100,100,0,"dead",""
"538","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","yes","no",10.2,NA,50,75,75,25,0,"dead",""
"539","CCE","2024-08-04","Munson Creek","MuCr5","A","black spruce","no","no",NA,1.3,NA,100,100,75,0,"dead",""
"540","CCE","2024-07-15","Lost Horse","LoHo1","B","black spruce","yes","no",9.7,NA,25,75,75,50,0,"dead",""
"541","CCE","2024-07-15","Lost Horse","LoHo1","B","black spruce","yes","no",10.1,NA,25,75,75,50,0,"dead",""
"542","CCE","2024-07-15","Lost Horse","LoHo1","B","black spruce","yes","no",13.5,NA,25,75,75,25,0,"dead",""
"543","CCE","2024-07-15","Lost Horse","LoHo2","B","black spruce","yes","no",7.8,NA,25,75,75,25,0,"dead",""
"544","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",NA,0.7,NA,0,0,0,0,"dead",""
"545","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",NA,0.9,NA,0,0,0,0,"dead",""
"546","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",10,NA,25,0,0,0,0,"dead",""
"547","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",0.7,NA,NA,0,0,0,0,"dead",""
"548","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",4.5,NA,NA,0,0,0,0,"dead",""
"549","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",8.9,NA,25,25,25,0,0,"dead",""
"550","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",5.1,NA,25,75,75,75,0,"dead",""
"551","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",9,NA,25,0,0,0,25,"dead","Secondary dead bole snag prefire "
"552","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",2.7,NA,NA,75,75,50,0,"dead",""
"553","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",2.6,NA,50,50,25,0,0,"dead",""
"554","CCE","2024-07-25","Haystack","Hays5","A","black spruce","no","no",11.2,NA,50,25,25,25,0,"dead",""
"555","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",11.1,NA,NA,25,25,0,0,"dead","Topped "
"556","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",4.4,NA,NA,25,25,0,0,"dead",""
"557","CCE","2024-07-25","Haystack","Hays5","A","black spruce","yes","no",6.5,NA,NA,100,100,75,0,"dead","Topped"
"558","CCE","2024-07-14","Haystack","Hays3","B","black spruce","yes","no",9.1,NA,50,100,75,25,0,"dead",""
"559","CCE","2024-07-14","Haystack","Hays3","B","black spruce","yes","no",6.4,NA,25,100,75,25,0,"dead",""
"560","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",NA,2.7,NA,75,75,50,0,"dead","Two trees come from a totally burned spreader root!"
"561","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",NA,2.7,NA,75,75,50,0,"dead","Two trees come from a totally burned spreader root!"
"562","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","yes","no",6.6,NA,50,100,100,75,0,"dead",""
"563","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","yes","no",10.7,NA,50,100,100,75,0,"dead",""
"564","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",16.6,NA,100,100,100,75,0,"dead",""
"565","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",8.3,NA,100,100,100,75,0,"dead",""
"566","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",2,NA,NA,100,100,50,0,"dead",""
"567","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",2,NA,NA,100,100,50,0,"dead",""
"568","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",1.5,NA,NA,100,100,100,0,"dead",""
"569","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","no",1,NA,NA,100,100,75,0,"dead",""
"570","CCE","2024-08-01","Munson Creek","MuCr2","C","black spruce","no","yes",2.1,NA,NA,NA,100,75,0,"dead",""
"571","CCE","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,2,NA,NA,NA,100,75,"dead",""
"572","CCE","2024-07-28","McCoy Creek","McCr4","B","black spruce","yes","no",NA,3,NA,100,100,75,0,"dead",""
