"","project","date","fire_scar","site","plot","tree_species","standing","snag_pre_fire","dbh","basal_diameter","cone_combustion","foliage_combustion","fine_combustion","coarse_combustion","stem_combustion","livedead","tree_notes"
"1276","CCE","2024-08-07","McCoy Creek","McCr3","C","black spruce","yes","no",1,NA,NA,100,100,75,0,"dead",""
"1277","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1,NA,100,100,100,0,"dead",""
"1278","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",3.1,NA,100,100,100,100,0,"dead",""
"1279","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"1280","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",1.8,NA,0,0,0,0,0,"dead",""
"1281","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,0.9,NA,0,0,0,0,"dead",""
"1282","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",1.2,NA,0,0,0,0,0,"dead",""
"1283","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1.9,NA,25,25,25,0,"dead",""
"1284","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1.9,NA,25,25,25,0,"dead",""
"1285","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1.9,NA,25,25,25,0,"dead",""
"1286","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",4.7,NA,50,25,25,25,0,"dead",""
"1287","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",3.8,NA,0,0,0,0,0,"dead",""
"1288","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",3.8,NA,0,0,0,0,0,"dead",""
"1289","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","no","no",NA,1.2,NA,0,0,0,0,"dead",""
"1290","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",4.1,NA,0,0,0,0,0,"dead",""
"1291","CCE","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1.5,NA,25,25,25,0,"dead",""
"1292","CCE","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",NA,1.8,NA,75,75,75,0,"dead",""
"1293","CCE","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",6.7,NA,25,75,50,25,0,"dead",""
"1294","CCE","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",6.5,NA,25,75,50,0,0,"dead",""
"1295","CCE","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",2.6,NA,NA,75,75,25,0,"dead",""
"1296","CCE","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",2.5,NA,0,75,75,50,0,"dead",""
"1297","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.8,NA,100,100,100,0,"dead",""
"1298","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.8,NA,100,100,100,0,"dead",""
"1299","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"1300","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"1301","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"1302","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,"dead",""
"1303","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,4,NA,100,100,100,0,"dead",""
"1304","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",4.1,NA,75,100,100,100,0,"dead",""
"1305","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","no","no",NA,1.6,NA,100,100,100,0,"dead",""
"1306","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.3,NA,NA,100,100,100,0,"dead",""
"1307","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.3,NA,NA,100,100,100,0,"dead",""
"1308","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","yes",3.4,NA,NA,NA,NA,NA,50,"dead",""
"1309","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",4.1,NA,75,100,100,100,0,"dead",""
"1310","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,"dead",""
"1311","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,"dead",""
"1312","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,"dead",""
"1313","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,"dead",""
"1314","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,"dead",""
"1315","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,"dead",""
"1316","CCE","2024-08-02","Teklanika","Tekl5","B","black cottonwood","yes","no",NA,2,NA,100,100,100,0,"dead",""
"1317","CCE","2024-08-02","Teklanika","Tekl5","B","black cottonwood","yes","no",NA,2,NA,100,100,100,0,"dead",""
"1318","CCE","2024-08-02","Teklanika","Tekl5","B","black cottonwood","yes","no",NA,2,NA,100,100,100,0,"dead",""
"1319","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",3.7,NA,100,100,100,100,0,"dead",""
"1320","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.8,NA,NA,NA,NA,0,"dead",""
"1321","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.2,NA,NA,100,100,75,0,"dead",""
"1322","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.8,NA,NA,100,100,100,0,"dead",""
"1323","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1324","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1325","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1326","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1327","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1328","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1329","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,"dead",""
"1330","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.1,NA,100,100,100,25,"dead",""
"1331","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.1,NA,100,100,100,25,"dead",""
"1332","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,0.7,NA,100,100,100,25,"dead",""
"1333","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.8,NA,50,100,100,75,0,"dead",""
"1334","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2,NA,100,100,0,0,"dead",""
"1335","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.1,NA,NA,100,100,100,0,"dead",""
"1336","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1,NA,NA,100,100,100,0,"dead",""
"1337","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1,NA,NA,100,100,100,0,"dead",""
"1338","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"1339","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",3.8,NA,100,100,100,75,0,"dead",""
"1340","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.4,NA,100,100,100,0,"dead",""
"1341","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.6,NA,100,100,100,0,"dead",""
"1342","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.6,NA,100,100,100,0,"dead",""
"1343","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.6,NA,100,100,100,0,"dead",""
"1344","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.8,NA,NA,100,100,100,0,"dead",""
"1345","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.7,NA,NA,100,100,100,0,"dead",""
"1346","CCE","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",3.2,NA,75,100,100,100,0,"dead",""
"1347","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",2.6,NA,NA,100,100,75,0,"dead",""
"1348","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2,NA,100,100,100,0,"dead",""
"1349","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.7,NA,100,100,100,0,"dead",""
"1350","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.7,NA,100,100,100,0,"dead",""
"1351","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",3.1,NA,0,75,75,50,0,"dead",""
"1352","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"1353","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.9,NA,100,100,100,0,"dead",""
"1354","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",4.7,NA,0,25,25,25,0,"dead",""
"1355","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.9,75,75,75,50,0,"dead",""
"1356","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.2,NA,100,100,100,25,"dead",""
"1357","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,4,NA,75,75,75,50,"dead","Topped"
"1358","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2.1,NA,100,100,100,0,"dead",""
"1359","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",2.3,NA,0,0,0,0,0,"dead",""
"1360","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",1.6,NA,NA,0,0,0,0,"dead",""
"1361","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","yes",3.8,NA,NA,0,0,0,25,"dead",""
"1362","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",1.6,NA,0,25,25,25,0,"dead",""
"1363","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",3.7,NA,NA,50,50,50,25,"dead","Topped"
"1364","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2.2,NA,100,100,75,0,"dead",""
"1365","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2.2,NA,100,100,75,0,"dead",""
"1366","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",7.2,NA,0,25,25,25,0,"dead",""
"1367","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,4.1,NA,100,100,25,0,"dead","Topped"
"1368","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.7,NA,100,100,100,0,"dead",""
"1369","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",1.9,NA,NA,25,25,50,0,"dead",""
"1370","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",3.5,NA,NA,0,0,0,0,"dead",""
"1371","CCE","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,3.9,0,0,0,0,0,"dead",""
"1372","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","yes","no",7.9,NA,25,25,25,25,0,"dead",""
"1373","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","yes","no",3.8,NA,NA,0,0,0,0,"dead",""
"1374","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","no",9.7,NA,0,75,75,50,0,"dead",""
"1375","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",6.7,NA,NA,NA,NA,NA,25,"dead",""
"1376","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",8.3,NA,NA,NA,NA,NA,25,"dead",""
"1377","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","no",8.1,NA,0,25,25,25,0,"dead",""
"1378","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",7.2,NA,NA,NA,NA,100,50,"dead",""
"1379","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","no",8.2,NA,0,25,25,25,0,"dead",""
"1380","CCE","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",7.4,NA,NA,NA,NA,NA,0,"dead",""
"1381","CCE","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",5,NA,50,75,50,0,0,"dead",""
"1382","CCE","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",9.2,NA,25,75,50,0,0,"dead",""
"1383","CCE","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",1.4,NA,NA,100,75,50,0,"dead",""
"1384","CCE","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",16.9,NA,25,75,50,0,0,"dead",""
"1385","CCE","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",1.6,NA,NA,100,100,50,0,"dead",""
"1386","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,1,NA,100,100,100,50,"dead",""
"1387","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.5,NA,100,100,100,0,"dead",""
"1388","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",6.5,NA,NA,100,100,25,0,"dead",""
"1389","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,1.1,NA,100,100,100,0,"dead",""
"1390","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","yes",3.1,NA,NA,NA,NA,NA,25,"dead","Topped"
"1391","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",11.1,NA,100,100,100,75,0,"dead",""
"1392","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",14.5,NA,NA,100,100,25,0,"dead",""
"1393","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",9,NA,100,100,100,50,0,"dead",""
"1394","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",6.2,NA,100,100,100,25,0,"dead",""
"1395","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,"dead",""
"1396","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,"dead",""
"1397","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,0.9,NA,100,100,25,0,"dead",""
"1398","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,0.9,NA,100,100,25,0,"dead",""
"1399","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,0.9,NA,100,100,25,0,"dead",""
"1400","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,0.9,NA,100,100,25,0,"dead",""
"1401","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,1.1,NA,100,100,100,25,"dead",""
"1402","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,2.1,NA,NA,NA,0,0,"dead",""
"1403","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",2.9,NA,NA,100,100,75,0,"dead",""
"1404","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",8.4,NA,NA,100,100,75,0,"dead",""
"1405","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,"dead",""
"1406","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,"dead",""
"1407","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,"dead",""
"1408","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,"dead",""
"1409","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,"dead",""
"1410","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,"dead",""
"1411","CCE","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",6.8,NA,100,100,100,25,0,"dead",""
"1412","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",0.2,NA,NA,0,0,0,0,"dead",""
"1413","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2,NA,0,0,0,0,"dead",""
"1414","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",0.3,NA,NA,0,0,0,0,"dead",""
"1415","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","yes",NA,3,NA,NA,NA,NA,50,"dead",""
"1416","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",2.3,NA,NA,0,0,0,0,"dead",""
"1417","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,0,0,0,0,0,"dead",""
"1418","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.8,NA,0,0,0,0,"dead",""
"1419","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.1,NA,0,0,0,0,0,"dead",""
"1420","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.9,NA,0,0,0,0,"dead",""
"1421","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",1,NA,NA,0,0,0,0,"dead",""
"1422","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",6.3,NA,NA,0,0,0,0,"dead",""
"1423","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.4,NA,0,0,0,0,"dead",""
"1424","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",0.8,NA,NA,0,0,0,0,"dead",""
"1425","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.8,NA,25,0,0,0,0,"dead",""
"1426","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.3,NA,0,0,0,0,"dead",""
"1427","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.1,NA,25,0,0,0,0,"dead",""
"1428","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,4,NA,0,0,0,0,"dead","Topped"
"1429","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.1,NA,0,0,0,0,"dead",""
"1430","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",1.2,NA,25,25,25,0,0,"dead",""
"1431","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,50,0,0,0,0,"dead",""
"1432","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,NA,0,0,0,0,"dead",""
"1433","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.5,NA,NA,0,0,0,0,"dead",""
"1434","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",2,NA,25,0,0,0,0,"dead",""
"1435","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.5,NA,25,0,0,0,0,"dead",""
"1436","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.4,NA,NA,0,0,0,0,"dead",""
"1437","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"1438","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"1439","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"1440","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.8,NA,0,0,0,0,"dead",""
"1441","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","yes",NA,2,NA,NA,NA,NA,75,"dead",""
"1442","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.2,NA,NA,NA,NA,50,"dead",""
"1443","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.4,NA,0,0,0,0,0,"dead",""
"1444","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.2,NA,NA,0,0,0,0,"dead",""
"1445","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.4,NA,NA,0,0,0,0,"dead",""
"1446","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.4,NA,NA,0,0,0,0,"dead",""
"1447","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.4,NA,NA,0,0,0,0,"dead",""
"1448","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.9,NA,0,0,0,0,"dead",""
"1449","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.5,NA,0,0,0,0,0,"dead",""
"1450","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.4,NA,NA,0,0,0,0,"dead",""
"1451","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.5,NA,0,0,0,0,0,"dead",""
"1452","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,"dead",""
"1453","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.3,NA,0,0,0,0,0,"dead",""
"1454","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.8,NA,25,25,25,25,0,"dead",""
"1455","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,0,0,0,0,0,"dead",""
"1456","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.3,NA,NA,0,0,0,0,"dead",""
"1457","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","yes",5.1,NA,NA,NA,NA,NA,25,"dead",""
"1458","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1,NA,25,0,0,0,0,"dead",""
"1459","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,25,25,25,0,0,"dead",""
"1460","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1,NA,NA,0,0,0,0,"dead",""
"1461","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",4.7,NA,0,0,0,0,0,"dead",""
"1462","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",4.4,NA,0,0,0,0,0,"dead",""
"1463","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","yes",NA,5.9,NA,NA,NA,NA,75,"dead",""
"1464","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.6,NA,NA,0,0,0,0,"dead",""
"1465","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",4.7,NA,0,0,0,0,0,"dead",""
"1466","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,NA,0,0,0,0,"dead",""
"1467","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.4,NA,0,0,0,0,"dead",""
"1468","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.4,NA,0,0,0,0,"dead",""
"1469","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,NA,25,25,0,0,"dead",""
"1470","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.2,NA,0,0,0,0,"dead",""
"1471","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.4,NA,0,0,0,0,0,"dead",""
"1472","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.4,NA,0,0,0,0,0,"dead",""
"1473","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,25,0,0,0,0,"dead",""
"1474","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.1,NA,0,0,0,0,"dead",""
"1475","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.8,NA,50,50,25,25,"dead",""
"1476","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.2,NA,0,0,0,0,0,"dead",""
"1477","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.3,NA,NA,0,0,0,0,"dead",""
"1478","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2,NA,0,0,0,0,"dead",""
"1479","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.9,NA,0,0,0,0,"dead",""
"1480","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.9,NA,0,0,0,0,"dead",""
"1481","CCE","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1,NA,0,0,0,0,"dead",""
"1482","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",5.1,NA,0,25,25,25,0,"dead",""
"1483","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","yes",NA,3.3,NA,NA,NA,NA,25,"dead",""
"1484","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","yes",NA,2.3,NA,NA,NA,NA,0,"dead",""
"1485","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",2,NA,NA,0,0,0,0,"dead",""
"1486","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.5,NA,0,0,0,0,"dead",""
"1487","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",5.6,NA,50,0,0,0,0,"dead",""
"1488","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",2.7,NA,NA,0,0,0,0,"dead",""
"1489","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,2,NA,0,0,0,0,"dead",""
"1490","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.1,NA,0,0,0,0,"dead",""
"1491","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.4,NA,25,25,0,0,"dead",""
"1492","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,2,NA,0,0,0,0,"dead",""
"1493","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",4.2,NA,0,0,0,0,0,"dead",""
"1494","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.2,NA,100,100,100,50,"dead",""
"1495","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,2.7,NA,0,0,0,0,"dead",""
"1496","CCE","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1,NA,100,100,75,0,"dead",""
