"","fulcrum_parent_id","date","fire_scar","site","plot","location","location_other","site_notes","shrub_regen_present","shrub_regen_species","shrub_regen_count","shrub_notes","s_bd1","s_bd2","s_bd3","photos"
"277","92c0cd24-c0e7-4d01-9b04-2b5371a7cd6d","2024-08-01","Munson Creek","MuCr1","B","9 m",NA,"Quadrat placed at 9m just to capture seedlings. No other data collected at 9m","no",NA,NA,NA,NA,NA,NA,"140ce488-b031-495c-9001-5f8db3085473"
"278","92e1f48c-be44-4f88-a69a-e8ae05f4685e","2024-08-07","McCoy Creek","McCr3","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"3c4db3db-de6b-46b7-8cc5-2d56a265409b"
"279","939c79a5-44db-429a-9592-f6b5362d7384","2024-07-18","Lost Horse","LoHo5","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"b5679351-733b-4e7b-b295-299817140ac7"
"280","93a6e819-eea3-438c-ae76-04519a16aaef","2024-07-16","Shovel creek","ShCr4","B","3 m",NA,"","yes",NA,NA,NA,NA,NA,NA,"213de9e3-2f0c-4243-973c-595840582467"
"281","94ebc45b-87a8-4647-ae09-59e400a15818","2024-08-03","Teklanika ","Tekl2","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"fcaea311-d96a-490a-89da-f72207536d07"
"282","94ef6895-e8f2-416d-8c06-a91d85971bd4","2024-07-23","Hess Creek","HeCr4","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"1cdbeec2-1df7-4e9f-8ccc-61c4a203078d"
"283","94f887dc-6856-4420-a4ec-a9dfedada742","2024-07-25","Haystack","HAYS6","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"91fe4f4b-4cfa-4a8b-9f82-c2c5d0de87a1"
"284","95355616-e8ae-4360-9176-f56f28ee3fc4","2024-07-15","Lost Horse","LoHo2","A","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"a6e105d8-96b0-4c2a-85b4-5f5475c86663"
"285","9722a22f-6318-4e14-89ef-efdab2460a2f","2024-08-05","Dry Creek","DrCr3","A","6 m",NA,"","yes","Salix",9,"",0.56,0.5,0.27,"761a66fa-3580-4721-ab73-b7cb144e772e"
"286","9785d587-694e-4314-bcb4-df9c49111ebd","2024-08-01","Munson Creek","MuCr1","C","3 m",NA,"","yes","Salix",2,"",0.4,0.28,NA,"903ed948-26b1-447e-81b7-ab62365000de"
"287","978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e","2024-07-15","Lost Horse","LoHo3","B","3 m",NA,"","yes","Salix",3,"",0.2,0.3,0.2,"0f611bcb-96a9-4f8b-a679-a7e90dc84ae4"
"288","978d091a-e0c5-4f6a-ad3b-eb905c2ffd7e","2024-07-15","Lost Horse","LoHo3","B","3 m",NA,"","yes","Salix",4,"",0.4,0.2,0.3,"0f611bcb-96a9-4f8b-a679-a7e90dc84ae4"
"289","98103400-7929-4476-9bd1-737c2e869546","2024-07-14","Haystack","Hays3","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"f3d6c3e8-b0b9-45f4-bf84-ad7f18dd597a"
"290","98141fbe-42b4-4b35-97f1-e59e37618246","2024-07-16","Shovel creek","ShCr3","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"c11bcdac-3483-42d1-94c7-9ddc4a73922b"
"291","98218bed-9536-4ffd-b364-581d836425a5","2024-08-03","Teklanika ","Tekl2","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"f8fbf2ee-eee9-42bb-a199-b2c1ce150379"
"292","9b5c336d-a613-4285-984c-8f7652adffde","2024-08-01","Munson Creek","MuCr3","C","3 m",NA,"","yes","Salix",1,"",0.56,NA,NA,"5973098b-819e-47ae-8a5c-263f09ce7f84"
"293","9b5c336d-a613-4285-984c-8f7652adffde","2024-08-01","Munson Creek","MuCr3","C","3 m",NA,"","yes","Salix",3,"",0.33,0.7,0.35,"5973098b-819e-47ae-8a5c-263f09ce7f84"
"294","9cf9c1a3-1973-4760-afc7-26f9b54da072","2024-07-16","Shovel creek","ShCr3","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"bb6c5c13-8156-4a2a-9f2b-a93953d8b849"
"295","9d08a868-b40b-4537-801d-7367d07f687d","2024-07-22","Hess Creek","HeCr1","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"f1b902fb-f79b-4cab-b266-0f376cee247c"
"296","9d8af078-0dec-4120-a170-2417cb03200b","2024-07-29","McCoy Creek","MCCR2","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"5f25d2f6-fb37-412f-b8df-a406a3995728"
"297","9dacd12a-992b-42b5-8f8a-5c6762a5c68b","2024-07-28","McCoy Creek","MCCR1","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"853366fd-2d0e-401f-9e02-aef2844e3292"
"298","9ddb5662-267e-41ba-b530-6d2760cd2d27","2024-07-16","Shovel creek","ShCr3","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"24f5ddee-543c-48f2-8ea3-ace9fcf52b6d"
"299","9ea834de-9123-4a1a-b642-e885fe2115dd","2024-07-29","McCoy Creek","MCCR2","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"382a797e-4bcd-4c11-b029-fa11e5638576"
"300","9f1f7460-71ff-489f-9863-bf6143bfa198","2024-07-16","Shovel creek","ShCr4","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"2bffb0a5-15c3-497a-945f-3523eb66f8cf"
"301","9fe13dd6-c98c-4545-aaa2-70c5ee02875a","2024-07-23","Hess Creek","HeCr6","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"5a217970-d173-4e2f-91b1-7bf83fd66970"
"302","a0975d6a-ffb1-47a4-8243-b2f727c0b3cc","2024-07-29","McCoy Creek","MCCR6","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"90c1dcb2-b45c-4042-93be-727d98a17151"
"303","a260d619-b331-4d71-93ba-f5d2ba858c36","2024-07-15","Lost Horse","LoHo1","C","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"0d3735dc-f25e-49bb-9f6c-10d314c3780d"
"304","a312e114-7f02-4bcb-b1f6-6ef894b494d6","2024-07-29","McCoy Creek","MCCR6","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"bedb9191-52aa-474a-a6ae-ede2603691b6"
"305","a49db5b9-f978-4e1e-a2c9-33b22eaff795","2024-08-01","Munson Creek","MuCr1","C","9 m",NA,"Added extra quadrat to capture seedlings. Did not collect data for anything other than seedlings. ","no",NA,NA,NA,NA,NA,NA,"4537a6a2-4f68-4f7b-8cb0-24f9e3bf8cce"
"306","a4b15f42-4b42-44b3-b295-b98f49a4d094","2024-07-25","Haystack","HAYS5","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"5f8dd171-01ec-4e84-984d-ab6cbcc5d63a"
"307","a4cc61ab-2b35-44d8-b810-8bf05ab0bb1e","2024-07-28","McCoy Creek","MCCR4","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"ed448119-5b94-453e-892f-702b44a32cda"
"308","a50d8d3d-41b3-441c-886d-b759c3c1e77d","2024-07-18","Lost Horse","LoHo6","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"22defa81-3110-4e4b-9098-088204774c7a"
"309","a56438dc-a640-4017-b44e-193976a91b4d","2024-08-04","Munson Creek","MuCr5","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"f73335c7-a4b5-43ee-846b-d01ab63c7a50"
"310","a612385c-21b1-4b8b-9847-75f7663e8334","2024-07-16","Shovel creek","ShCr2","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"5da62147-748f-4ff9-be26-6b6fc9bffd92"
"311","a67f6371-36c6-463b-a7a1-8c518a7387f9","2024-08-06","Dry Creek","DrCr6","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"6522e163-92eb-49e5-b9f9-60cbc584bb51"
"312","a76b80fc-ba74-44e5-ba2b-d7aef888743c","2024-07-25","Haystack","HAYS4","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"1fd5567e-bae4-4a40-b9ea-90da69b4a224"
"313","a7c0c58a-e704-407b-a54d-0a28d0c40928","2024-07-22","Hess Creek","HeCr3","A","3 m",NA,"","yes","Salix",5,"",0.4,0.33,0.44,"198595c9-8d18-4b45-a851-666cd921ace1,2420a955-a9f0-461c-b518-59439ea80239"
"314","a7c0c58a-e704-407b-a54d-0a28d0c40928","2024-07-22","Hess Creek","HeCr3","A","3 m",NA,"","yes","Salix",1,"",0.22,NA,NA,"198595c9-8d18-4b45-a851-666cd921ace1,2420a955-a9f0-461c-b518-59439ea80239"
"315","a7c0c58a-e704-407b-a54d-0a28d0c40928","2024-07-22","Hess Creek","HeCr3","A","3 m",NA,"","yes","Salix",1,"",0.18,NA,NA,"198595c9-8d18-4b45-a851-666cd921ace1,2420a955-a9f0-461c-b518-59439ea80239"
"316","a7c0c58a-e704-407b-a54d-0a28d0c40928","2024-07-22","Hess Creek","HeCr3","A","3 m",NA,"","yes","Salix",1,"",0.2,NA,NA,"198595c9-8d18-4b45-a851-666cd921ace1,2420a955-a9f0-461c-b518-59439ea80239"
"317","a7c0c58a-e704-407b-a54d-0a28d0c40928","2024-07-22","Hess Creek","HeCr3","A","3 m",NA,"","yes","Salix",1,"",0.14,NA,NA,"198595c9-8d18-4b45-a851-666cd921ace1,2420a955-a9f0-461c-b518-59439ea80239"
"318","a7ea7d54-1ae2-45eb-9b51-6f87a7d212f5","2024-07-14","Haystack","Hays1","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"e0a2a6f6-27ed-4e9f-beba-a170735b47ca"
"319","a85d94f6-34e0-43ff-bb5d-2d662a51f199","2024-07-22","Hess Creek","HeCr1","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"45c01fe6-94db-49ba-a081-3dd1c833f762"
"320","aa45b7fb-4f71-4dad-909b-d50385dd83cb","2024-07-16","Shovel creek","ShCr3","C","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"2bc79c76-211e-45a3-baf0-1a3468ddc476"
"321","aa8c2032-65a2-40e9-b77c-03aceafc4574","2024-07-31","Nugget Creek","NuCr5","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"40115191-349d-407a-86e7-e82ec069f9c7"
"322","aae5f2dc-724f-45fd-9664-07a8f0d06b8e","2024-07-25","Haystack","HAYS5","C","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"571524f2-10a9-408b-96b5-077917c60819"
"323","ab478988-1775-4a30-b18d-f55778a2739c","2024-08-01","Munson Creek","MuCr2","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"7fd422fd-ad91-486f-84f6-95c802e5961f"
"324","ac4f4d40-1072-43fd-b018-bf7f670ccf23","2024-07-22","Hess Creek","HeCr2","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"a7eaaf99-a9a2-4634-ab23-d26f7923c5eb"
"325","ac658f55-7942-4770-8c1e-c4ed0b1f900e","2024-07-16","Shovel creek","ShCr1","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"24d2b130-92a4-4c00-9ed9-495aa4d53f11"
"326","ac7f2414-a142-40b4-8f57-8b74e9f6d40e","2024-07-17","Shovel creek","ShCr6","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"53d04286-56b4-41a9-bcab-89b24a091a53"
"327","ad648964-d8cc-4451-abd7-83ed54059cb9","2024-07-30","Nugget Creek","NuCr2","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"176ecd70-4cfe-4bbf-b45f-9efc1ee945a7"
"328","b0110be9-cb3e-4ee2-8865-88efffb55085","2024-07-23","Hess Creek","HeCr6","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"37e790d4-2d46-4bfa-9f5d-56fbf86af32a"
"329","b07001fe-dfa3-425f-9547-22fbdce6b244","2024-07-14","Haystack","Hays1","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"1e4e7841-2ae1-4747-a826-9c01c29cc22e"
"330","b19d0ca4-7617-47a0-9544-c03d9a150ccc","2024-07-14","Haystack","Hays2","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"fc4b8273-6adc-4235-bc43-f4988c766d07"
"331","b1e45e69-95c5-44bb-a602-120e2af78c62","2024-07-30","Nugget Creek","NuCr2","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"e3e01da3-9c9c-4c7f-95dd-5c627b2b23ad"
"332","b2358125-8650-4ca6-b6a2-faf382d6179b","2024-07-30","Nugget Creek","NuCr1","B","6 m",NA,"","yes","Salix",2,"",0.54,0.19,NA,"8cbbeb14-af76-4b7e-9c1a-89a7f880e033"
"333","b3b124a9-0aaa-4654-b2d0-50225eae8671","2024-07-29","McCoy Creek","MCCR2","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"4537c18d-dff9-4975-8780-9fbf1954719d"
"334","b3cbf33c-2cc1-40b1-8399-2d5257b2c67a","2024-08-04","Munson Creek","MuCr4","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"2042ae4b-a510-4298-822a-95e58c9d11cd"
"335","b42f759f-575d-423e-be77-4732e65f5536","2024-08-03","Teklanika ","Tekl1","A","6 m",NA,"","yes","Salix",4,"",0.2,0.09,0.13,"145eaa0d-e9b0-429e-afdd-eb4e18bbdf88"
"336","b446caac-a1ac-47d9-b572-e506638c4cb5","2024-08-03","Teklanika ","Tekl2","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"42c23f48-0812-490b-866a-1f3fb333aec6"
"337","b6d88c17-7bdd-4d01-9ead-e3cb1aaefc5d","2024-08-05","Dry Creek","DrCr1","B","3 m",NA,"","yes","Salix",6,"",0.75,0.38,0.54,"75d62aa7-bd60-448b-bdab-ae8af82e34bd,186b8c28-b5d5-42eb-9219-5dd26dcd438b"
"338","b6eef62e-e087-4e06-8678-6a9b89c900c4","2024-07-16","Shovel creek","ShCr2","A","6 m",NA,"","yes","Salix",1,"",0.15,NA,NA,"94b8f125-373a-4400-919b-c7cf30c15196"
"339","b707602e-5d9e-4647-a717-cd3c5fad8910","2024-07-16","Shovel creek","ShCr2","A","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"47c98e13-ccb9-4405-8b36-7394807abfcd"
"340","b8405770-01fa-40ed-8939-09ebd7db0267","2024-07-16","Shovel creek","ShCr4","C","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"1f694551-f0d4-4c15-87a5-5c7651e43ffb"
"341","b90bc14e-6228-4fbf-a34b-9c446c66a3e4","2024-07-16","Shovel creek","ShCr2","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"172cf179-883d-4870-a1b5-6a7aa4514009"
"342","b97e7d87-20fb-4041-ab11-c58cc027bed0","2024-07-15","Lost Horse","LoHo1","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"947281d6-1854-42bf-9a41-622f5d3e276e"
"343","ba93507c-b252-4601-8063-9d9e116b53f1","2024-08-05","Dry Creek","DrCr2","C","3 m",NA,"","yes","Salix",3,"",0.52,0.43,0.21,"62ff2e3a-95ca-4f35-a69e-a40e9a9ea282"
"344","ba93507c-b252-4601-8063-9d9e116b53f1","2024-08-05","Dry Creek","DrCr2","C","3 m",NA,"","yes","Salix",5,"",0.85,0.62,0.55,"62ff2e3a-95ca-4f35-a69e-a40e9a9ea282"
"345","baca0dd5-a4c9-4c20-8612-7907f571e59f","2024-08-06","Dry Creek","DrCr5","C","6 m",NA,"","yes","Salix",8,"",0.87,1.08,1.06,"ff568904-d762-42f1-a2dd-fab6e14c9e4f"
"346","bb6fa47e-7705-43cb-ab4a-6da4ac83987c","2024-08-06","Dry Creek","DrCr6","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"737560c2-82c1-498b-a4ca-821133eac743"
"347","bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5","2024-07-22","Hess Creek","HeCr2","C","3 m",NA,"","yes","Salix",1,"",0.6,NA,NA,"0ac31e1c-fced-4335-8e78-65842c67fd94,95982bcb-bedd-4100-8b09-fbb1fc0fc76c"
"348","bbbd8b28-b6b7-44c3-a0ad-eb136dea89e5","2024-07-22","Hess Creek","HeCr2","C","3 m",NA,"","yes","Salix",1,"",0.34,NA,NA,"0ac31e1c-fced-4335-8e78-65842c67fd94,95982bcb-bedd-4100-8b09-fbb1fc0fc76c"
"349","bc8e40d9-abdc-4113-9061-76c8475e14f0","2024-07-31","Nugget Creek","NuCr5","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"4d900af5-1431-4d07-bfca-4113278f0c0d"
"350","bcb1d401-7ef0-4bba-9b9f-c16a682326de","2024-07-14","Haystack","Hays1","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"a2f793ee-15a2-4ac6-ad3e-e6cde1364198"
"351","bcff8ce9-a2b4-49b1-b008-e86d79a1674d","2024-07-31","Nugget Creek","NuCr5","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"c39efeab-dfad-42cb-a15b-e62b3f7f2ff1"
"352","bd196cfa-dfd1-48d0-aa0a-931a41e25bad","2024-07-15","Lost Horse","LoHo2","C","6 m",NA,"","yes","Salix",4,"",0.5,0.15,0.2,"e883346f-c007-4a54-8e05-47ec78fe0f29"
"353","bd2a0949-e3af-49b8-b824-0a2308ac1027","2024-08-05","Dry Creek","DrCr1","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"c3b75ff2-efc9-443a-a94e-0dfafb28ad98"
"354","bd7aa7c6-d4ae-4e87-ac67-5ab870ca0936","2024-07-17","Shovel Creek","ShCr5","B","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"85606174-d4da-47f7-8bcc-b1c80ea735a7"
"355","beb19b76-60f1-4269-a3cc-db1b4bcf0d3a","2024-07-17","Shovel Creek","ShCr5","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"41d62a6b-fba6-4173-a8b8-f1ffb43e2a1f"
"356","bf6d3e5d-f7f1-417f-900f-eb5462c00e57","2024-07-23","Hess Creek","HeCr4","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"8a0760e7-54d0-4d53-a6dc-9eb37a5c4843"
"357","bfc9ec58-f9b2-467d-a9b5-8f83aae33622","2024-08-05","Dry Creek","DrCr2","C","6 m",NA,"","yes","Salix",1,"",0.51,NA,NA,"47ae6bce-e758-4f16-be88-5da797a7616e"
"358","bfc9ec58-f9b2-467d-a9b5-8f83aae33622","2024-08-05","Dry Creek","DrCr2","C","6 m",NA,"","yes","Salix",5,"",0.29,0.17,0.23,"47ae6bce-e758-4f16-be88-5da797a7616e"
"359","bfef13c5-b39b-401f-8686-027427c99cd1","2024-08-05","Dry Creek","DrCr1","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"83f7a9a4-c90c-4453-bffa-ed9c5d2e6e49"
"360","bffa14d5-5cab-4bee-9155-56842f5d7b0e","2024-07-30","Nugget Creek","NuCr3","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"44f83d2a-eb20-4b0b-b8e5-bbdca7e32349"
"361","c0666e49-f88e-4795-ba8c-dedd88a96ef9","2024-07-25","Haystack","HAYS4","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"2f7cb423-d358-446f-89fe-b0645f210e41"
"362","c0c61e43-2ee3-4e05-b662-92c1f1706f46","2024-07-25","Haystack","HAYS6","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"5f3fe42c-a5dc-4b22-b856-911af3ed19ee"
"363","c0f90075-eac1-4bad-bd7d-d82e5a5a964b","2024-07-17","Shovel Creek","ShCr5","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"2d89c9a0-2b51-4ed8-aa89-c4f38d7f5d99"
"364","c10e66c3-724a-4596-b4d3-3e56dfb551d5","2024-08-04","Munson Creek","MuCr5","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"c0eae45f-fed4-4bfc-8b82-b19cfd29576d"
"365","c173977d-8830-4d8f-9e31-4a9291e6efde","2024-07-25","Haystack","HAYS6","A","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"1c75debe-8d81-4710-bbcc-7f22dbb03e75"
"366","c1c178db-1190-4a95-af76-30170aff21a5","2024-08-05","Dry Creek","DrCr2","B","6 m",NA,"","yes","Salix",4,"",0.79,0.68,0.51,"2e1c1085-8ab0-468a-9354-971cd2aca50c"
"367","c1c178db-1190-4a95-af76-30170aff21a5","2024-08-05","Dry Creek","DrCr2","B","6 m",NA,"","yes","Salix",2,"",0.21,0.19,NA,"2e1c1085-8ab0-468a-9354-971cd2aca50c"
"368","c1c3ed70-162a-4bec-8425-5308a2f71b72","2024-07-31","Nugget Creek","NuCr6","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"dc274b55-8816-47e4-8bad-fbe01f4fce73"
"369","c27f6ca1-e315-4fc1-ad74-67e4330791ed","2024-07-16","Shovel creek","ShCr2","A","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"cbcd5b26-2283-46c1-908f-f609e7c42ef4"
"370","c28868b0-ad4f-47f7-b3ca-94b5701bcabd","2024-07-15","Lost Horse","LoHo2","B","6 m",NA,"","yes","Salix",3,"",0.2,0.3,0.5,"97ae162b-6fa2-49fe-904b-d86491356f2c"
"371","c2c0cc2f-c22d-4980-8ccc-535b657dbf6a","2024-07-30","Nugget Creek","NuCr3","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"96b932a2-211d-4fce-ac91-192808488c31"
"372","c2ff6c4c-e296-4717-9742-97ddddb14f55","2024-08-04","Munson Creek","MuCr5","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"74950c25-a86f-4513-a694-ebc39202de31"
"373","c316c287-c0c4-4e30-831c-89a83e9e8a8c","2024-07-15","Lost Horse","LoHo3","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"2c2dc0bc-c159-4773-80d1-2b386702e37a"
"374","c3ad0c56-378b-48ed-9020-58396170e152","2024-07-28","McCoy Creek","MCCR4","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"5a6f2f3b-61b1-4083-971b-8a5ef1ff4d1c"
"375","c3dd274d-cca4-4c30-bd40-a6d775e5f081","2024-07-17","Shovel creek","ShCr6","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"70e69d0d-f124-4551-82e2-15b357f93673"
"376","c54f5278-f567-4b42-8ac1-1c9382c6910c","2024-07-23","Hess Creek","HeCr6","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"1fda684e-59d4-47ad-a64e-b4dc77c095e0"
"377","c5ad0ba5-ef88-41ce-b299-cc73c2fa489a","2024-08-07","McCoy Creek","McCr3","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"899d2841-68d2-4086-bed4-e1175ee575f1"
"378","c63c80f9-a0d3-4d57-8e73-e1c1a4288919","2024-07-15","Lost Horse","LoHo1","C","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"31e3b5c6-61f6-4c1c-9ac9-8c88e41463a6"
"379","c677a2fb-7e5e-43bc-a9f8-fea2f18fad3b","2024-08-01","Munson Creek","MuCr2","B","3 m",NA,"2nd pic is Unkn liverwort in ground cover","no",NA,NA,NA,NA,NA,NA,"0a4e56c9-7b80-45f5-afe7-d896e81bdb2b,8b5eab23-293f-4ca2-ae8b-453738ae685b"
"380","c6bc247a-aea9-4121-828f-16d354403814","2024-07-29","McCoy Creek","MCCR2","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"4483dfb2-8706-41e0-93f0-558ada60d4cf"
"381","c9e7eded-0126-4672-b810-17f11ab36d0a","2024-07-25","Haystack","HAYS4","B","9 m",NA,"","no",NA,NA,NA,NA,NA,NA,"e8e93d21-c712-4693-bb30-438945704821"
"382","ca098c09-aca9-402b-a711-89b4241b8aca","2024-07-16","Shovel creek","ShCr1","C","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"0353a3f2-a085-469c-a62d-06d56f6b4baf"
"383","ca120b20-26dd-4c31-b4ea-83973a0987c1","2024-07-31","Nugget Creek","NuCr4","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"fee8aa24-f87c-4783-8312-c1ef9400688f"
"384","caf943d0-272d-425a-ae31-4f4dfa5e1733","2024-07-15","Lost Horse","LoHo1","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"65a56df9-3256-4162-b44e-dd8c69b90405"
"385","cb987c92-9ccb-4665-ac9c-9f831f0fd714","2024-08-02","Teklanika ","Tekl4","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"e9ef4550-a136-4c55-8b93-dd896a0109f7"
"386","ccbe06a3-5be4-49e0-aeaa-fbbdd6f1d9d5","2024-07-29","McCoy Creek","MCCR2","A","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"d3be0036-de62-4082-afe1-08a0361ce061"
"387","ce923451-d01f-4783-9a2b-3b511ecc3d53","2024-08-07","McCoy Creek","McCr3","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"42897c59-d633-4a0a-8fc9-d8e767454c54"
"388","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",1,"",NA,NA,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"389","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",2,"",0.55,0.6,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"390","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",2,"",NA,NA,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"391","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",1,"",NA,NA,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"392","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",1,"",NA,NA,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"393","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",1,"",NA,NA,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"394","cf2792c8-e572-44a1-acdd-2221022650a0","2024-07-30","Nugget Creek","NuCr3","A","6 m",NA,"","yes","Salix",1,"",0.1,NA,NA,"fca8acc7-1979-4ecf-9203-646127732c78"
"395","cf8646c2-5e0d-44c0-9f01-0d82d9eff5c3","2024-07-14","Haystack","Hays3","A","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"df063888-43dd-4d4b-93ed-220046062642"
"396","cf944b74-40bf-4b30-a56d-7c0d009823ed","2024-07-31","Nugget Creek","NuCr4","B","6 m",NA,"","no",NA,NA,NA,NA,NA,NA,"7259ec5f-4f8b-4a6a-aff9-71d570160824"
"397","d08563b1-c239-4e78-8464-316beba01f72","2024-08-06","Dry Creek","DrCr4","B","3 m",NA,"","no",NA,NA,NA,NA,NA,NA,"0a553c0f-e11f-4e36-9d90-53c7562dec8c"
"398","d0ad86e1-204e-4272-b71e-91ecc0618e1b","2024-07-31","Nugget Creek","NuCr4","C","3 m",NA,"","yes","Salix",2,"",0.3,0.09,NA,"41e78602-3b45-42b2-a8b5-714d3d62b996"
"399","d0ad86e1-204e-4272-b71e-91ecc0618e1b","2024-07-31","Nugget Creek","NuCr4","C","3 m",NA,"","yes","Salix",1,"",0.16,NA,NA,"41e78602-3b45-42b2-a8b5-714d3d62b996"
