"","date","fire_scar","site","plot","tree_species","standing","snag_pre_fire","dbh","basal_diameter","cone_combustion","foliage_combustion","fine_combustion","coarse_combustion","stem_combustion","count","livedead","tree_notes"
"1111","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",3.1,NA,100,100,100,100,0,NA,"",""
"1112","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,NA,"",""
"1113","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",1.8,NA,0,0,0,0,0,NA,"",""
"1114","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,0.9,NA,0,0,0,0,NA,"",""
"1115","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",1.2,NA,0,0,0,0,0,NA,"",""
"1116","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1.9,NA,25,25,25,0,3,"",""
"1117","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",4.7,NA,50,25,25,25,0,NA,"",""
"1118","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",3.8,NA,0,0,0,0,0,2,"",""
"1119","2024-08-05","Dry Creek","DrCr3","C","black spruce","no","no",NA,1.2,NA,0,0,0,0,NA,"",""
"1120","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",4.1,NA,0,0,0,0,0,NA,"",""
"1121","2024-08-05","Dry Creek","DrCr3","C","black spruce","yes","no",NA,1.5,NA,25,25,25,0,NA,"",""
"1122","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",NA,1.8,NA,75,75,75,0,NA,"Dead",""
"1123","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",6.7,NA,25,75,50,25,0,NA,"Dead",""
"1124","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",6.5,NA,25,75,50,0,0,NA,"Dead",""
"1125","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",2.6,NA,NA,75,75,25,0,NA,"Dead",""
"1126","2024-07-14","Haystack","Hays2","B","black spruce","yes","no",2.5,NA,0,75,75,50,0,NA,"Dead",""
"1127","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.8,NA,100,100,100,0,2,"",""
"1128","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,4,"",""
"1129","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,4,NA,100,100,100,0,NA,"",""
"1130","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",4.1,NA,75,100,100,100,0,NA,"",""
"1131","2024-08-02","Teklanika","Tekl5","B","black spruce","no","no",NA,1.6,NA,100,100,100,0,NA,"",""
"1132","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.3,NA,NA,100,100,100,0,2,"",""
"1133","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","yes",3.4,NA,NA,NA,NA,NA,50,NA,"",""
"1134","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",4.1,NA,75,100,100,100,0,NA,"",""
"1135","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.6,NA,NA,100,100,100,0,6,"",""
"1136","2024-08-02","Teklanika","Tekl5","B","black cottonwood","yes","no",NA,2,NA,100,100,100,0,3,"",""
"1137","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",3.7,NA,100,100,100,100,0,NA,"",""
"1138","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.8,NA,NA,NA,NA,0,NA,"",""
"1139","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.2,NA,NA,100,100,75,0,1,"",""
"1140","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.8,NA,NA,100,100,100,0,NA,"",""
"1141","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.6,NA,NA,100,100,100,0,7,"",""
"1142","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.1,NA,100,100,100,25,2,"",""
"1143","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,0.7,NA,100,100,100,25,NA,"",""
"1144","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.8,NA,50,100,100,75,0,NA,"",""
"1145","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2,NA,100,100,0,0,NA,"",""
"1146","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",2.1,NA,NA,100,100,100,0,NA,"",""
"1147","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1,NA,NA,100,100,100,0,2,"",""
"1148","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,1.9,NA,100,100,100,0,NA,"",""
"1149","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",3.8,NA,100,100,100,75,0,NA,"",""
"1150","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.4,NA,100,100,100,0,NA,"",""
"1151","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",NA,2.6,NA,100,100,100,0,3,"",""
"1152","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",1.8,NA,NA,100,100,100,0,NA,"",""
"1153","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",0.7,NA,NA,100,100,100,0,NA,"",""
"1154","2024-08-02","Teklanika","Tekl5","B","black spruce","yes","no",3.2,NA,75,100,100,100,0,NA,"",""
"1155","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",2.6,NA,NA,100,100,75,0,NA,"",""
"1156","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2,NA,100,100,100,0,NA,"",""
"1157","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.7,NA,100,100,100,0,2,"",""
"1158","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",3.1,NA,0,75,75,50,0,NA,"",""
"1159","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.9,NA,100,100,100,0,2,"",""
"1160","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",4.7,NA,0,25,25,25,0,NA,"",""
"1161","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.9,75,75,75,50,0,NA,"",""
"1162","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.2,NA,100,100,100,25,NA,"",""
"1163","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,4,NA,75,75,75,50,NA,"","Topped"
"1164","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2.1,NA,100,100,100,0,NA,"",""
"1165","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",2.3,NA,0,0,0,0,0,NA,"",""
"1166","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",1.6,NA,NA,0,0,0,0,NA,"",""
"1167","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","yes",3.8,NA,NA,0,0,0,25,NA,"",""
"1168","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",1.6,NA,0,25,25,25,0,NA,"",""
"1169","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",3.7,NA,NA,50,50,50,25,NA,"","Topped"
"1170","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,2.2,NA,100,100,75,0,2,"",""
"1171","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",7.2,NA,0,25,25,25,0,NA,"",""
"1172","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,4.1,NA,100,100,25,0,NA,"","Topped"
"1173","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,1.7,NA,100,100,100,0,NA,"",""
"1174","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",1.9,NA,NA,25,25,50,0,NA,"",""
"1175","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",3.5,NA,NA,0,0,0,0,NA,"",""
"1176","2024-08-02","Teklanika","Tekl6","B","black spruce","yes","no",NA,3.9,0,0,0,0,0,NA,"",""
"1177","2024-07-31","Nugget Creek","NuCr4","A","black spruce","yes","no",7.9,NA,25,25,25,25,0,NA,"",""
"1178","2024-07-31","Nugget Creek","NuCr4","A","black spruce","yes","no",3.8,NA,NA,0,0,0,0,NA,"",""
"1179","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","no",9.7,NA,0,75,75,50,0,NA,"",""
"1180","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",6.7,NA,NA,NA,NA,NA,25,NA,"",""
"1181","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",8.3,NA,NA,NA,NA,NA,25,NA,"",""
"1182","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","no",8.1,NA,0,25,25,25,0,NA,"",""
"1183","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",7.2,NA,NA,NA,NA,100,50,NA,"",""
"1184","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","no",8.2,NA,0,25,25,25,0,NA,"",""
"1185","2024-07-31","Nugget Creek","NuCr4","A","black spruce","no","yes",7.4,NA,NA,NA,NA,NA,0,NA,"",""
"1186","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",5,NA,50,75,50,0,0,NA,"Dead",""
"1187","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",9.2,NA,25,75,50,0,0,NA,"Dead",""
"1188","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",1.4,NA,NA,100,75,50,0,NA,"Dead",""
"1189","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",16.9,NA,25,75,50,0,0,NA,"Dead",""
"1190","2024-07-14","Haystack","Hays2","C","black spruce","yes","no",1.6,NA,NA,100,100,50,0,NA,"Dead",""
"1191","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,1,NA,100,100,100,50,NA,"",""
"1192","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.5,NA,100,100,100,0,NA,"",""
"1193","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",6.5,NA,NA,100,100,25,0,NA,"",""
"1194","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,1.1,NA,100,100,100,0,NA,"",""
"1195","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","yes",3.1,NA,NA,NA,NA,NA,25,NA,"","Topped"
"1196","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",11.1,NA,100,100,100,75,0,NA,"",""
"1197","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",14.5,NA,NA,100,100,25,0,NA,"",""
"1198","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",9,NA,100,100,100,50,0,NA,"",""
"1199","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",6.2,NA,100,100,100,25,0,NA,"",""
"1200","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,2,"",""
"1201","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,0.9,NA,100,100,25,0,4,"",""
"1202","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,1.1,NA,100,100,100,25,NA,"",""
"1203","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",NA,2.1,NA,NA,NA,0,0,NA,"",""
"1204","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",2.9,NA,NA,100,100,75,0,NA,"",""
"1205","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",8.4,NA,NA,100,100,75,0,NA,"",""
"1206","2024-08-06","Dry Creek","DrCr5","A","black spruce","no","no",NA,0.9,NA,100,100,100,25,6,"",""
"1207","2024-08-06","Dry Creek","DrCr5","A","black spruce","yes","no",6.8,NA,100,100,100,25,0,NA,"",""
"1208","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",0.2,NA,NA,0,0,0,0,NA,"",""
"1209","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2,NA,0,0,0,0,NA,"",""
"1210","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",0.3,NA,NA,0,0,0,0,NA,"",""
"1211","2024-08-02","Teklanika","Tekl4","C","black spruce","no","yes",NA,3,NA,NA,NA,NA,50,NA,"",""
"1212","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",2.3,NA,NA,0,0,0,0,NA,"",""
"1213","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,0,0,0,0,0,NA,"",""
"1214","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.8,NA,0,0,0,0,NA,"",""
"1215","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.1,NA,0,0,0,0,0,NA,"",""
"1216","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.9,NA,0,0,0,0,NA,"",""
"1217","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",1,NA,NA,0,0,0,0,NA,"",""
"1218","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",6.3,NA,NA,0,0,0,0,NA,"",""
"1219","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.4,NA,0,0,0,0,NA,"",""
"1220","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",0.8,NA,NA,0,0,0,0,NA,"",""
"1221","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.8,NA,25,0,0,0,0,NA,"",""
"1222","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.3,NA,0,0,0,0,NA,"",""
"1223","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.1,NA,25,0,0,0,0,NA,"",""
"1224","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,4,NA,0,0,0,0,NA,"","Topped"
"1225","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.1,NA,0,0,0,0,NA,"",""
"1226","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",1.2,NA,25,25,25,0,0,NA,"",""
"1227","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,50,0,0,0,0,NA,"",""
"1228","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,NA,0,0,0,0,NA,"",""
"1229","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.5,NA,NA,0,0,0,0,NA,"",""
"1230","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",2,NA,25,0,0,0,0,NA,"",""
"1231","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.5,NA,25,0,0,0,0,NA,"",""
"1232","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.4,NA,NA,0,0,0,0,NA,"",""
"1233","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,3,"",""
"1234","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.8,NA,0,0,0,0,NA,"",""
"1235","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","yes",NA,2,NA,NA,NA,NA,75,NA,"",""
"1236","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.2,NA,NA,NA,NA,50,NA,"",""
"1237","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.4,NA,0,0,0,0,0,NA,"",""
"1238","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.2,NA,NA,0,0,0,0,NA,"",""
"1239","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.4,NA,NA,0,0,0,0,2,"",""
"1240","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.4,NA,NA,0,0,0,0,NA,"",""
"1241","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.9,NA,0,0,0,0,NA,"",""
"1242","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.5,NA,0,0,0,0,0,NA,"",""
"1243","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.4,NA,NA,0,0,0,0,NA,"",""
"1244","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.5,NA,0,0,0,0,0,NA,"",""
"1245","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.3,NA,NA,0,0,0,0,NA,"",""
"1246","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.3,NA,0,0,0,0,0,NA,"",""
"1247","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2.8,NA,25,25,25,25,0,NA,"",""
"1248","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,0,0,0,0,0,NA,"",""
"1249","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.3,NA,NA,0,0,0,0,NA,"",""
"1250","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","yes",5.1,NA,NA,NA,NA,NA,25,NA,"",""
"1251","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1,NA,25,0,0,0,0,NA,"",""
"1252","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,25,25,25,0,0,NA,"",""
"1253","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1,NA,NA,0,0,0,0,NA,"",""
"1254","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",4.7,NA,0,0,0,0,0,NA,"",""
"1255","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",4.4,NA,0,0,0,0,0,NA,"",""
"1256","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","yes",NA,5.9,NA,NA,NA,NA,75,NA,"",""
"1257","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.6,NA,NA,0,0,0,0,NA,"",""
"1258","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",4.7,NA,0,0,0,0,0,NA,"",""
"1259","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,NA,0,0,0,0,NA,"",""
"1260","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1.4,NA,0,0,0,0,2,"",""
"1261","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.9,NA,NA,25,25,0,0,NA,"",""
"1262","2024-08-02","Teklanika","Tekl4","C","black spruce","no","no",NA,1.2,NA,0,0,0,0,NA,"",""
"1263","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",3.4,NA,0,0,0,0,0,2,"",""
"1264","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",2,NA,25,0,0,0,0,NA,"",""
"1265","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.1,NA,0,0,0,0,NA,"",""
"1266","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.8,NA,50,50,25,25,NA,"",""
"1267","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",1.2,NA,0,0,0,0,0,NA,"",""
"1268","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",0.3,NA,NA,0,0,0,0,NA,"",""
"1269","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2,NA,0,0,0,0,NA,"",""
"1270","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,2.9,NA,0,0,0,0,2,"",""
"1271","2024-08-02","Teklanika","Tekl4","C","black spruce","yes","no",NA,1,NA,0,0,0,0,NA,"",""
"1272","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",5.1,NA,0,25,25,25,0,NA,"",""
"1273","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","yes",NA,3.3,NA,NA,NA,NA,25,NA,"",""
"1274","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","yes",NA,2.3,NA,NA,NA,NA,0,NA,"",""
"1275","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",2,NA,NA,0,0,0,0,NA,"",""
"1276","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.5,NA,0,0,0,0,NA,"",""
"1277","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",5.6,NA,50,0,0,0,0,NA,"",""
"1278","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",2.7,NA,NA,0,0,0,0,NA,"",""
"1279","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,2,NA,0,0,0,0,NA,"",""
"1280","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.1,NA,0,0,0,0,NA,"",""
"1281","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.4,NA,25,25,0,0,NA,"",""
"1282","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,2,NA,0,0,0,0,NA,"",""
"1283","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",4.2,NA,0,0,0,0,0,NA,"",""
"1284","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1.2,NA,100,100,100,50,NA,"",""
"1285","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,2.7,NA,0,0,0,0,NA,"",""
"1286","2024-08-01","Munson Creek","MuCr3","C","black spruce","yes","no",NA,1,NA,100,100,75,0,NA,"",""
"1287","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",5.8,NA,0,25,25,0,0,NA,"",""
"1288","2024-08-01","Munson Creek","MuCr1","B","black spruce","no","no",NA,1,NA,100,100,100,0,NA,"",""
"1289","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",2.9,NA,0,75,50,0,0,NA,"",""
"1290","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",6.5,NA,0,50,50,25,0,NA,"",""
"1291","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",4.6,NA,0,25,25,25,0,NA,"",""
"1292","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",NA,1.4,NA,75,75,50,0,NA,"",""
"1293","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",0.7,NA,NA,75,75,50,0,NA,"",""
"1294","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",NA,1.6,NA,100,100,100,0,2,"",""
"1295","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",1.7,NA,NA,75,75,75,0,NA,"",""
"1296","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",2.9,NA,0,75,75,50,0,NA,"",""
"1297","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",2.6,NA,0,75,75,50,0,NA,"",""
"1298","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",NA,2.3,NA,0,0,0,0,NA,"",""
"1299","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",0.8,NA,0,0,0,0,0,NA,"",""
"1300","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",3.3,NA,0,25,25,25,0,NA,"",""
"1301","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",NA,1.5,NA,25,25,25,0,NA,"",""
"1302","2024-08-01","Munson Creek","MuCr1","B","black spruce","yes","no",NA,0.4,NA,50,50,50,0,NA,"",""
"1303","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1,NA,NA,NA,100,50,7,"",""
"1304","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.7,NA,50,50,25,0,4,"",""
"1305","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",1.7,NA,NA,25,25,25,0,NA,"",""
"1306","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.5,NA,100,100,100,0,4,"",""
"1307","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,0.9,NA,NA,NA,100,50,NA,"",""
"1308","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1,NA,25,25,25,0,4,"",""
"1309","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",2.4,NA,0,50,50,25,0,NA,"",""
"1310","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,2.5,NA,25,25,25,0,NA,"",""
"1311","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.4,NA,0,0,0,0,NA,"",""
"1312","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",5.8,NA,NA,25,25,25,0,NA,"",""
"1313","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.8,NA,0,0,0,0,NA,"",""
"1314","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,0.8,NA,100,100,75,0,3,"",""
"1315","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.2,NA,75,75,50,0,2,"",""
"1316","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",0.7,NA,NA,0,0,0,0,NA,"",""
"1317","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.2,NA,100,100,75,0,NA,"",""
"1318","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,2,NA,0,0,0,0,NA,"",""
"1319","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,0.8,NA,100,100,100,0,3,"",""
"1320","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",5.7,NA,0,50,50,25,0,NA,"",""
"1321","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.6,NA,100,100,75,0,3,"",""
"1322","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,0.7,NA,100,100,100,0,3,"",""
"1323","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1,NA,NA,NA,NA,75,3,"",""
"1324","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.6,NA,100,100,100,0,NA,"",""
"1325","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1,NA,100,100,100,0,NA,"",""
"1326","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",3.3,NA,0,0,0,0,0,NA,"",""
"1327","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",1.5,NA,NA,50,50,25,0,NA,"",""
"1328","2024-08-01","Munson Creek","MuCr3","A","black spruce","no","no",1.5,NA,NA,100,100,100,0,NA,"",""
"1329","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,2.8,NA,100,100,75,0,NA,"",""
"1330","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",2.1,NA,NA,0,0,0,0,NA,"",""
"1331","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.8,NA,0,0,0,0,NA,"",""
"1332","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",1.2,NA,NA,0,0,0,0,NA,"",""
"1333","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","yes",4.1,NA,NA,NA,NA,100,50,NA,"",""
"1334","2024-08-01","Munson Creek","MuCr3","A","black spruce","yes","no",NA,1.3,NA,0,0,0,0,3,"",""
"1335","2024-08-02","Teklanika","Tekl6","C","black spruce","yes","no",NA,1.6,NA,100,100,100,25,NA,"",""
"1336","2024-08-02","Teklanika","Tekl6","C","black spruce","no","no",NA,2.4,NA,0,0,0,0,NA,"",""
"1337","2024-08-02","Teklanika","Tekl6","C","black spruce","yes","no",5.4,NA,NA,0,0,0,0,NA,"","Topped"
"1338","2024-08-02","Teklanika","Tekl6","C","black spruce","yes","no",NA,1.1,NA,0,0,0,0,NA,"",""
"1339","2024-08-02","Teklanika","Tekl6","C","black spruce","yes","no",1.1,NA,NA,0,0,0,0,NA,"",""
"1340","2024-08-02","Teklanika","Tekl6","C","black spruce","yes","no",NA,2.6,NA,25,25,25,0,NA,"",""
"1341","2024-08-02","Teklanika","Tekl6","C","black spruce","yes","no",1.4,NA,NA,0,0,0,0,NA,"",""
