"","date","fire_scar","site","plot","tree_species","standing","snag_pre_fire","dbh","basal_diameter","cone_combustion","foliage_combustion","fine_combustion","coarse_combustion","stem_combustion","count","livedead","tree_notes"
"467","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,2,NA,NA,NA,100,75,NA,"",""
"468","2024-07-28","McCoy Creek","McCr4","B","black spruce","yes","no",NA,3,NA,100,100,75,0,NA,"",""
"469","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,2.4,NA,25,25,25,0,NA,"",""
"470","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,1.6,NA,100,100,75,0,NA,"",""
"471","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,2.4,NA,100,100,100,50,NA,"",""
"472","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,2.6,NA,75,50,50,0,NA,"",""
"473","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",6.7,NA,NA,100,100,75,25,NA,"",""
"474","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",0.8,NA,NA,100,100,75,25,NA,"",""
"475","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",1.8,NA,0,75,75,50,0,NA,"",""
"476","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",2.2,NA,50,75,75,75,0,NA,"",""
"477","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,1.8,NA,100,100,100,0,NA,"",""
"478","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,1.3,NA,25,0,0,0,NA,"",""
"479","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",8.5,NA,100,100,100,100,25,NA,"",""
"480","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",3.4,NA,0,75,75,50,0,NA,"",""
"481","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",9.3,NA,100,100,100,100,25,NA,"",""
"482","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",2.2,NA,NA,100,100,100,25,NA,"",""
"483","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",2,NA,NA,75,75,25,0,NA,"",""
"484","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",1.1,NA,NA,75,50,25,0,NA,"",""
"485","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",3.1,NA,0,100,100,75,0,NA,"",""
"486","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",0.7,NA,NA,100,100,75,0,NA,"",""
"487","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",1.7,NA,NA,100,100,75,0,NA,"",""
"488","2024-07-28","McCoy Creek","McCr4","B","black spruce","yes","no",2,NA,0,50,50,50,25,NA,"",""
"489","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",NA,2.6,NA,100,100,100,50,NA,"",""
"490","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",5.6,NA,0,75,75,50,0,NA,"",""
"491","2024-07-28","McCoy Creek","McCr4","B","black spruce","no","no",11,NA,25,100,75,75,0,NA,"",""
"492","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","yes",6.7,NA,NA,NA,NA,NA,50,NA,"",""
"493","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","no",4,NA,0,50,50,25,0,NA,"",""
"494","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","yes",7.2,NA,NA,NA,NA,NA,25,NA,"",""
"495","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","no",9.8,NA,100,50,50,0,0,NA,"",""
"496","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","no",2.8,NA,NA,0,0,0,0,NA,"",""
"497","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","yes",7.9,NA,NA,NA,NA,NA,0,NA,"",""
"498","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","no",6,NA,25,25,25,0,0,NA,"",""
"499","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","no",9.3,NA,50,75,75,75,0,NA,"",""
"500","2024-08-05","Dry Creek","DrCr1","B","black spruce","yes","no",NA,2.1,NA,75,75,25,0,NA,"",""
"501","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",5.1,NA,100,75,75,0,0,NA,"",""
"502","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",1.2,NA,NA,50,50,0,0,NA,"",""
"503","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",7.1,NA,75,75,75,0,0,NA,"",""
"504","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",5.5,NA,100,100,100,50,0,NA,"",""
"505","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",7.3,NA,100,100,100,75,0,NA,"",""
"506","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",4.2,NA,NA,100,100,0,0,NA,"",""
"507","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",6.8,NA,100,100,100,75,0,NA,"",""
"508","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",5.7,NA,100,100,100,75,0,NA,"",""
"509","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",5.4,NA,25,0,0,0,0,NA,"",""
"510","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",11.2,NA,75,75,75,75,0,NA,"",""
"511","2024-08-05","Dry Creek","DrCr1","C","black spruce","yes","no",8,NA,75,75,75,50,0,NA,"",""
"512","2024-08-05","Dry Creek","DrCr1","C","black spruce","no","yes",7.7,NA,NA,NA,NA,NA,25,NA,"",""
"513","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",4.8,NA,100,100,100,100,0,NA,"",""
"514","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",4.7,NA,75,100,100,100,0,NA,"",""
"515","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",2.2,NA,NA,100,100,100,0,NA,"",""
"516","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",6.4,NA,100,100,100,75,0,NA,"",""
"517","2024-08-02","Teklanika","Tekl5","A","black spruce","no","yes",3.5,NA,NA,NA,NA,100,25,NA,"",""
"518","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",6.6,NA,75,100,100,75,0,NA,"",""
"519","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",4.5,NA,75,100,100,75,0,NA,"",""
"520","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,NA,"",""
"521","2024-08-02","Teklanika","Tekl5","A","black spruce","no","no",NA,1.3,NA,100,100,100,0,NA,"",""
"522","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",4.9,NA,75,100,100,100,0,NA,"",""
"523","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",2.4,NA,100,100,100,100,0,NA,"",""
"524","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","yes",2.7,NA,NA,NA,NA,NA,25,NA,"",""
"525","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",2.6,NA,100,100,100,100,0,NA,"",""
"526","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",1.5,NA,NA,100,50,100,100,2,"",""
"527","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",3.4,NA,100,100,100,75,0,2,"",""
"528","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",0.9,NA,NA,100,100,100,0,3,"",""
"529","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",4.6,NA,100,100,100,100,0,NA,"",""
"530","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",NA,1.9,NA,100,100,100,0,NA,"",""
"531","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",NA,2.3,NA,100,100,100,25,NA,"",""
"532","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",3.8,NA,75,100,100,100,0,NA,"",""
"533","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",1.1,NA,NA,100,100,100,0,NA,"",""
"534","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",1.9,NA,100,100,100,100,0,NA,"",""
"535","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",4,NA,50,100,100,100,0,NA,"",""
"536","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",NA,1.5,NA,100,100,100,0,3,"",""
"537","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",1.6,NA,NA,100,100,100,0,NA,"",""
"538","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",2.4,NA,100,100,100,100,0,3,"",""
"539","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",NA,2.3,NA,100,100,100,0,NA,"",""
"540","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",5.2,NA,75,100,100,75,0,NA,"",""
"541","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","yes",4.9,NA,NA,NA,NA,NA,25,NA,"",""
"542","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",2.5,NA,100,100,100,75,0,NA,"",""
"543","2024-08-02","Teklanika","Tekl5","A","black spruce","yes","no",1.2,NA,NA,100,100,100,0,2,"",""
"544","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","yes",5.5,NA,50,100,100,100,25,NA,"","Topped"
"545","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","yes",NA,4.1,NA,NA,NA,NA,75,NA,"",""
"546","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",4.3,NA,0,75,75,50,0,NA,"",""
"547","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",4.9,NA,0,25,25,25,0,NA,"",""
"548","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",4.9,NA,0,25,25,25,0,NA,"",""
"549","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",4.4,NA,0,0,0,0,0,NA,"",""
"550","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",4.6,NA,0,0,0,0,0,NA,"",""
"551","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",0.7,NA,50,50,50,25,0,NA,"",""
"552","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",4.7,NA,0,75,75,50,0,NA,"",""
"553","2024-07-29","McCoy Creek","McCr5","C","black spruce","yes","no",3.6,NA,0,100,100,75,0,NA,"",""
"554","2024-07-14","Haystack","Hays2","A","black spruce","yes","no",9.4,NA,NA,50,25,0,0,NA,"Dead",""
"555","2024-07-14","Haystack","Hays2","A","black spruce","yes","no",NA,2.2,NA,75,75,50,0,NA,"Dead",""
"556","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",7.9,NA,100,75,75,75,0,NA,"",""
"557","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",2.4,NA,NA,100,100,75,0,NA,"",""
"558","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",5.5,NA,25,25,25,25,0,NA,"",""
"559","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","yes",3.5,NA,NA,100,100,100,50,NA,"",""
"560","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",6.3,NA,100,100,100,75,0,NA,"",""
"561","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",5,NA,NA,75,75,50,0,NA,"","Topped"
"562","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",7.6,NA,25,50,25,0,0,NA,"",""
"563","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","yes",6.4,NA,NA,NA,NA,100,50,NA,"",""
"564","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",6.4,NA,50,100,100,75,0,NA,"",""
"565","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",6.3,NA,75,100,100,75,0,2,"",""
"566","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",4.7,NA,NA,100,100,100,25,2,"",""
"567","2024-07-28","McCoy Creek","McCr4","C","black spruce","yes","no",7,NA,75,100,100,100,0,NA,"",""
"568","2024-07-28","McCoy Creek","McCr4","C","black spruce","yes","no",5.3,NA,NA,100,100,100,25,NA,"",""
"569","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",6.9,NA,50,100,100,75,25,NA,"",""
"570","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",0.3,NA,25,0,0,0,0,NA,"",""
"571","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","yes",5.1,NA,NA,100,100,100,25,NA,"",""
"572","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",6.5,NA,25,75,75,25,0,2,"",""
"573","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",5.2,NA,NA,100,100,75,0,NA,"",""
"574","2024-07-28","McCoy Creek","McCr4","C","black spruce","no","no",4.9,NA,75,100,75,50,0,NA,"",""
"575","2024-07-18","Haystack","LoHo6","B","black spruce","yes","no",10.6,NA,0,25,25,0,0,NA,"",""
"576","2024-07-18","Haystack","LoHo6","B","black spruce","yes","no",5.8,NA,NA,50,50,0,0,NA,"","Topped"
"577","2024-07-18","Haystack","LoHo6","B","black spruce","yes","no",2.2,NA,NA,0,0,0,0,NA,"",""
"578","2024-07-14","Haystack","Hays3","C","black spruce","yes","no",4.6,NA,50,75,75,25,0,NA,"",""
"579","2024-07-14","Haystack","Hays3","C","black spruce","yes","no",3.6,NA,75,100,100,50,0,NA,"",""
"580","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",NA,1.1,NA,0,0,0,0,NA,"",""
"581","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",NA,NA,NA,0,0,0,0,NA,"","Half burned"
"582","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",3.2,NA,NA,0,0,0,0,NA,"","Half burned"
"583","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",2,NA,NA,0,0,0,0,NA,"","Half burned"
"584","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",5.7,NA,0,0,0,0,0,NA,"",""
"585","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",6.7,NA,0,0,0,0,0,NA,"",""
"586","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",NA,0.4,NA,0,0,0,0,NA,"",""
"587","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",2.4,NA,0,0,0,0,0,NA,"",""
"588","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",NA,0.6,0,0,0,0,0,3,"",""
"589","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",8,NA,NA,75,50,0,0,NA,"","Top off"
"590","2024-07-18","Lost Horse","LoHo4","C","black spruce","yes","no",1.3,NA,NA,75,75,50,0,NA,"",""
"591","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","no",7.1,NA,50,25,25,0,0,NA,"",""
"592","2024-08-05","Dry Creek","DrCr1","A","black spruce","no","yes",8.7,NA,NA,NA,NA,NA,50,NA,"",""
"593","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","yes",8.7,NA,NA,NA,NA,NA,50,NA,"",""
"594","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","no",NA,1.7,100,100,100,100,0,2,"",""
"595","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","no",10.3,NA,100,100,100,75,0,NA,"",""
"596","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","no",6.9,NA,100,100,100,25,0,NA,"",""
"597","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","no",8.8,NA,50,100,100,50,0,NA,"",""
"598","2024-08-05","Dry Creek","DrCr1","A","black spruce","yes","yes",3.1,NA,NA,NA,NA,NA,50,NA,"",""
"599","2024-07-15","Lost Horse","LOHO1","A","black spruce","yes","no",NA,1.9,NA,25,25,0,0,NA,"",""
"600","2024-07-15","Lost Horse","LOHO1","A","black spruce","yes","no",NA,1.2,NA,100,100,100,0,NA,"",""
"601","2024-07-15","Lost Horse","LOHO1","A","black spruce","yes","no",1.6,NA,0,75,75,75,0,NA,"",""
"602","2024-07-15","Lost Horse","LOHO1","A","black spruce","yes","yes",NA,3.3,NA,NA,NA,NA,75,NA,"","Topped"
"603","2024-07-15","Lost Horse","LOHO1","A","black spruce","yes","no",6.9,NA,NA,100,75,25,0,NA,"","Topped"
"604","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",NA,2.9,NA,0,0,0,0,NA,"",""
"605","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",NA,1.4,NA,0,0,0,0,NA,"",""
"606","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",3.3,NA,25,50,25,0,0,NA,"",""
"607","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",1.2,NA,NA,0,0,0,0,NA,"",""
"608","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",6.8,NA,25,75,50,25,0,NA,"",""
"609","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",1.8,NA,NA,0,0,0,0,NA,"",""
"610","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",2.3,NA,0,0,0,0,0,NA,"",""
"611","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",3.8,NA,0,0,0,0,0,NA,"",""
"612","2024-07-18","Lost Horse","LoHo5","A","black spruce","yes","no",2.6,NA,NA,0,0,0,0,NA,"",""
"613","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",NA,1.6,NA,0,0,0,0,NA,"",""
"614","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",14.2,NA,NA,25,25,0,0,NA,"","Topped"
"615","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",13,NA,25,25,0,0,0,NA,"",""
"616","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",NA,2,NA,0,0,0,0,NA,"",""
"617","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",0.8,NA,NA,0,0,0,0,NA,"",""
"618","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",0.6,NA,NA,0,0,0,0,NA,"",""
"619","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",1.4,NA,0,0,0,0,0,NA,"",""
"620","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",NA,2.7,NA,25,25,0,0,NA,"",""
"621","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",1,NA,NA,0,0,0,0,NA,"",""
"622","2024-07-25","Haystack","Hays4","C","black spruce","yes","no",1.8,NA,NA,0,0,0,0,NA,"",""
"623","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",7.3,NA,100,100,100,100,0,NA,"",""
"624","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",5.7,NA,NA,NA,NA,75,25,NA,"","Toppe"
"625","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",NA,1.8,NA,100,100,100,0,NA,"",""
"626","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",NA,3,NA,NA,NA,100,0,NA,"","Topped"
"627","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",4.3,NA,100,100,100,75,0,NA,"",""
"628","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",6.7,NA,100,100,100,100,0,NA,"",""
"629","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",7.1,NA,100,100,100,75,0,NA,"",""
"630","2024-08-03","Teklanika","Tekl2","A","black spruce","no","yes",2.8,NA,NA,NA,NA,100,0,NA,"",""
"631","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",8,NA,100,100,100,75,0,NA,"",""
"632","2024-08-03","Teklanika","Tekl2","A","black spruce","no","no",6.7,NA,NA,100,100,50,0,NA,"","Topped"
"633","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","yes",3.9,NA,NA,NA,NA,100,0,NA,"",""
"634","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,1.7,NA,100,100,75,0,NA,"",""
"635","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,1.7,NA,100,100,100,0,NA,"",""
"636","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",1.8,NA,NA,100,100,75,0,NA,"",""
"637","2024-08-05","Dry Creek","DrCr3","A","black spruce","no","no",NA,1.2,NA,100,100,100,0,NA,"",""
"638","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",0.6,NA,NA,100,100,100,0,NA,"",""
"639","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",4.7,NA,100,100,100,75,0,NA,"",""
"640","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,1.3,NA,100,100,100,0,2,"",""
"641","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",2,NA,NA,100,100,75,0,2,"",""
"642","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",3.1,NA,100,75,75,50,0,NA,"",""
"643","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",5.7,NA,75,100,75,50,0,NA,"",""
"644","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,1.2,NA,100,100,100,0,NA,"",""
"645","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,1.1,NA,100,100,100,0,3,"",""
"646","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",7.4,NA,50,25,25,25,0,NA,"",""
"647","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",6.1,NA,75,50,25,25,0,NA,"",""
"648","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,0.9,NA,100,100,100,0,NA,"",""
"649","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",8,NA,25,0,0,0,0,NA,"",""
"650","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",5.4,NA,25,50,50,25,0,NA,"",""
"651","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",1.4,NA,0,0,0,0,0,NA,"",""
"652","2024-08-05","Dry Creek","DrCr3","A","black spruce","yes","no",NA,0.6,0,0,0,0,0,NA,"",""
"653","2024-07-30","Nugget Creek","NuCr2","A","black spruce","yes","no",12.4,NA,NA,0,0,0,0,NA,"",""
"654","2024-07-30","Nugget Creek","NuCr2","A","black spruce","yes","no",NA,0.7,NA,100,100,100,0,NA,"",""
"655","2024-07-30","Nugget Creek","NuCr2","A","black spruce","no","yes",6.6,NA,NA,NA,NA,100,25,NA,"",""
"656","2024-07-30","Nugget Creek","NuCr2","A","black spruce","yes","yes",11.8,NA,NA,NA,NA,0,0,NA,"","Topped"
"657","2024-07-30","Nugget Creek","NuCr2","A","black spruce","yes","no",1.4,NA,0,0,0,0,0,3,"",""
"658","2024-07-30","Nugget Creek","NuCr2","A","black spruce","yes","no",NA,1,NA,100,100,100,0,3,"",""
"659","2024-07-30","Nugget Creek","NuCr2","A","black spruce","no","yes",8.5,NA,NA,NA,NA,25,25,NA,"",""
"660","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",4.7,NA,25,75,75,25,0,NA,"",""
"661","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",1.1,NA,NA,100,100,100,0,NA,"",""
"662","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",6,NA,25,100,100,75,0,NA,"",""
"663","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",4.4,NA,NA,100,100,75,0,NA,"",""
"664","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",2.4,NA,75,100,100,75,0,NA,"",""
"665","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",3.5,NA,NA,100,100,100,0,NA,"",""
"666","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",3.1,NA,NA,100,100,75,0,NA,"",""
"667","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",3,NA,NA,100,100,100,0,NA,"",""
"668","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",2.1,NA,NA,100,100,75,0,NA,"",""
"669","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",5.5,NA,50,100,100,75,0,NA,"",""
"670","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",8.3,NA,25,100,100,75,0,NA,"",""
"671","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",5.2,NA,NA,100,100,100,0,NA,"","Top off"
"672","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",0.5,NA,NA,100,100,75,0,NA,"",""
"673","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",3.9,NA,NA,100,100,75,0,NA,"",""
"674","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",NA,3.8,NA,NA,NA,NA,25,NA,"Dead snag",""
"675","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",1.4,NA,NA,100,100,75,0,NA,"",""
"676","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",6.1,NA,NA,100,100,75,0,NA,"",""
"677","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",7.9,NA,75,100,100,100,0,NA,"",""
"678","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",9.4,NA,NA,100,100,50,0,NA,"","Top off"
"679","2024-07-15","Lost Horse","LOHO2","C","black spruce","yes","no",3,NA,NA,100,100,50,0,NA,"",""
"680","2024-07-15","Lost Horse","LOHO3","A","black spruce","yes","no",5.9,NA,0,50,25,25,0,NA,"",""
"681","2024-07-15","Lost Horse","LOHO3","A","black spruce","yes","no",1.5,NA,NA,0,0,0,0,NA,"",""
"682","2024-07-15","Lost Horse","LOHO3","A","black spruce","yes","no",6.4,NA,NA,0,0,0,0,NA,"",""
"683","2024-07-15","Lost Horse","LOHO3","A","black spruce","yes","no",9.4,NA,0,25,25,0,0,NA,"",""
"684","2024-07-15","Lost Horse","LOHO3","A","black spruce","yes","no",8.1,NA,0,25,25,25,0,NA,"",""
"685","2024-07-15","Lost Horse","LOHO3","A","black spruce","yes","no",6.6,NA,0,25,25,25,0,NA,"",""
"686","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",8.1,NA,0,50,50,25,0,NA,"",""
"687","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",5.2,NA,50,75,75,50,0,NA,"",""
"688","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",6.8,NA,25,25,25,25,0,NA,"",""
"689","2024-08-01","Munson Creek","MuCr2","B","black spruce","no","yes",0.6,NA,NA,NA,0,0,0,NA,"",""
"690","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",6.9,NA,NA,25,25,0,0,NA,"","Topped"
"691","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",8,NA,0,25,25,0,0,NA,"",""
"692","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",NA,0.8,NA,75,75,50,0,NA,"",""
"693","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",6.5,NA,0,0,0,0,0,NA,"",""
"694","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",8.1,NA,NA,100,100,100,0,NA,"","Topped"
"695","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","no",7.1,NA,25,75,75,25,0,NA,"",""
"696","2024-08-01","Munson Creek","MuCr2","B","black spruce","yes","yes",7.3,NA,NA,NA,NA,NA,25,NA,"","Topped"
"697","2024-08-01","Munson Creek","MuCr1","C","black spruce","yes","no",NA,1,NA,75,75,75,0,NA,"",""
"698","2024-08-01","Munson Creek","MuCr1","C","black spruce","yes","no",2.1,NA,0,0,0,0,0,NA,"",""
"699","2024-08-01","Munson Creek","MuCr1","C","black spruce","yes","no",NA,1,NA,25,25,25,0,NA,"",""
"700","2024-08-01","Munson Creek","MuCr1","C","black spruce","yes","no",NA,1,NA,100,100,100,0,5,"",""
