"","date","fire_scar","site","plot","location","green_moss","depth1","org_hit","org_hit_other","thaw_d","thaw_hit","ar_sol_depth1","ar_sol_hit","ar_height1","ar_height2","ar_height3","collected","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","min_depth","m1_depth1","m1_depth2","m2_depth1","m2_depth_2","min_coregrab","mineral_notes","sample_photo","general_notes"
"248","2024-08-04","Munson Creek","MuCr4","A","6 m",0,9,"Mineral","",87,"Rock",5.5,"Mineral",5.5,8,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"249","2024-07-28","McCoy Creek","McCr5","B","3 m",NA,39,"Mineral","",60,"Frozen Ground",22,"Mineral",5,3,6,"yes","McCr5B",36,38,12,10,11,10,"",NA,5,NA,5,NA,"","","",""
"250","2024-07-28","McCoy Creek","McCr5","B","6 m",NA,47,"Frozen Ground,Mineral","",57,"Frozen Ground",33,"Water,Mineral",13.5,3,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"251","2024-07-30","Nugget Creek","NuCr3","B","3 m",NA,7.5,"Mineral","",60,"Rock",3,"Mineral",7.5,8,NA,"yes","NuCr3B",7,5,9,8,11,10,"",NA,5,NA,5,NA,"","","","Depths include green moss (polytrichum) for sample, AR SOL depth does not include green moss"
"252","2024-07-30","Nugget Creek","NuCr3","B","6 m",NA,8,"Mineral","",101,">100cm",3.5,"Mineral",24,27,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR SOL depth does not include green moss"
"253","2024-07-22","Hess Creek","HeCr1","C","3 m",NA,13.5,"Mineral","",43,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Moved measurement to 23.7 due to large trunk at 23"
"254","2024-07-22","Hess Creek","HeCr1","C","6 m",NA,6.6,"Mineral","",77,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"255","2024-07-22","Hess Creek","HeCr1","C","9 m",NA,13,"Rock","",80,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"256","2024-07-16","Shovel creek","ShCr2","B","3 m",NA,12,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"257","2024-07-16","Shovel creek","ShCr2","B","6 m",NA,8,"Mineral","",75,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"258","2024-07-16","Shovel creek","ShCr2","B","9 m",NA,7,"Mineral","",22,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"259","2024-07-15","Lost horse","LoHo1","C","9 m",NA,14.5,"Mineral","",63,"Rock",0.5,"Mineral",12,15,16,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"260","2024-07-15","Lost horse","LoHo1","C","6 m",NA,11.5,"Mineral","",21,"Rock",12.5,"Mineral",11,10,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"261","2024-07-15","Lost horse","LoHo1","C","3 m",NA,5,"Mineral","",32,"Rock",1.5,"Mineral",5,7,6.5,"yes","LOHO1C-O",4.5,5,9,9,10,10,"",NA,5,5,5,5,"Core","","",""
"262","2024-07-16","Shovel creek","ShCr1","A","3 m",NA,52,"Rock","",52,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"263","2024-07-16","Shovel creek","ShCr1","A","9 m",NA,23,"Mineral","",48,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"264","2024-07-16","Shovel creek","ShCr1","A","6 m",NA,17.5,"Mineral","",32,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"265","2024-08-06","Dry Creek","DrCr4","A","3 m",0,4,"Mineral","",90,"Mineral",4,"Mineral",9,8,8,"yes","DrCr4A",4.5,3,10,10,9.5,9.5,"",NA,5,NA,5,NA,"Core","","","Thaw depth I think was still mineral, but extremely dense and hard to push through, so couldn’t get it any further"
"266","2024-08-06","Dry Creek","DrCr4","A","6 m",0,6.5,"Mineral","",73,"Mineral",6,"Mineral",10,9,10,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Same problem here with dense mineral, hard time getting probe deep "
"267","2024-08-02","Teklanika","Tekl4","C","3 m",0,10,"Mineral","",24,"Rock",11,"Mineral",3,3,NA,"yes","Tekl4C",12,10,9,10,9,9.5,"",NA,5,NA,5,NA,"Core","","39bc04a7-284e-4933-ad4b-5878b7086ec0",""
"268","2024-08-02","Teklanika","Tekl4","C","6 m",0,11,"Mineral","",27,"Rock",11,"Mineral",2,1,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR and transect same depth hole"
"269","2024-07-31","Nugget Creek","NuCr5","B","3 m",NA,3,"Mineral","",46,"Rock",6.5,"Mineral",36,33.5,34,"yes","NuCr5B",3,2,10,8.5,9,9,"",NA,5,NA,5,NA,"","M1 sample is volumetric, M2 sample is grab sample using area of corer but unable to get intact core due to rocks and crumbly soil. M2 depth is estimated and not sampled volumetrically","","1 cm rock between organic and mineral removed while sampling, AR depths taken on downed tree to bottom of tree roots"
"270","2024-07-31","Nugget Creek","NuCr5","B","6 m",NA,8.5,"Mineral","",53,"Rock",7.5,"Mineral",23,18.5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR depths on downed tree to bottom of tree roots"
"271","2024-08-01","Munson Creek","MuCr3","B","3 m",0,24,"Mineral","",45,"Frozen Ground",25,"Mineral",12,11,7.5,"yes","MuCr3B",25,26,8,7,10,11,"",NA,5,NA,5,NA,"Core","","",""
"272","2024-08-01","Munson Creek","MuCr3","B","6 m",0,51,"Mineral","",62,"Frozen Ground",51,"Mineral",4,5,3,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Lightly burned sphagnum "
"273","2024-08-03","Teklanika","Tekl1","A","3 m",0,9.5,"Mineral","",58,"Rock",18,"Mineral",5,2,NA,"yes","Tekl1A",10,8,8.5,9.5,9.5,9,"Depth uneven because mineral uneven and not because Anastasia is bad at her job",NA,5,NA,NA,5,"Core","","bf0ff937-9438-433c-8ff8-dac9d3df4cc8",""
"274","2024-08-03","Teklanika","Tekl1","A","6 m",0,19,"Mineral","",33,"Rock",20,"Mineral",4,4,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"275","2024-07-31","Nugget Creek","NuCr4","B","3 m",NA,18,"Mineral","",101,">100cm",13,"Mineral",23,30,35,"yes","NuCr4B",17,14,10,7,10,11,"Very crumbly bottom of sample, fell apart while sampling",NA,5,NA,5,NA,"","","",""
"276","2024-07-31","Nugget Creek","NuCr4","B","6 m",NA,7,"Mineral","",101,">100cm",18,"Mineral",24,6.5,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"277","2024-07-31","Nugget Creek","NuCr6","C","3 m",NA,7,"Mineral,Rock","",71,"Rock",4,"Mineral",18,20,NA,"yes","NuCr6C",7,9,11.5,10,12,10,"",NA,4.5,NA,5,NA,"Grab","Both m1 and m2 are grab samples, not measured volumetrically, estimated depths. 2 cm of rock removed between organic and mineral.","","Sampling at 3.6 m because of cwd. AR measured on downed tree, AR SOL depth same as transect soil depth hole but depth for AR SOL recorded here does not include green moss "
"278","2024-07-31","Nugget Creek","NuCr6","C","6 m",NA,9.5,"Mineral","",68,"Rock",4,"Mineral",30,30,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR measured on downed tree, AR SOL does not include green moss"
"279","2024-07-18","Lost horse","LoHo4","A","3 m",NA,2,"Mineral","",54,"Rock",0.1,"Mineral",5,9,8,"yes","LoHo4A",2,1.5,5.5,7,7,6.5,"Vey thin burned organic layer",NA,5,NA,5,NA,"Core","","",""
"280","2024-07-18","Lost horse","LoHo4","A","6 m",NA,3.5,"Mineral","",70,"Ice",9,"Mineral",13,18,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"281","2024-07-18","Lost horse","LoHo4","A","9 m",NA,6,"Mineral","",55,"Rock",0.5,"Mineral",28,18,17,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"282","2024-07-31","Nugget Creek","NuCr6","A","3 m",NA,3.5,"Mineral,Rock","",93,"Rock",3.5,"Mineral",36,NA,NA,"yes","NuCr6A",8,3.5,13,12,11,11,"",NA,10,NA,5,NA,"","Very rocky below organic, m1 is a grab sample of 10 cm of mineral rock mix, m2 is a volumetric sample of core taken below this mixture ","","AR depth measured on downed tree to bottom of roots, OL depth doesn’t include green moss"
"283","2024-07-31","Nugget Creek","NuCr6","A","6 m",NA,6.5,"Mineral","",36,"Rock",1.5,"Mineral",39,27,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR measured on downed tree, depth AR to bottom of tree roots. AR SOL depth is depth of burned organic to mineral, total depth of organic surface to mineral is 3 cm."
"284","2024-08-01","Munson Creek","MuCr2","B","6 m",0,24,"Rock","",27,"Rock",8,"Rock",18,13,NA,"yes","MuCr2B",22,20,9,11,10,11,"",NA,0,NA,0,NA,"Grab","Removed 10 cm of rock between org and min. Took grab sample below that, unknown depth. In M1 bag. Still very rocky. ","787b3ef1-02c3-44cb-a3e9-75b74616630c",""
"285","2024-08-01","Munson Creek","MuCr2","B","9 m",0,26,"Rock","",26,"Rock",37,"Rock",23,34,26,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"286","2024-07-28","McCoy Creek","McCr5","A","3 m",NA,35,"Frozen Ground","",35,"Frozen Ground",34,"Frozen Ground",1.5,3,3,"yes","McCr5A",37,38,9,8,14,12,"Frozen ground before mineral",NA,0,NA,0,NA,"","No mineral samples, hit frozen ground before mineral for both transect and AR","",""
"287","2024-07-28","McCoy Creek","McCr5","A","6 m",NA,37,"Mineral,Frozen Ground","",42,"Frozen Ground",37,"Frozen Ground,Mineral",8,10,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Tiny bit of mineral before frozen ground, AR and transect are same depth measurement hole"
"288","2024-07-23","Hess Creek","HeCr4","B","3 m",NA,19,"Mineral","",91,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"289","2024-07-23","Hess Creek","HeCr4","B","6 m",NA,28,"Mineral","",95,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"290","2024-07-23","Hess Creek","HeCr4","B","9 m",NA,27,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"291","2024-07-17","Shovel Creek","ShCr6","A","3 m",NA,2.5,"Mineral","",8,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"292","2024-07-17","Shovel Creek","ShCr6","A","6 m",NA,14,"Mineral","",41,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"293","2024-07-17","Shovel Creek","ShCr6","A","9 m",NA,8.5,"Mineral","",9,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"294","2024-08-01","Munson Creek","MuCr2","C","3 m",0,22.5,"Rock","",65,"Rock",5.5,"Rock",32,27,NA,"yes","MuCr2C",22,24,10.5,11,13,11,"Sample taken from a burned sphagnum hummock. Mosaics of hummocks across hillside",NA,4,NA,0,NA,"Grab","Too rocky to sample mineral. Removed 12 cm of rock and took grab sample of about 4 cm. Contains charcoal! In M1 bag. ","5da068de-cd63-4382-8bb8-7f349ed343d4","Sample taken on sphagnum hummock. No nearby trees also in hummock, tree AR measured at was burned almost to rock. "
"295","2024-08-01","Munson Creek","MuCr2","C","6 m",0,19,"Rock","",24,"Rock",8,"Rock",22,21,23,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"296","2024-08-05","Dry Creek","DrCr2","A","3 m",0.1,31,"Mineral,Water","",101,">100cm",24,"Mineral,Water",2.5,8,NA,"yes","DrCr2A",32,31,11,11,10,10,"",NA,5,NA,5,NA,"Core","","",""
"297","2024-08-05","Dry Creek","DrCr2","A","6 m",0,33,"Mineral","",98,"Frozen Ground",31,"Mineral,Water",6,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"298","2024-07-15","Lost horse","LoHo1","B","9 m",NA,1,"Mineral","",16,"Rock",2,"Mineral",24,25,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"299","2024-07-15","Lost horse","LoHo1","B","6 m",NA,16.5,"Mineral","",53,"Rock",1,"Mineral",18,17,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"300","2024-07-15","Lost horse","LoHo1","B","3 m",NA,7.5,"Rock","",55,"Rock",0.5,"Mineral",13,17,11,"yes","LOHO1B",7.5,8,10,10,10.5,12,"",NA,5,5,5,5,"Core","Crumbly","",""
"301","2024-07-30","Nugget Creek","NuCr1","A","3 m",NA,5.5,"Mineral","",47,"Rock",4.5,"Mineral",14,19,15,"yes","NuCr1A",7,5,8.5,9,8,8,"",NA,5,NA,5,NA,"","Top 2 cm mineral mixed with organic but clearly mineral","",""
"302","2024-07-30","Nugget Creek","NuCr1","A","6 m",NA,3.5,"Mineral","",51,"Rock",3,"Mineral",18,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"303","2024-08-03","Teklanika","Tekl1","B","3 m",0,14,"Mineral,Rock","",32,"Rock",15.5,"Mineral,Rock",3.5,3,2,"yes","Tekl1B",14.5,14.5,10,10,10,10,"",NA,5,NA,5,NA,"Core","Measured volumetrically but very rocky, so not totally confident about volume. ","",""
"304","2024-08-03","Teklanika","Tekl1","B","6 m",0,14,"Mineral","",29,"Rock",11,"Mineral",2.5,3,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"305","2024-07-30","Nugget Creek","NuCr1","B","3 m",NA,5,"Mineral","",51,"Rock",4.5,"Mineral",20,23.5,21,"yes","NuCr1B",5,3,10.5,10,10,10,"",NA,5,NA,5,NA,"","M1 includes mixed organic and some char","","Sample surface polytrichum. Organic depths include green moss and brown moss."
"306","2024-07-30","Nugget Creek","NuCr1","B","6 m",NA,5,"Mineral","",55,"Rock",12,"Mineral",11,9,14,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Char and below on surface is a mix of organic and mineral"
"307","2024-08-02","Teklanika","Tekl6","C","3 m",0,9,"Mineral","",41,"Rock",17,"Mineral",7,4,5,"yes","Tekl6C",7,10,9.5,10,8,7,"",NA,5,NA,6,NA,"Core","Took extra cm of m2 because impossible to cut precisely with rocks","61a28974-10d5-4f7c-86e1-5888003808a1",""
"308","2024-08-02","Teklanika","Tekl6","C","6 m",0,10,"Mineral","",54,"Rock",9,"Mineral",8,4,3,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"309","2024-07-14","Haystack","Hays3","A","9 m",NA,19,"Mineral","",68,"Frozen Ground",7,"Mineral",12,12,19,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"310","2024-07-14","Haystack","Hays3","A","6 m",NA,20,"Mineral","",82,"Frozen Ground",15,"Mineral",20,18,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"311","2024-07-14","Haystack","Hays3","A","3 m",NA,7,"Mineral","",65,"Rock",7,"",10,8,NA,"yes","Hays3a",8,6,10,10,10,11,"",10,NA,NA,NA,NA,"Core","M1 and 2 bot cm","",""
"312","2024-07-15","Lost Horse","LoHo3","A","3 m",NA,10,"Mineral","",100,"Rock",6.5,"Mineral",9,10.5,13,"yes","Loho3A",10,10,9,9,11.5,12,"",NA,5,NA,5,NA,"Core","","",""
"313","2024-07-15","Lost Horse","LoHo3","A","6 m",NA,8.5,"Mineral","",75,"Rock",1.5,"Mineral",18,13,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"314","2024-07-15","Lost Horse","LoHo3","A","9 m",NA,9.5,"Mineral","",85,"Rock",9.5,"Mineral",9,14,18,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"315","2024-07-14","Haystack","Hays3","B","9 m",NA,18.5,"Mineral","",67,"Frozen Ground",6,"Mineral",8,8,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"316","2024-07-14","Haystack","Hays3","B","6 m",NA,13,"Mineral","",50,"Rock",3,"Mineral",20,23,19,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"317","2024-07-14","Haystack","Hays3","B","3 m",NA,11,"Mineral","",65,"Frozen Ground",10,"Mineral",19,13,13,"yes","Hays3b",6,6,11,10,13,13,"",10,NA,NA,NA,NA,"Core","Some compaction, m1 and m2 depth 5 cm","",""
"318","2024-07-22","Hess Creek","HeCr2","A","6 m",NA,1.5,"Mineral","",44,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"319","2024-07-22","Hess Creek","HeCr2","A","9 m",NA,6,"Mineral","",43,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"320","2024-07-22","Hess Creek","HeCr2","A","3 m",NA,3,"Mineral","",42,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"321","2024-07-15","Lost horse","LoHo2","B","3 m",NA,12,"Mineral","",83,"Rock",11.5,"Mineral",14,10,9,"yes","Loho2b",14,13.5,10.5,10.5,14,12,"",8,5,NA,3,NA,"Core","Rocky","",""
"322","2024-07-15","Lost horse","LoHo2","B","6 m",NA,9.5,"Mineral","",78,"Rock",8.5,"Mineral",3,5.5,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"323","2024-07-15","Lost horse","LoHo2","B","9 m",NA,14,"Mineral","",67,"Rock",14,"Mineral",4,6,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"324","2024-07-16","Shovel creek","ShCr2","C","3 m",NA,11.5,"Mineral","",23,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"325","2024-07-16","Shovel creek","ShCr2","C","6 m",NA,20.5,"Mineral","",43,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Unburned pile compared to others"
"326","2024-07-16","Shovel creek","ShCr2","C","9 m",NA,11,"Mineral","",53,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"327","2024-07-22","Hess Creek","HeCr2","C","3 m",NA,8.5,"Mineral","",46,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"328","2024-07-22","Hess Creek","HeCr2","C","6 m",NA,6,"Mineral","",37,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"329","2024-07-22","Hess Creek","HeCr2","C","9 m",NA,8.5,"Mineral","",82,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"330","2024-08-01","Munson Creek","MuCr3","A","3 m",0,22,"Mineral","",32,"Frozen Ground",22,"Mineral",15,13,17,"yes","MuCr3A",22,20,10,10,11,10.5,"",NA,5,NA,4.5,NA,"Core","","",""
"331","2024-08-01","Munson Creek","MuCr3","A","6 m",0,24,"Mineral","",44,"Frozen Ground",22,"Mineral",15,6,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"332","2024-08-07","McCoy Creek","McCr3","A","3 m",0,18.5,"Mineral","",61,"Frozen Ground",16,"Mineral",11,12,11,"yes","McCr3A",19,20,10,10,10,10,"",NA,5,NA,5,NA,"Core","","2fe2b587-0c51-4b79-8487-2f7fa6ce7fef",""
"333","2024-08-07","McCoy Creek","McCr3","A","6 m",0,26,"Mineral","",73,"Rock,Frozen Ground",22,"Mineral",13,8,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"334","2024-08-05","Dry Creek","DrCr3","A","3 m",0.1,24,"Mineral,Water","",60,"Frozen Ground",24,"Mineral,Water",6,2,3,"yes","DrCr3A",25,25,10,10.5,8,10,"",NA,5,NA,5,NA,"Core","","","Hit water at 16"
"335","2024-08-05","Dry Creek","DrCr3","A","6 m",0,23,"Mineral,Water","",54,"Frozen Ground",28,"Mineral,Water",2,4,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Ar green moss is 0.5"
"336","2024-07-23","Lost Horse","HeCr6","A","6 m",NA,16,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"337","2024-07-23","Lost Horse","HeCr6","A","9 m",NA,11,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"338","2024-07-23","Lost Horse","HeCr6","A","3 m",NA,24,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"339","2024-08-04","Munson Creek","MuCr5","C","3 m",0,16,"Mineral,Rock","",87,"Rock",15,"Mineral,Rock",19,23,25,"yes","MuCr5C",17,19,10,11,10,9.5,"",NA,14.5,NA,0,NA,"Core","Mineral extremely gravelly, fell apart after removing from corer, all in M1","dc97aa88-5f9f-4b9a-bab7-cc0d71e9b918",""
"340","2024-08-04","Munson Creek","MuCr5","C","6 m",0,28,"Mineral,Rock","",101,">100cm",34,"Mineral,Rock",35,54,47,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"341","2024-08-05","Dry Creek","DrCr3","B","3 m",0.1,25,"Mineral,Water","",47,"Frozen Ground",24,"Mineral,Water",12,16,13,"yes","DrCr3B",27,27,10,10,9,10,"",NA,5,NA,5,NA,"Core","","ba682eea-674b-47ac-8353-3fd7a1515cb6",""
"342","2024-08-05","Dry Creek","DrCr3","B","6 m",0,48,"Frozen Ground","",48,"Frozen Ground",29,"Mineral,Water",10,7,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"343","2024-07-16","Shovel creek","ShCr4","C","3 m",NA,27,"Rock","",27,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"344","2024-07-16","Shovel creek","ShCr4","C","6 m",NA,17.5,"Rock","",17.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"345","2024-07-16","Shovel creek","ShCr4","C","9 m",NA,62,"Rock","",62,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"346","2024-07-18","Lost horse","LoHo4","C","6 m",NA,13,"Mineral","",101,">100cm",12.5,"Mineral",3,2,1,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"347","2024-07-18","Lost horse","LoHo4","C","3 m",NA,18,"Mineral","",92,"Ice",1.5,"Mineral",19,11,10,"yes","LoHo4C",27.5,18,10,10,13,12.5,"Big! Lots of dead moss",NA,5,NA,5,NA,"Core","","",""
"348","2024-07-18","Lost horse","LoHo4","C","9 m",NA,11,"Mineral","",98,"Ice",4,"Mineral",12,6,10,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"349","2024-08-06","Dry Creek","DrCr5","C","3 m",0,4,"Mineral","",50,"Mineral",2.5,"Mineral",11,9,10,"yes","DrCr5C",4,4.5,11,11,10,10,"",NA,5,NA,5,NA,"Core","","","Sampled at 23.6 due to roots. Mineral too dense to probe"
"350","2024-08-06","Dry Creek","DrCr5","C","6 m",0,3,"Mineral","",50,"Mineral",1.5,"Mineral",13,14,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"351","2024-07-25","Haystack","Hays4","A","3 m",NA,12,"Mineral","",69,"Rock",5,"Mineral",8,9,3,"yes","Hays4A",12,11,10.5,10,10.5,10,"",NA,5,NA,NA,NA,"Core","Big rock after M1, no M2 sample","c4b907e9-3b72-4dc3-b14e-5b50878bfc18",""
"352","2024-07-25","Haystack","Hays4","A","6 m",NA,5,"Rock","",15,"Rock",2,"Mineral",9,11,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Ash remaining on ground, "
"353","2024-07-25","Haystack","Hays4","A","9 m",NA,16,"Mineral","",26,"Rock",12,"Mineral",13,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"354","2024-07-25","Haystack","Hays4","B","3 m",NA,16,"Mineral","",72,"Rock",18,"Rock",2.5,3.5,NA,"yes","Hays4B",16,16,11,11,13,12.5,"Crumbly at bottom",NA,5,NA,5,NA,"Core","","","Closest tree for AR was living"
"355","2024-07-25","Haystack","Hays4","B","6 m",NA,9,"Rock,Mineral","",92,"Rock",9,"Mineral",10,4,14,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"356","2024-07-25","Haystack","Hays4","B","9 m",NA,16,"Mineral","",65,"Rock",12,"Mineral",5,4,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"357","2024-08-04","Munson Creek","MuCr5","B","3 m",0.1,23,"Mineral","",101,">100cm",24,"Mineral,Rock",13,11,16,"yes","MuCr5B",29,27,9.5,10,9,9.5,"",NA,5,NA,5,NA,"Core","","",""
"358","2024-08-04","Munson Creek","MuCr5","B","6 m",0.5,30,"Mineral,Rock","",101,">100cm",35,"Mineral,Rock",5,13,23,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"359","2024-07-17","Shovel Creek","ShCr5","A","3 m",NA,13.5,"Rock","",15,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
