"","date","fire_scar","site","plot","location","green_moss","depth1","org_hit","org_hit_other","thaw_d","thaw_hit","ar_sol_depth1","ar_sol_hit","ar_height1","ar_height2","ar_height3","collected","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","min_depth","m1_depth1","m1_depth2","m2_depth1","m2_depth_2","min_coregrab","mineral_notes","sample_photo","general_notes"
"360","2024-07-17","Shovel Creek","ShCr5","A","6 m",NA,2.5,"Mineral","",10,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"361","2024-07-17","Shovel Creek","ShCr5","A","9 m",NA,11.5,"Mineral","",14,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"362","2024-07-18","Lost horse","LoHo6","A","3 m",NA,12,"Rock,Mineral","",85,"Rock",3.5,"Mineral",11,17,NA,"yes","LoHo6A",13,12,11,10,12,12,"",NA,5,5,5,5,"Core","About 6 cm of rock removed between organic and mineral.","",""
"363","2024-07-18","Lost horse","LoHo6","A","6 m",NA,4.5,"Rock","",78,"Rock",5,"Mineral,Rock",16,12,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"364","2024-07-18","Lost horse","LoHo6","A","9 m",NA,5,"Rock","",61,"Rock",7,"Rock",11,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"365","2024-08-03","Teklanika","Tekl3","B","3 m",0.1,16,"Mineral,Rock,Water","",49,"Rock",20,"Rock",7,8,6,"yes","Tekl3B",18.5,18.5,9,9,10,10,"Large rocks included. Biggest rocks was half in half out of sample ",NA,5,NA,3,NA,"Core","Removed 2cm of rock between organic and mineral. ","4e8fa214-7b67-4f0e-aff1-ab71c286d557,0f9d510e-c6cb-4339-b220-a2efa7ace5f1",""
"366","2024-08-03","Teklanika","Tekl3","B","6 m",0,22.5,"Mineral,Rock","",61,"Rock",21,"Rock",3,3,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"367","2024-08-05","Dry Creek","DrCr3","C","3 m",0.1,21,"Mineral","",45,"Frozen Ground",23.5,"Mineral",13,6,15,"yes","DrCr3C",23,24,12,11.5,10,10,"",NA,5,NA,5,NA,"Core","","",""
"368","2024-08-05","Dry Creek","DrCr3","C","6 m",0,35,"Mineral,Water","",51,"Frozen Ground",29,"Mineral,Water",16,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"369","2024-07-29","McCoy Creek","McCr2","C","3 m",NA,20,"Mineral","",39,"Frozen Ground",30,"Mineral",4,8,2,"yes","McCr2C",22,20.5,6,9,11,10,"",NA,5,NA,5,NA,"","","",""
"370","2024-07-29","McCoy Creek","McCr2","C","6 m",NA,31,"Mineral","",47,"Frozen Ground",31,"Mineral",8,10,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR Hole depth same as transect hole"
"371","2024-08-05","Dry Creek","DrCr1","A","3 m",0,23,"Mineral,Water","",64,"Frozen Ground",27,"Mineral,Water",11.5,8,11,"yes","DrCr1",20,23,11,10.5,10,11.5,"",NA,5,NA,5,NA,"Core","","a968a64a-ec50-4df1-9181-14efcac670e0","Hit water at 20cm"
"372","2024-08-05","Dry Creek","DrCr1","A","6 m",0,27,"Mineral,Water","",101,">100cm",28,"Mineral,Water",6.5,3,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"373","2024-07-18","Lost horse","LoHo4","B","3 m",NA,0,"Mineral","",79,"Rock",1,"Mineral",21,18,22,"yes","LoHo4B",0,0,0,0,0,0,"No organic, burned to mineral",NA,5,NA,5,NA,"Core","Really crumbly m1, top 2 cm ashy. Because no organic sample, top of m1 had fine pieces or organic material. ","",""
"374","2024-07-18","Lost horse","LoHo4","B","6 m",NA,15,"Mineral","",70,"Ice",7,"Mineral",12,4,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"375","2024-07-18","Lost horse","LoHo4","B","9 m",NA,11,"Mineral","",56,"Rock",15,"Mineral",4,9,9,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"376","2024-08-06","Dry Creek","DrCr6","B","3 m",0,20.5,"Mineral,Water","",101,">100cm",27,"Mineral,Water",7,NA,NA,"yes","DrCr6B",22,22,10,10,10,10.5,"",NA,5,NA,5,NA,"Core","","",""
"377","2024-08-06","Dry Creek","DrCr6","B","6 m",0,36.5,"Mineral,Water","",101,">100cm",39,"Mineral,Water",6,7,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"378","2024-07-23","Hess Creek","HeCr5","B","3 m",NA,16,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"379","2024-07-23","Hess Creek","HeCr5","B","6 m",NA,43,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"380","2024-07-23","Hess Creek","HeCr5","B","9 m",NA,36,"Mineral","",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"381","2024-07-25","Haystack","Hays4","C","3 m",NA,10,"Rock","",65,"Rock",4,"Mineral",22,9,11.5,"yes","Hays4B",7,8,10,10,11.5,11,"",NA,8,NA,NA,NA,"Core","Very crumbly, M1 and M2 combined","","Removed 2cm of rock between org and mineral, hit rock after 8cm of mineral "
"382","2024-07-25","Haystack","Hays4","C","6 m",NA,10.5,"Mineral","",50,"Rock",6.5,"Mineral",8,11,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","All ARs weird because fire burned on downslope side but not upslope. Limited roots available "
"383","2024-07-25","Haystack","Hays4","C","9 m",NA,12,"Mineral","",64,"Rock",0.5,"Mineral",14,8,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","Nearest tree didn’t have visible ARs, went to second nearest"
"384","2024-07-29","McCoy Creek","McCr2","A","3 m",NA,15,"Mineral","",46,"Frozen Ground",17,"Mineral",6,7,NA,"yes","McCr2A",13,14,11,10,10,10,"",NA,5,NA,5,NA,"","","","Sampled between 2 tussocks"
"385","2024-07-29","McCoy Creek","McCr2","A","6 m",NA,29,"Mineral","",55,"Frozen Ground",29,"Mineral",8,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","","AR and transect SOL the same hole measurement "
"386","2024-07-29","McCoy Creek","McCr6","C","3 m",NA,20,"Mineral,Water","",52,"Frozen Ground",29,"Mineral",18,5,NA,"yes","McCr6C",20,19,10,11,11.5,10,"",NA,5,NA,NA,NA,"","M1 sample taken with corer, M2 sample grab below core hole, likely influenced by standing water","","Sample taken at 3.5 m because of large CWD, water filling hole as coring"
"387","2024-07-29","McCoy Creek","McCr6","C","6 m",NA,33,"Mineral","",51,"Frozen Ground",31,"Mineral",39,6,30,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
"388","2024-08-07","McCoy Creek","McCr3","B","3 m",1,5,"Mineral","",81,"Frozen Ground",2,"Mineral",10,11,12,"yes","McCr3B",5,5.5,10.5,10.5,10.5,10,"Green moss here is Merchantia",NA,5,NA,5,NA,"Core","","41e3c822-6c09-4f51-9248-4f0f1cfa9ce5,5eac3001-1f90-42df-818d-9d167557e1f2","Ar on downed tree"
"389","2024-08-07","McCoy Creek","McCr3","B","6 m",0.1,10,"Mineral","",80,"Frozen Ground",15,"Mineral",17,18,23,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","","",""
