date,fire_scar,site,plot,shrubs_present,shrub_species,dbh,dbh_count,basal_diameter,basal_count,foliage_combustion,branch_combustion,stem_combustion,shrub_notes
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,0.8,1,25,0,0,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,0.5,11,100,100,100,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,0.3,4,100,100,100,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,1.2,9,50,50,50,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,2.1,2,25,25,0,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,1.4,9,100,100,75,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,0.3,16,25,0,0,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,1.4,2,100,100,100,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,2.3,6,50,25,25,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,0.3,17,100,100,75,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,1.4,4,75,75,75,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,1,16,100,100,100,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,1.9,6,50,25,25,
6/25/2023,DouglasBonanza,9,C,yes,Salix,NA,NA,1.9,12,50,50,50,
6/25/2023,DouglasBonanza,9,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2023,DouglasBonanza,10,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2023,DouglasBonanza,10,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2023,DouglasBonanza,10,C,yes,Salix,NA,NA,1,3,25,0,0,
6/25/2023,DouglasBonanza,10,C,yes,Betula,NA,NA,0.7,3,100,100,100,
6/25/2023,DouglasBonanza,11,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2023,DouglasBonanza,11,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/25/2023,DouglasBonanza,11,B,yes,Betula,NA,NA,1.2,7,100,100,100,
6/25/2023,DouglasBonanza,11,B,yes,Betula,NA,NA,0.8,7,100,100,100,
6/26/2023,DouglasBonanza,12,B,yes,Betula,NA,NA,0.3,12,25,25,0,
6/26/2023,DouglasBonanza,12,B,yes,Betula,NA,NA,0.7,3,25,0,25,
6/26/2023,DouglasBonanza,12,A,yes,Betula,NA,NA,0.3,4,100,100,25,
6/26/2023,DouglasBonanza,12,A,yes,Betula,NA,NA,0.4,2,100,100,25,
6/26/2023,DouglasBonanza,12,A,yes,Betula,NA,NA,0.3,4,25,25,0,
6/26/2023,DouglasBonanza,12,A,yes,Betula,NA,NA,1,3,25,25,25,
6/26/2023,DouglasBonanza,12,C,yes,Betula,NA,NA,0.4,4,100,100,50,
6/26/2023,DouglasBonanza,12,C,yes,Betula,NA,NA,0.4,4,75,75,25,
6/26/2023,DouglasBonanza,12,C,yes,Betula,NA,NA,0.3,1,100,100,25,
6/26/2023,DouglasBonanza,12,C,yes,Betula,NA,NA,1,3,50,25,25,
6/26/2023,DouglasBonanza,13,A,yes,Betula,NA,NA,0.5,3,75,75,0,
6/26/2023,DouglasBonanza,13,B,yes,Betula,NA,NA,0.4,7,75,50,25,
6/26/2023,DouglasBonanza,13,C,yes,Betula,NA,NA,0.6,1,100,75,50,
6/26/2023,DouglasBonanza,13,C,yes,Betula,NA,NA,0.6,6,75,25,0,
6/26/2023,Douglas,14,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/26/2023,Douglas,14,B,yes,Betula,NA,NA,0.6,3,100,100,75,
6/26/2023,Douglas,14,A,yes,Betula,NA,NA,0.8,3,100,100,75,
6/26/2023,Douglas,14,A,yes,Betula,NA,NA,0.7,1,100,100,25,
6/26/2023,Douglas,14,A,yes,Betula,NA,NA,0.5,5,100,100,75,
6/26/2023,Douglas,15,B,yes,Betula,NA,NA,0.2,1,100,100,75,
6/26/2023,Douglas,15,B,yes,Betula,NA,NA,0.4,5,100,100,50,
6/26/2023,Douglas,15,B,yes,Betula,NA,NA,0.2,3,100,100,75,
6/26/2023,Douglas,15,B,yes,Betula,NA,NA,0.3,1,100,100,100,
6/26/2023,Douglas,15,C,yes,Betula,NA,NA,0.2,1,100,100,100,
6/26/2023,Douglas,15,C,yes,Betula,NA,NA,0.2,3,100,100,50,
6/26/2023,Douglas,15,A,yes,Betula,NA,NA,0.3,3,100,100,100,
6/27/2023,Douglas,16,B,yes,Betula,NA,NA,0.2,3,100,100,50,
6/27/2023,Douglas,16,C,yes,Betula,NA,NA,0.1,8,25,0,0,"Count 8, corrected cmt"
6/27/2023,Douglas,16,C,yes,Betula,NA,NA,0.2,9,50,0,0,"Count 9, corrected cmt"
6/27/2023,Douglas,16,C,yes,Betula,NA,NA,0.3,3,50,0,0,"Count 3, corrected cmt"
6/27/2023,Douglas,16,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,Douglas,17,B,yes,Betula,NA,NA,0.3,3,100,100,75,
6/27/2023,Douglas,17,B,yes,Betula,NA,NA,0.6,2,100,100,100,
6/27/2023,Douglas,17,B,yes,Betula,NA,NA,0.2,4,100,100,100,
6/27/2023,Douglas,17,B,yes,Betula,NA,NA,0.4,1,0,0,0,
6/27/2023,Douglas,17,B,yes,Betula,NA,NA,0.6,1,100,100,100,
6/27/2023,Douglas,17,B,yes,Betula,NA,NA,0.5,3,100,100,25,
6/27/2023,Douglas,17,A,yes,Betula,NA,NA,0.3,7,25,0,0,
6/27/2023,Douglas,17,A,yes,Betula,NA,NA,0.8,1,25,25,0,
6/27/2023,Douglas,17,A,yes,Betula,NA,NA,0.4,3,100,100,100,
6/27/2023,Douglas,17,C,yes,Betula,NA,NA,0.3,8,75,75,75,
6/27/2023,Douglas,17,C,yes,Betula,NA,NA,0.7,2,0,0,0,
6/27/2023,Douglas,18,C,yes,Betula,NA,NA,0.3,2,100,100,100,
6/27/2023,Douglas,18,A,yes,Betula,NA,NA,0.5,2,100,100,100,
6/27/2023,Douglas,18,B,yes,Betula,NA,NA,0.7,1,100,100,75,
7/6/2023,DryMooseheart,19,A,yes,Salix,NA,NA,0.4,2,100,100,25,
7/6/2023,DryMooseheart,19,C,yes,Salix,NA,NA,0.8,4,100,100,50,
7/6/2023,DryMooseheart,19,C,yes,Salix,NA,NA,0.5,3,100,100,50,
7/6/2023,DryMooseheart,19,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.8,4,75,75,50,
7/6/2023,DryMooseheart,20,A,yes,Salix,NA,NA,0.3,3,0,0,0,
7/6/2023,DryMooseheart,20,A,yes,Salix,NA,NA,0.3,4,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Salix,NA,NA,0.4,2,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.5,3,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.4,3,100,100,50,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.6,5,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.5,3,100,100,50,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.6,6,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.5,2,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.5,6,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.3,2,100,100,50,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.3,2,100,100,100,
7/6/2023,DryMooseheart,20,A,yes,Betula,NA,NA,0.3,3,50,50,50,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.5,10,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.8,13,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.3,5,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1,8,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.3,3,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1,2,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.3,5,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.2,7,100,100,25,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.7,3,75,75,50,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.9,3,75,50,50,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.5,3,100,25,0,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.5,2,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.9,3,75,75,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.8,5,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.6,3,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.9,7,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.2,20,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Salix,NA,NA,0.7,2,100,75,75,
7/6/2023,DryMooseheart,20,C,yes,Salix,NA,NA,0.4,3,100,100,50,
7/6/2023,DryMooseheart,20,C,yes,Salix,NA,NA,0.5,4,100,100,25,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.2,5,100,100,100,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.1,1,100,100,50,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.3,10,100,100,50,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.4,4,100,100,50,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.8,5,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,0.3,6,100,100,75,
7/6/2023,DryMooseheart,20,C,yes,Betula,NA,NA,1.2,9,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.5,6,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.4,5,50,50,50,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,1,6,100,100,50,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,1.7,17,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,1.2,13,100,100,75,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.6,4,100,100,75,
7/6/2023,DryMooseheart,20,B,yes,Uknown,NA,NA,1.1,2,100,100,50,
7/6/2023,DryMooseheart,20,B,yes,Salix,NA,NA,0.9,3,100,100,50,
7/6/2023,DryMooseheart,20,B,yes,Uknown,NA,NA,0.8,13,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,1.2,8,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.4,3,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,1,3,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Uknown,NA,NA,2.3,4,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.6,15,75,50,50,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.6,6,100,100,100,
7/6/2023,DryMooseheart,20,B,yes,Betula,NA,NA,0.5,7,100,100,75,
7/6/2023,DryMooseheart,21,B,yes,Salix,NA,NA,1.9,4,100,100,100,
7/6/2023,DryMooseheart,21,B,yes,Betula,NA,NA,1.3,1,100,100,75,
7/6/2023,DryMooseheart,21,B,yes,Salix,NA,NA,0.6,3,100,100,100,
7/6/2023,DryMooseheart,21,B,yes,Betula,NA,NA,0.5,4,100,100,100,
7/6/2023,DryMooseheart,21,B,yes,Betula,NA,NA,0.6,2,25,0,0,
7/6/2023,DryMooseheart,21,A,yes,Betula,NA,NA,0.2,3,100,100,100,
7/6/2023,DryMooseheart,21,A,yes,Salix,NA,NA,1.8,4,100,100,100,
7/6/2023,DryMooseheart,21,A,yes,Betula,NA,NA,1.3,7,100,100,75,
7/6/2023,DryMooseheart,21,A,yes,Betula,NA,NA,0.4,3,100,100,25,
7/6/2023,DryMooseheart,21,A,yes,Salix,NA,NA,1.9,3,100,100,100,
7/6/2023,DryMooseheart,21,A,yes,Betula,NA,NA,0.3,13,100,100,100,
7/6/2023,DryMooseheart,21,A,yes,Salix,NA,NA,0.4,3,100,100,50,
7/6/2023,DryMooseheart,21,A,yes,Salix,NA,NA,1,2,25,0,0,
7/6/2023,DryMooseheart,21,A,yes,Salix,NA,NA,0.8,2,25,0,0,
7/6/2023,DryMooseheart,21,A,yes,Betula,NA,NA,0.5,7,100,100,100,
7/6/2023,DryMooseheart,21,A,yes,Betula,NA,NA,0.3,4,100,100,75,
7/6/2023,DryMooseheart,21,A,yes,Salix,NA,NA,1,5,100,100,50,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.5,11,100,100,75,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.8,1,100,100,100,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.5,18,100,100,75,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.5,12,100,100,75,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.7,3,100,100,50,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.8,9,100,100,50,
7/6/2023,DryMooseheart,21,C,yes,Salix,NA,NA,0.8,2,100,100,100,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,1.1,13,100,100,100,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.4,7,100,100,50,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,1,20,100,100,100,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,0.7,10,100,100,100,
7/6/2023,DryMooseheart,21,C,yes,Betula,NA,NA,1,4,100,100,75,
7/6/2023,DryMooseheart,21,C,yes,Salix,NA,NA,3.2,5,100,100,100,
7/7/2023,DryMooseheart,22,A,yes,Betula,NA,NA,0.5,4,50,50,50,
7/7/2023,DryMooseheart,22,A,yes,Betula,NA,NA,0.3,5,50,50,50,
7/7/2023,DryMooseheart,22,A,yes,Salix,NA,NA,0.8,5,100,100,100,
7/7/2023,DryMooseheart,22,A,yes,Betula,NA,NA,0.3,3,100,100,100,
7/7/2023,DryMooseheart,22,A,yes,Betula,NA,NA,0.8,2,75,25,25,
7/7/2023,DryMooseheart,22,A,yes,Betula,NA,NA,1.1,10,50,25,25,
7/7/2023,DryMooseheart,22,A,yes,Betula,NA,NA,0.4,34,50,50,50,
7/7/2023,DryMooseheart,22,A,yes,Salix,NA,NA,2.3,5,100,100,100,
7/7/2023,DryMooseheart,22,A,yes,Salix,NA,NA,3.7,5,100,100,100,
7/7/2023,DryMooseheart,22,A,yes,Salix,NA,NA,3.3,4,100,100,100,
7/7/2023,DryMooseheart,22,A,yes,Salix,NA,NA,2,3,50,50,50,
7/7/2023,DryMooseheart,22,A,yes,Salix,NA,NA,1.1,4,100,100,100,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,1.1,1,100,100,75,
7/7/2023,DryMooseheart,22,C,yes,Betula,NA,NA,0.6,7,100,100,100,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,0.3,2,100,100,50,
7/7/2023,DryMooseheart,22,C,yes,Betula,NA,NA,0.3,4,50,50,50,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,1.2,1,75,75,75,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,2.1,5,100,100,100,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,3.5,3,100,100,100,
7/7/2023,DryMooseheart,22,C,yes,Uknown,NA,NA,1.3,2,100,100,100,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,0.7,3,75,75,75,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,1,2,100,100,100,
7/7/2023,DryMooseheart,22,C,yes,Salix,NA,NA,1,6,50,50,50,
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,1.4,7,50,50,50,"Plot B, corrected cmt"
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,1.1,3,100,100,25,
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,0.4,12,25,25,25,
7/7/2023,DryMooseheart,22,B,yes,Salix,NA,NA,0.6,6,25,25,0,
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,0.4,6,25,25,25,
7/7/2023,DryMooseheart,22,B,yes,Salix,NA,NA,0.6,1,100,100,75,
7/7/2023,DryMooseheart,22,B,yes,Salix,NA,NA,4.7,4,100,100,100,
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,0.5,5,100,100,50,
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,0.3,3,100,100,75,
7/7/2023,DryMooseheart,22,B,yes,Betula,NA,NA,0.4,13,100,100,100,
7/7/2023,DryMooseheart,23,A,yes,Salix,NA,NA,0.3,4,25,0,0,
7/7/2023,DryMooseheart,23,A,yes,Salix,NA,NA,1.2,3,25,25,25,
7/7/2023,DryMooseheart,23,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/7/2023,DryMooseheart,23,B,yes,Salix,NA,NA,1,3,25,25,25,
7/7/2023,DryMooseheart,23,B,yes,Salix,NA,NA,0.4,4,100,100,100,
7/7/2023,DragonMooseheart,24,C,yes,Salix,NA,NA,0.8,9,100,100,100,
7/7/2023,DragonMooseheart,24,C,yes,Salix,NA,NA,0.7,7,100,100,100,
7/7/2023,DragonMooseheart,24,C,yes,Salix,NA,NA,0.4,3,100,100,100,
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,2.1,3,100,100,100,"In plot b from here, correct cmt"
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,0.5,3,100,100,100,
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,1,3,100,100,100,
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,0.9,1,100,100,100,
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,0.9,7,100,100,NA,
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,1.3,1,100,100,100,
7/7/2023,DragonMooseheart,24,B,yes,Salix,NA,NA,1.9,4,75,25,25,
7/7/2023,DragonMooseheart,24,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/7/2023,DragonMooseheart,24,B,yes,Unknown,NA,NA,NA,NA,NA,NA,NA,Check notes
7/7/2023,DragonMooseheart,25,C,yes,Salix,NA,NA,7.1,4,100,100,100,
7/7/2023,DragonMooseheart,25,C,yes,Salix,NA,NA,1,9,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.5,5,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.7,2,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.5,5,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.5,4,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.5,2,100,100,75,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.3,5,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.3,2,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.5,5,100,100,50,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.5,4,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,1,1,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.8,4,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.6,2,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.7,2,100,100,75,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.9,3,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.3,4,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.3,10,100,100,100,
7/7/2023,DragonMooseheart,25,A,yes,Salix,NA,NA,0.4,5,100,100,100,
7/7/2023,DragonMooseheart,25,B,yes,Salix,NA,NA,0.4,7,100,100,100,
7/7/2023,DragonMooseheart,25,B,yes,Salix,NA,NA,0.5,9,100,100,100,
7/7/2023,DragonMooseheart,25,B,yes,Salix,NA,NA,0.5,1,100,100,100,
7/8/2023,DragonMooseheart,26,A,yes,Salix,NA,NA,1.8,1,100,100,100,
7/8/2023,DragonMooseheart,26,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2023,DragonMooseheart,26,C,yes,Salix,NA,NA,0.6,6,100,100,100,
7/8/2023,DragonMooseheart,27,B,yes,Salix,NA,NA,1,9,100,100,100,
7/8/2023,DragonMooseheart,27,B,yes,Salix,NA,NA,0.8,3,100,100,100,
7/8/2023,DragonMooseheart,27,C,yes,Salix,NA,NA,0.8,9,100,100,100,
7/8/2023,DragonMooseheart,27,C,yes,Salix,NA,NA,0.6,6,100,100,100,
7/8/2023,DragonMooseheart,27,C,yes,Salix,NA,NA,0.4,1,100,100,100,
7/8/2023,DragonMooseheart,27,C,yes,Salix,NA,NA,0.6,2,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,1.1,2,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,0.5,6,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,0.6,3,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,0.5,3,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,0.5,2,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,0.2,3,100,100,100,
7/8/2023,DragonMooseheart,27,A,yes,Salix,NA,NA,0.8,6,100,100,100,
7/8/2023,DragonMooseheart,28,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,0.5,10,100,100,50,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,1.1,11,100,75,50,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,0.8,4,100,100,50,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,0.3,6,100,100,75,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,0.6,3,100,100,75,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,0.7,9,100,100,75,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,0.3,1,100,100,100,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,0.5,10,100,100,50,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,1.1,11,100,75,50,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,0.8,4,100,100,50,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,0.3,6,100,100,75,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,0.6,3,100,100,75,
7/8/2023,DragonMooseheart,28,A,yes,Betula,NA,NA,0.7,9,100,100,75,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,0.3,1,100,100,100,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,3.4,2,100,100,100,
7/8/2023,DragonMooseheart,28,A,yes,Salix,NA,NA,1,1,100,100,100,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.7,6,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,1,5,75,75,75,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.7,9,100,100,100,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.2,2,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.5,4,100,100,100,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.9,5,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.5,6,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.9,5,100,100,50,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,1,5,75,75,75,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.7,9,100,100,100,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.2,2,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.7,6,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.9,5,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.5,6,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.9,5,100,100,50,
7/8/2023,DragonMooseheart,28,B,yes,Salix,NA,NA,0.5,4,100,100,100,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.7,3,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.4,5,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.7,3,100,100,75,
7/8/2023,DragonMooseheart,28,B,yes,Betula,NA,NA,0.4,5,100,100,75,
7/8/2023,DragonMooseheart,28,C,yes,Salix,NA,NA,0.5,2,100,100,100,
7/8/2023,DragonMooseheart,28,C,yes,Salix,NA,NA,0.4,1,100,100,100,
7/8/2023,DragonMooseheart,28,C,yes,Betula,NA,NA,0.6,2,100,100,75,
7/8/2023,DragonMooseheart,28,C,yes,Betula,NA,NA,0.9,9,100,100,75,
7/8/2023,DragonMooseheart,28,C,yes,Betula,NA,NA,0.8,5,100,100,100,
7/8/2023,DragonMooseheart,28,C,yes,Betula,NA,NA,0.6,2,100,100,75,
7/8/2023,DragonMooseheart,28,C,yes,Betula,NA,NA,0.9,9,100,100,75,
7/8/2023,DragonMooseheart,28,C,yes,Betula,NA,NA,0.8,5,100,100,100,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,0.5,10,100,100,50,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,1.1,11,100,75,50,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,0.8,4,100,100,50,
7/8/2023,Chitanana,29,A,yes,Salix,NA,NA,0.3,6,100,100,75,
7/8/2023,Chitanana,29,A,yes,Salix,NA,NA,0.6,3,100,100,75,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,0.7,9,100,100,75,
7/8/2023,Chitanana,29,A,yes,Salix,NA,NA,0.3,1,100,100,100,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,0.5,10,100,100,50,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,1.1,11,100,75,50,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,0.8,4,100,100,50,
7/8/2023,Chitanana,29,A,yes,Salix,NA,NA,0.3,6,100,100,75,
7/8/2023,Chitanana,29,A,yes,Salix,NA,NA,0.6,3,100,100,75,
7/8/2023,Chitanana,29,A,yes,Betula,NA,NA,0.7,9,100,100,75,
7/8/2023,Chitanana,29,A,yes,Salix,NA,NA,0.3,1,100,100,100,
7/8/2023,Chitanana,29,B,yes,Salix,NA,NA,0.7,6,100,100,75,
