date,fire_scar,site,plot,shrubs_present,shrub_species,dbh,dbh_count,basal_diameter,basal_count,foliage_combustion,branch_combustion,stem_combustion,shrub_notes
7/26/2022,PreachPreacher,8675309,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,449,B,yes,Betula,NA,NA,1.5,10,100,100,100,NA
7/25/2022,FrozenBlackCalf,449,B,yes,Betula,NA,NA,1.7,9,100,100,50,NA
7/24/2022,FrozenCalf,755,B,yes,Betula,NA,NA,2.1,17,75,25,0,NA
7/24/2022,FrozenCalf,755,B,yes,Salix,NA,NA,0.6,2,75,50,0,NA
7/24/2022,FrozenCalf,755,B,yes,Betula,NA,NA,1.6,14,75,50,0,NA
7/24/2022,FrozenCalf,755,B,yes,Betula,NA,NA,1,16,50,25,0,NA
7/24/2022,FrozenCalf,755,B,yes,Salix,NA,NA,1.5,4,50,25,0,NA
7/26/2022,PreachPreacher,579,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/22/2022,LittleYunBear,1037,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/27/2022,Marr,2823,B,yes,Betula,NA,NA,0.8,2,25,0,0,NA
7/27/2022,Marr,2823,B,yes,Betula,NA,NA,3.5,2,25,25,0,NA
7/27/2022,Marr,2823,B,yes,Betula,NA,NA,3,3,25,25,25,NA
7/23/2022,FrozenFish,1820,A,yes,Salix,NA,NA,1.1,7,100,100,100,NA
7/23/2022,FrozenFish,1820,A,yes,Salix,NA,NA,1.5,4,100,NA,100,NA
7/23/2022,FrozenFish,1820,A,yes,Salix,NA,NA,0.9,3,100,100,100,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,1.5,16,100,50,0,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,1.1,8,100,50,0,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,0.7,4,100,100,75,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,0.6,10,100,100,75,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,2.2,7,100,25,0,NA
7/24/2022,FrozenCalf,755,C,yes,Salix,NA,NA,1.1,3,100,50,0,NA
7/24/2022,FrozenCalf,755,C,yes,Salix,NA,NA,0.9,4,100,50,0,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,1.2,6,100,75,25,NA
7/24/2022,FrozenCalf,755,C,yes,Salix,NA,NA,1.5,3,100,50,0,NA
7/24/2022,FrozenCalf,755,C,yes,Salix,NA,NA,1.5,2,100,50,0,NA
7/24/2022,FrozenCalf,755,C,yes,Betula,NA,NA,1.1,5,100,50,0,NA
7/24/2022,FrozenCalf,360,B,yes,Salix,NA,NA,2.8,4,100,50,0,NA
7/24/2022,FrozenCalf,360,B,yes,Betula,NA,NA,2.2,6,100,50,25,NA
7/24/2022,FrozenCalf,360,B,yes,Salix,NA,NA,1.8,4,100,50,25,NA
7/24/2022,FrozenCalf,360,B,yes,Betula,NA,NA,1.8,31,100,75,25,NA
7/24/2022,FrozenCalf,360,B,yes,Salix,NA,NA,1,6,100,50,25,NA
7/24/2022,FrozenCalf,360,B,yes,Betula,NA,NA,2.2,5,100,75,25,NA
7/26/2022,PreachPreacher,46,B,yes,Salix,NA,NA,1,NA,0,0,0,NA
7/21/2022,Tractor,1232,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,807,A,yes,Salix,NA,NA,2,NA,25,25,0,NA
7/25/2022,FrozenBlackCalf,807,A,yes,Alder,NA,NA,2.4,12,100,50,0,NA
7/25/2022,FrozenBlackCalf,807,A,yes,Alder,NA,NA,1.2,3,25,25,0,NA
7/25/2022,FrozenBlackCalf,807,A,yes,Betula,NA,NA,1.1,8,0,0,0,NA
7/25/2022,FrozenBlackCalf,807,A,yes,Betula,NA,NA,1.2,4,100,100,75,NA
7/24/2022,FrozenCalf,11,A,yes,Betula,NA,NA,1.8,12,100,75,75,NA
7/24/2022,FrozenCalf,11,A,yes,Betula,NA,NA,0.9,20,100,100,50,NA
7/24/2022,FrozenCalf,11,A,yes,Betula,NA,NA,0.9,5,100,100,50,NA
7/24/2022,FrozenCalf,11,A,yes,Betula,NA,NA,1,14,100,100,75,NA
7/26/2022,PreachPreacher,483,C,yes,Salix,NA,NA,0.8,2,0,0,0,NA
7/26/2022,PreachPreacher,483,C,yes,Salix,NA,NA,2.7,3,0,0,0,NA
7/26/2022,PreachPreacher,483,C,yes,Salix,NA,NA,1,8,0,0,0,NA
7/26/2022,PreachPreacher,483,C,yes,Salix,NA,NA,3,NA,50,25,0,NA
7/27/2022,Marr,2823,C,yes,Betula,NA,NA,1.1,3,100,100,100,NA
7/27/2022,Marr,2823,C,yes,Betula,NA,NA,0.8,2,100,100,100,NA
7/20/2022,BigTractor,158,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/22/2022,LittleYunBear,1037,C,yes,Salix,NA,NA,3.7,1,100,100,100,NA
7/22/2022,LittleYunBear,1037,C,yes,Alder,NA,NA,3.8,1,0,0,0,NA
7/22/2022,LittleYunBear,1037,C,yes,Salix,NA,NA,5.8,1,25,25,0,NA
7/25/2022,FrozenBlackCalf,188,C,yes,Betula,NA,NA,3,6,100,100,50,NA
7/25/2022,FrozenBlackCalf,188,C,yes,Betula,NA,NA,2.4,5,100,100,75,NA
7/25/2022,FrozenBlackCalf,188,C,yes,Betula,NA,NA,2.9,7,100,100,75,NA
7/25/2022,FrozenBlackCalf,188,C,yes,Betula,NA,NA,1.6,18,100,100,75,NA
7/25/2022,FrozenBlackCalf,188,C,yes,Betula,NA,NA,1.4,18,100,100,75,NA
7/25/2022,FrozenBlackCalf,807,C,yes,Salix,NA,NA,1.5,5,100,100,25,NA
7/25/2022,FrozenBlackCalf,807,C,yes,Salix,NA,NA,2,NA,100,50,0,NA
7/25/2022,FrozenBlackCalf,807,C,yes,Salix,NA,NA,2.4,NA,100,100,25,NA
7/26/2022,PreachPreacher,918,C,yes,Salix,NA,NA,1.2,2,25,25,0,NA
7/23/2022,FrozenFish,374,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,188,B,yes,Betula,NA,NA,1.8,15,100,100,75,NA
7/25/2022,FrozenBlackCalf,188,B,yes,Alder,NA,NA,2.2,17,100,25,0,NA
7/25/2022,FrozenBlackCalf,188,B,yes,Betula,NA,NA,1.5,14,100,100,75,NA
7/25/2022,FrozenBlackCalf,188,B,yes,Salix,NA,NA,2.2,5,100,75,25,NA
7/24/2022,FrozenCalf,686,B,yes,Betula,NA,NA,1.1,13,100,75,0,NA
7/28/2022,MarrRock,643,A,yes,Unknown,NA,NA,2,NA,100,100,100,NA
7/21/2022,Tractor,2759,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/21/2022,Tractor,1232,C,yes,Unknown,NA,NA,2,3,100,100,75,NA
7/24/2022,FrozenCalf,268,C,yes,Betula,NA,NA,1.2,12,100,25,0,NA
7/24/2022,FrozenCalf,268,C,yes,Betula,NA,NA,1.5,20,100,100,25,NA
7/24/2022,FrozenCalf,268,C,yes,Salix,NA,NA,1,4,100,100,50,NA
7/24/2022,FrozenCalf,268,C,yes,Alder,NA,NA,3.5,11,75,75,0,NA
7/24/2022,FrozenCalf,268,C,yes,Betula,NA,NA,1.5,10,100,75,25,NA
7/26/2022,PreachPreacher,46,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/27/2022,Marr,679,A,yes,Betula,NA,NA,0.9,13,100,100,100,NA
7/27/2022,Marr,679,A,yes,Betula,NA,NA,1.1,5,25,25,0,NA
7/27/2022,Marr,679,A,yes,Betula,NA,NA,0.5,NA,0,0,0,NA
7/27/2022,Marr,679,A,yes,Betula,NA,NA,1,12,100,100,75,NA
7/19/2022,BearFish,68274,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/21/2022,Tractor,2132,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/22/2022,LittleYunBear,410,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2022,FrozenBlackCalf,1018,A,yes,Betula,NA,NA,2.4,36,100,100,25,NA
7/24/2022,FrozenCalf,755,A,yes,Betula,NA,NA,1.5,14,50,25,25,NA
7/24/2022,FrozenCalf,755,A,yes,Betula,NA,NA,0.6,16,25,0,0,NA
7/24/2022,FrozenCalf,755,A,yes,Alder,NA,NA,3.2,3,25,0,0,NA
7/24/2022,FrozenCalf,755,A,yes,Alder,NA,NA,2.9,6,25,0,0,NA
7/24/2022,FrozenCalf,755,A,yes,Betula,NA,NA,2.8,9,25,0,0,NA
7/24/2022,FrozenCalf,26,C,yes,Betula,NA,NA,1,20,100,75,25,NA
7/24/2022,FrozenCalf,26,C,yes,Betula,NA,NA,1.2,4,100,50,0,NA
7/20/2022,BigTractor,145,A,yes,Salix,NA,NA,1.1,19,100,100,100,NA
7/20/2022,BigTractor,145,A,yes,Salix,NA,NA,1.2,2,100,100,100,NA
7/20/2022,BigTractor,145,A,yes,Salix,NA,NA,1.4,21,100,100,100,NA
7/19/2022,BearFish,6846,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/19/2022,BearFish,68303,A,yes,Salix,NA,NA,1.5,3,100,100,25,NA
7/23/2022,FrozenFish,1202,C,yes,Salix,NA,NA,1.3,NA,100,100,25,NA
7/23/2022,FrozenFish,1202,C,yes,Salix,NA,NA,4,NA,100,75,25,NA
7/23/2022,FrozenFish,1202,C,yes,Salix,NA,NA,2.2,3,100,75,0,NA
7/20/2022,BigTractor,145,C,yes,Salix,NA,NA,1.6,6,100,75,50,NA
7/20/2022,BigTractor,262,C,yes,Salix,NA,NA,2.1,1,100,100,100,NA
7/24/2022,FrozenCalf,11,C,yes,Betula,NA,NA,1.2,7,100,100,25,NA
7/24/2022,FrozenCalf,11,C,yes,Salix,NA,NA,0.4,5,100,100,50,NA
7/24/2022,FrozenCalf,11,C,yes,Salix,NA,NA,2,NA,100,100,25,NA
7/19/2022,BearFish,68303,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/23/2022,FrozenFish,2616,A,yes,Alder,NA,NA,2.2,2,100,100,25,NA
7/23/2022,FrozenFish,2616,A,yes,Alder,NA,NA,2.4,3,100,100,50,NA
7/23/2022,FrozenFish,2616,A,yes,Alder,NA,NA,1.8,2,100,100,25,NA
7/25/2022,FrozenBlackCalf,449,A,yes,Betula,NA,NA,2.4,4,100,100,75,NA
7/25/2022,FrozenBlackCalf,449,A,yes,Alder,NA,NA,2.1,10,100,50,0,NA
7/25/2022,FrozenBlackCalf,449,A,yes,Salix,NA,NA,0.9,3,100,100,100,NA
7/25/2022,FrozenBlackCalf,449,A,yes,Betula,NA,NA,4.5,6,100,75,0,NA
7/28/2022,MarrRock,643,C,yes,Salix,NA,NA,2.2,2,100,100,75,NA
7/28/2022,MarrRock,643,C,yes,Salix,NA,NA,1,3,100,100,100,NA
7/20/2022,BigTractor,90,A,yes,Salix,NA,NA,0.8,3,100,100,75,NA
7/20/2022,BigTractor,90,A,yes,Unknown,NA,NA,1.5,4,100,100,100,NA
7/20/2022,BigTractor,90,B,yes,Salix,NA,NA,5.1,2,100,100,75,NA
7/28/2022,MarrRock,1371,B,yes,Salix,NA,NA,0.7,3,0,0,0,NA
7/28/2022,MarrRock,1371,B,yes,Alder,NA,NA,1.6,4,0,0,0,NA
7/28/2022,MarrRock,1371,B,yes,Salix,NA,NA,0.4,2,0,0,0,NA
7/20/2022,BigTractor,101,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/17/2023,Isom,1,A,yes,Salix,NA,NA,1.4,1,100,75,0,
6/17/2023,Isom,1,A,yes,Salix,NA,NA,1.2,2,100,100,100,
6/17/2023,Isom,1,A,yes,Salix,NA,NA,2.2,1,100,100,100,
6/17/2023,Isom,1,A,yes,Salix,NA,NA,0.7,3,100,25,0,
6/17/2023,Isom,1,A,yes,Salix,NA,NA,2.6,1,100,100,75,
6/17/2023,Isom,1,C,yes,Salix,NA,NA,4,2,100,100,75,
6/17/2023,Isom,1,C,yes,Salix,NA,NA,1.3,1,100,100,100,
6/17/2023,Isom,1,C,yes,Salix,NA,NA,1.3,2,100,75,0,
6/17/2023,Isom,1,C,yes,Salix,NA,NA,0.6,1,100,100,100,
6/17/2023,Isom,1,B,yes,Salix,NA,NA,2.2,2,100,100,100,
6/17/2023,Isom,1,B,yes,Salix,NA,NA,0.9,2,100,100,100,
6/17/2023,Isom,1,B,yes,Salix,NA,NA,2.6,1,100,100,100,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,2,2,0,0,0,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1.8,1,100,100,50,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,0.5,1,100,100,50,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1.7,3,0,0,0,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1.6,1,100,100,100,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,2.2,1,100,100,100,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1.8,1,0,0,0,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,0.7,2,0,0,0,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,0.5,2,100,100,100,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1,1,100,100,100,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,0.6,1,0,0,0,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1.4,1,100,100,100,
6/18/2023,Isom,2,A,yes,Salix,NA,NA,1.5,1,0,0,0,
6/18/2023,Isom,2,C,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2023,Isom,2,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/18/2023,Isom,3,C,yes,Alder,NA,NA,1.5,2,50,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,2.1,1,100,100,75,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,2.6,1,100,100,75,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.3,1,100,75,25,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.5,1,25,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.3,1,25,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1,1,25,25,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,2.1,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,0.7,1,25,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1,1,100,100,100,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.4,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.3,2,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.8,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.5,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,0.8,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.1,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,2.5,1,100,100,75,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,3.4,1,50,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,4,1,50,25,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.5,1,25,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.3,1,25,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1,1,25,25,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,2.1,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,0.7,1,25,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1,1,100,100,100,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.4,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.3,2,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.8,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.5,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,0.8,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,1.1,1,0,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,2.5,1,100,100,75,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,3.4,1,50,0,0,
6/18/2023,Isom,3,C,yes,Salix,NA,NA,4,1,50,25,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.5,1,25,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.3,1,25,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1,1,25,25,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,2.1,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,0.7,1,25,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1,1,100,100,100,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.4,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.3,2,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.8,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.5,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,0.8,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.1,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,2.5,1,100,100,75,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,3.4,1,50,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,4,1,50,25,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.5,1,25,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.3,1,25,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1,1,25,25,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,2.1,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,0.7,1,25,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1,1,100,100,100,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.4,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.3,2,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.8,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.5,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,0.8,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.7,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,1.1,1,0,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,2.5,1,100,100,75,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,3.4,1,50,0,0,
6/18/2023,Isom,3,B,yes,Salix,NA,NA,4,1,50,25,0,
6/18/2023,Isom,3,B,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/23/2023,MmBonanza,4,B,yes,Uknown,NA,NA,0.4,10,100,100,100,
6/23/2023,MmBonanza,4,B,yes,Betula,NA,NA,0.4,8,100,100,100,
6/23/2023,MmBonanza,4,B,yes,Salix,NA,NA,1,27,100,100,100,
6/23/2023,MmBonanza,4,C,yes,Uknown,NA,NA,0.5,8,100,100,100,
6/23/2023,MmBonanza,4,C,yes,Betula,NA,NA,0.4,12,100,75,75,
6/23/2023,MmBonanza,4,A,yes,Salix,NA,NA,0.4,11,100,100,100,
6/23/2023,MmBonanza,4,A,yes,Betula,NA,NA,0.7,28,100,100,100,
6/23/2023,MmBonanza,4,A,yes,Betula,NA,NA,0.4,16,100,100,100,
6/23/2023,MmBonanza,5,B,yes,Salix,NA,NA,6.5,1,100,25,25,
6/23/2023,MmBonanza,5,B,yes,Salix,NA,NA,4.5,1,0,0,0,
6/23/2023,MmBonanza,5,A,no,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/23/2023,MmBonanza,5,C,yes,Salix,NA,NA,2.7,1,100,100,100,
6/23/2023,MmBonanza,5,C,yes,Salix,NA,NA,2.9,3,75,25,0,3
6/23/2023,MmBonanza,5,C,yes,Salix,NA,NA,1.3,5,100,100,50,
6/23/2023,MmBonanza,5,C,yes,Salix,NA,NA,4.1,1,100,50,50,
6/24/2023,MmBonanza,6,B,yes,Betula,NA,NA,1.4,1,100,100,50,
6/24/2023,MmBonanza,6,C,yes,Betula,NA,NA,1.5,2,100,100,50,
6/24/2023,MmBonanza,6,C,yes,Betula,NA,NA,1.7,1,50,25,0,
6/24/2023,MmBonanza,6,C,yes,Betula,NA,NA,0.6,1,100,100,25,
6/24/2023,MmBonanza,6,A,yes,Betula,NA,NA,0.7,1,100,50,50,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.4,1,100,50,0,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,1.6,4,100,100,100,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.3,13,100,100,75,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.5,10,100,100,50,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.2,7,100,100,75,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.7,7,100,100,75,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.9,9,100,100,50,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,1,11,100,100,75,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.8,5,100,100,75,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.5,5,100,100,75,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,2.8,4,100,100,100,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,1.5,4,25,25,0,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.5,2,100,100,50,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,0.6,12,100,100,100,
6/24/2023,MmBonanza,7,C,yes,Betula,NA,NA,4.4,7,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.5,13,100,100,50,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.8,3,100,100,75,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,3,6,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,3,2,25,25,0,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.4,3,100,100,75,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.3,3,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.6,1,100,100,50,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.9,8,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.2,2,100,100,75,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.3,7,100,100,75,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.7,4,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.7,2,100,100,75,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.3,2,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.3,8,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.2,3,100,100,100,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.3,4,100,100,50,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.3,6,100,100,75,
6/24/2023,MmBonanza,7,A,yes,Betula,NA,NA,0.6,1,100,100,75,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.5,4,100,100,75,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,1.2,5,100,100,75,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.5,3,100,100,75,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.4,8,100,100,100,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.7,9,100,100,100,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.3,4,100,100,100,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.8,4,100,100,50,
6/24/2023,MmBonanza,7,B,yes,Betula,NA,NA,0.5,1,50,25,0,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.2,2,100,50,50,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.2,2,100,50,50,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.3,2,100,50,50,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.3,1,100,50,50,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.2,16,100,75,75,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.4,2,100,50,50,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.5,9,100,100,50,
6/24/2023,MmBonanza,8,C,yes,Betula,NA,NA,0.5,4,100,100,100,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.3,3,25,25,0,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,1.7,6,100,100,75,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,1.1,2,25,0,0,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.6,1,25,25,0,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.3,1,100,50,0,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.3,3,100,50,50,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.3,2,100,75,75,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.3,3,100,100,100,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.4,3,100,75,0,
6/24/2023,MmBonanza,8,A,yes,Alder,NA,NA,0.2,3,100,75,75,
6/24/2023,MmBonanza,8,B,yes,Alder,NA,NA,2,8,50,25,0,
6/24/2023,MmBonanza,8,B,yes,Alder,NA,NA,0.9,6,50,50,0,
6/24/2023,MmBonanza,8,B,yes,Alder,NA,NA,1.3,6,100,100,100,
6/24/2023,MmBonanza,8,B,yes,Betula,NA,NA,0.5,7,50,50,50,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,2.4,13,25,25,25,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,1,3,50,50,50,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,0.5,1,50,50,50,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,2.2,25,75,75,50,
6/25/2023,DouglasBonanza,9,B,yes,Salix,NA,NA,1,5,25,25,0,
