date,fire_scar,site,plot,location,species,seedling_count,bd1,bd2,bd3
7/24/2021,TananaRoad,747,C,9m,black_spruce,10,1.1,0.8,3.6
7/25/2021,TananaRoad,757,A,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,A,3m,birch,3,0.1,0.1,2.1
7/25/2021,TananaRoad,757,A,3m,black_spruce,5,1.2,0.9,2.5
7/25/2021,TananaRoad,757,A,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,A,6m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,757,A,6m,black_spruce,7,0.5,0.7,5.8
7/25/2021,TananaRoad,757,A,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,A,9m,birch,1,0.75,NA,NA
7/25/2021,TananaRoad,757,A,9m,black_spruce,3,2.2,1.9,0.9
7/25/2021,TananaRoad,757,B,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,B,3m,birch,1,0.3,NA,NA
7/25/2021,TananaRoad,757,B,3m,black_spruce,5,2.2,2.2,0.9
7/25/2021,TananaRoad,757,B,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,B,6m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,757,B,6m,black_spruce,7,1.6,0.6,1.2
7/25/2021,TananaRoad,757,B,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,B,9m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,757,B,9m,black_spruce,1,0.1,NA,NA
7/25/2021,TananaRoad,757,C,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,C,3m,birch,3,5.5,5.4,4.2
7/25/2021,TananaRoad,757,C,3m,black_spruce,16,2,0.8,1.2
7/25/2021,TananaRoad,757,C,6m,aspen,1,3.8,NA,NA
7/25/2021,TananaRoad,757,C,6m,birch,2,1.3,1,NA
7/25/2021,TananaRoad,757,C,6m,black_spruce,19,1,2.6,1.4
7/25/2021,TananaRoad,757,C,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,757,C,9m,birch,3,2.7,0.1,0.3
7/25/2021,TananaRoad,757,C,9m,black_spruce,41,0.5,3,3
7/25/2021,TananaRoad,777,A,3m,aspen,1,4,NA,NA
7/25/2021,TananaRoad,777,A,3m,birch,8,5.5,0.9,5.2
7/25/2021,TananaRoad,777,A,3m,black_spruce,23,3,2.8,1.9
7/25/2021,TananaRoad,777,A,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,777,A,6m,birch,7,0.6,5.5,3.9
7/25/2021,TananaRoad,777,A,6m,black_spruce,9,0.5,0.6,0.8
7/25/2021,TananaRoad,777,A,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,777,A,9m,birch,10,1,1.2,4.8
7/25/2021,TananaRoad,777,A,9m,black_spruce,23,1.8,2.2,1.2
7/25/2021,TananaRoad,777,B,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,777,B,3m,birch,4,4.8,3.5,0.8
7/25/2021,TananaRoad,777,B,3m,black_spruce,55,5.5,0.8,3.1
7/25/2021,TananaRoad,777,B,6m,aspen,2,13.2,2.6,NA
7/25/2021,TananaRoad,777,B,6m,birch,6,2.5,2.5,0.3
7/25/2021,TananaRoad,777,B,6m,black_spruce,112,7.7,3.5,3.1
7/25/2021,TananaRoad,777,B,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,777,B,9m,birch,3,2.5,1.2,1.2
7/25/2021,TananaRoad,777,B,9m,black_spruce,23,3.5,2.5,3.1
7/25/2021,TananaRoad,777,C,3m,aspen,1,5,NA,NA
7/25/2021,TananaRoad,777,C,3m,birch,6,0.5,1.8,2.7
7/25/2021,TananaRoad,777,C,3m,black_spruce,23,0.8,2.5,8.4
7/25/2021,TananaRoad,777,C,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,777,C,6m,birch,10,2.2,2.9,1.6
7/25/2021,TananaRoad,777,C,6m,black_spruce,18,3.9,4.9,1.9
7/25/2021,TananaRoad,777,C,9m,aspen,1,5.3,NA,NA
7/25/2021,TananaRoad,777,C,9m,birch,3,2.1,3.6,4.3
7/25/2021,TananaRoad,777,C,9m,black_spruce,10,0.3,2.5,2.2
7/25/2021,TananaRoad,876,A,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,A,3m,birch,4,2.5,1.8,1.1
7/25/2021,TananaRoad,876,A,3m,black_spruce,5,5.2,1.5,2.4
7/25/2021,TananaRoad,876,A,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,A,6m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,876,A,6m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,876,A,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,A,9m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,876,A,9m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,876,B,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,B,3m,birch,3,4.6,1.6,1.4
7/25/2021,TananaRoad,876,B,3m,black_spruce,1,2.8,NA,NA
7/25/2021,TananaRoad,876,B,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,B,6m,birch,1,0.2,NA,NA
7/25/2021,TananaRoad,876,B,6m,black_spruce,1,0.4,NA,NA
7/25/2021,TananaRoad,876,B,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,B,9m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,876,B,9m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,876,C,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,C,3m,birch,12,0.7,1.2,3.3
7/25/2021,TananaRoad,876,C,3m,black_spruce,5,1,1.5,0.8
7/25/2021,TananaRoad,876,C,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,C,6m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,876,C,6m,black_spruce,4,0.7,1.6,1.2
7/25/2021,TananaRoad,876,C,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,876,C,9m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,876,C,9m,black_spruce,1,0.8,NA,NA
7/25/2021,TananaRoad,905,A,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,3m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,3m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,6m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,6m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,9m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,905,A,9m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,905,B,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,B,3m,birch,3,0.9,1,0.3
7/25/2021,TananaRoad,905,B,3m,black_spruce,25,2,4.9,0.5
7/25/2021,TananaRoad,905,B,6m,aspen,1,3.6,NA,NA
7/25/2021,TananaRoad,905,B,6m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,905,B,6m,black_spruce,7,0.9,0.5,2.9
7/25/2021,TananaRoad,905,B,9m,aspen,1,1.6,NA,NA
7/25/2021,TananaRoad,905,B,9m,birch,12,2.4,2,0.1
7/25/2021,TananaRoad,905,B,9m,black_spruce,15,0.4,2.6,2.3
7/25/2021,TananaRoad,905,C,3m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,C,3m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,905,C,3m,black_spruce,0,NA,NA,NA
7/25/2021,TananaRoad,905,C,6m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,C,6m,birch,5,0.4,1,0.5
7/25/2021,TananaRoad,905,C,6m,black_spruce,14,1.3,0.2,1.5
7/25/2021,TananaRoad,905,C,9m,aspen,0,NA,NA,NA
7/25/2021,TananaRoad,905,C,9m,birch,0,NA,NA,NA
7/25/2021,TananaRoad,905,C,9m,black_spruce,8,0.6,0.4,0.5
7/24/2021,TananaRoad,929,A,3m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,3m,birch,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,3m,black_spruce,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,6m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,6m,birch,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,6m,black_spruce,4,1.5,1.8,0.8
7/24/2021,TananaRoad,929,A,9m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,9m,birch,0,NA,NA,NA
7/24/2021,TananaRoad,929,A,9m,black_spruce,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,3m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,3m,birch,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,3m,black_spruce,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,6m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,6m,birch,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,6m,black_spruce,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,9m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,B,9m,birch,14,2.1,1.8,3.1
7/24/2021,TananaRoad,929,B,9m,black_spruce,76,2.9,1.4,2.6
7/24/2021,TananaRoad,929,C,3m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,C,3m,birch,16,9.6,1.4,0.5
7/24/2021,TananaRoad,929,C,3m,black_spruce,5,2.1,1.8,1.6
7/24/2021,TananaRoad,929,C,6m,aspen,2,3.3,1.7,NA
7/24/2021,TananaRoad,929,C,6m,birch,12,4.3,1.4,1.9
7/24/2021,TananaRoad,929,C,6m,black_spruce,25,2,1.2,1.5
7/24/2021,TananaRoad,929,C,9m,aspen,0,NA,NA,NA
7/24/2021,TananaRoad,929,C,9m,birch,10,2.7,6.1,3.4
7/24/2021,TananaRoad,929,C,9m,black_spruce,23,2.2,1.4,5
7/21/2022,Tractor,1232,A,2.5m,aspen,2,2.2,1.9,NA
7/21/2022,Tractor,1232,A,7.5m,aspen,1,2.7,NA,NA
7/21/2022,Tractor,1232,B,2.5m,aspen,6,9.5,4.5,5.3
7/21/2022,Tractor,1232,B,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,1232,C,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,1232,C,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2132,A,7.5m,black_spruce,1,0.5,NA,NA
7/21/2022,Tractor,2132,A,7.5m,aspen,1,2.6,NA,NA
7/21/2022,Tractor,2132,A,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2132,B,2.5m,black_spruce,2,1.5,2.2,NA
7/21/2022,Tractor,2132,B,7.5m,black_spruce,6,1,0.8,0.6
7/21/2022,Tractor,2132,B,7.5m,aspen,2,1.5,1.8,NA
7/21/2022,Tractor,2132,C,7.5m,black_spruce,5,0.5,0.5,0.4
7/21/2022,Tractor,2132,C,7.5m,aspen,5,0.6,1.8,1.3
7/21/2022,Tractor,2132,C,2.5m,aspen,4,1.1,2.1,2.7
7/21/2022,Tractor,2513,A,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2513,A,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2513,B,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2513,B,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2513,C,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2513,C,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2759,A,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2759,A,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2759,B,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2759,B,7.5m,black_spruce,5,0.4,0.5,0.8
7/21/2022,Tractor,2759,C,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,2759,C,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,3982,A,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,3982,A,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,3982,B,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,3982,B,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,3982,C,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,3982,C,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,4156,A,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,4156,A,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,4156,B,7.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,4156,B,2.5m,black_spruce,0,NA,NA,NA
7/21/2022,Tractor,4156,C,7.5m,aspen,1,1.8,NA,NA
7/21/2022,Tractor,4156,C,2.5m,aspen,4,3.4,3.7,2.8
7/21/2022,Tractor,4156,C,2.5m,birch,1,0.6,NA,NA
manual,DouglasBonanza,9,A,7.5 m,black_spruce,0,NA,NA,NA
manual,DouglasBonanza,9,A,2.5 m,black_spruce,0,NA,NA,NA
manual,DouglasBonanza,9,B,2.5 m,black_spruce,0,NA,NA,NA
manual,DouglasBonanza,9,B,7.5 m,black_spruce,0,NA,NA,NA
manual,DouglasBonanza,9,C,7.5 m,black_spruce,0,NA,NA,NA
manual,DouglasBonanza,9,C,2.5 m,black_spruce,0,NA,NA,NA
manual,BitzshitiniWien,43,A,7.5 m,black_spruce,0,NA,NA,NA
manual,BitzshitiniWien,43,A,2.5 m,black_spruce,0,NA,NA,NA
manual,BitzshitiniWien,43,B,2.5 m,black_spruce,0,NA,NA,NA
manual,BitzshitiniWien,43,B,7.5 m,black_spruce,0,NA,NA,NA
manual,BitzshitiniWien,43,C,7.5 m,black_spruce,0,NA,NA,NA
manual,BitzshitiniWien,43,C,2.5 m,black_spruce,0,NA,NA,NA
