date,fire_scar,site,plot,location,species,seedling_count,bd1,bd2,bd3
7/18/2021,Aggie,89,A,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,A,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,89,A,3m,black_spruce,9,0.3,0.4,0.4
7/18/2021,Aggie,89,A,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,A,6m,birch,8,0.4,0.7,1
7/18/2021,Aggie,89,A,6m,black_spruce,34,0.3,1.5,1.6
7/18/2021,Aggie,89,A,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,A,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,89,A,9m,black_spruce,8,1.1,0.3,0.6
7/18/2021,Aggie,89,B,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,B,3m,birch,1,0.8,NA,NA
7/18/2021,Aggie,89,B,3m,black_spruce,7,0.5,1.4,1.1
7/18/2021,Aggie,89,B,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,B,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,89,B,6m,black_spruce,5,0.3,0.5,0.2
7/18/2021,Aggie,89,B,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,B,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,89,B,9m,black_spruce,16,0.3,0.5,4
7/18/2021,Aggie,89,C,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,C,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,89,C,3m,black_spruce,3,1,1.6,0.3
7/18/2021,Aggie,89,C,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,C,6m,birch,1,0.6,NA,NA
7/18/2021,Aggie,89,C,6m,black_spruce,8,0.8,0.6,2.5
7/18/2021,Aggie,89,C,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,89,C,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,89,C,9m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,93,A,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,A,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,A,3m,black_spruce,4,0.9,0.8,0.4
7/17/2021,Aggie,93,A,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,A,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,A,6m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,93,A,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,A,9m,birch,3,0.2,0.7,1.2
7/17/2021,Aggie,93,A,9m,black_spruce,23,0.5,0.7,0.4
7/17/2021,Aggie,93,B,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,B,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,B,3m,black_spruce,5,0.9,1.3,0.7
7/17/2021,Aggie,93,B,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,B,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,B,6m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,93,B,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,B,9m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,B,9m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,93,C,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,C,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,C,3m,black_spruce,3,0.1,0.5,0.7
7/17/2021,Aggie,93,C,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,C,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,C,6m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,93,C,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,93,C,9m,birch,0,NA,NA,NA
7/17/2021,Aggie,93,C,9m,black_spruce,1,NA,NA,NA
7/17/2021,Aggie,94,A,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,A,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,A,3m,black_spruce,12,0.4,0.7,0.4
7/17/2021,Aggie,94,A,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,A,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,A,6m,black_spruce,17,0.5,1.5,0.7
7/17/2021,Aggie,94,A,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,A,9m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,A,9m,black_spruce,5,0.5,0.7,0.4
7/17/2021,Aggie,94,B,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,B,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,B,3m,black_spruce,6,0.9,0.6,0.4
7/17/2021,Aggie,94,B,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,B,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,B,6m,black_spruce,7,1,2.2,0.5
7/17/2021,Aggie,94,B,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,B,9m,birch,1,2.8,NA,NA
7/17/2021,Aggie,94,B,9m,black_spruce,9,0.3,0.6,0.7
7/17/2021,Aggie,94,C,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,C,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,C,3m,black_spruce,7,1.1,2,0.4
7/17/2021,Aggie,94,C,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,C,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,C,6m,black_spruce,2,2.8,1.7,NA
7/17/2021,Aggie,94,C,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,94,C,9m,birch,0,NA,NA,NA
7/17/2021,Aggie,94,C,9m,black_spruce,0,NA,NA,NA
7/18/2021,Aggie,99,A,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,A,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,A,3m,black_spruce,0,NA,NA,NA
7/18/2021,Aggie,99,A,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,A,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,A,6m,black_spruce,8,1.2,0.5,1
7/18/2021,Aggie,99,A,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,A,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,A,9m,black_spruce,4,0.1,0.1,0.2
7/18/2021,Aggie,99,B,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,B,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,B,3m,black_spruce,1,0.5,NA,NA
7/18/2021,Aggie,99,B,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,B,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,B,6m,black_spruce,9,0.4,0.7,0.5
7/18/2021,Aggie,99,B,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,B,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,B,9m,black_spruce,0,NA,NA,NA
7/18/2021,Aggie,99,C,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,C,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,C,3m,black_spruce,0,NA,NA,NA
7/18/2021,Aggie,99,C,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,C,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,C,6m,black_spruce,0,NA,NA,NA
7/18/2021,Aggie,99,C,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,99,C,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,99,C,9m,black_spruce,0,NA,NA,NA
7/18/2021,Aggie,103,A,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,A,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,103,A,3m,black_spruce,2,0.5,0.7,NA
7/18/2021,Aggie,103,A,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,A,6m,birch,1,0.2,NA,NA
7/18/2021,Aggie,103,A,6m,black_spruce,19,3.8,3,5.6
7/18/2021,Aggie,103,A,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,A,9m,birch,2,2.1,1.3,NA
7/18/2021,Aggie,103,A,9m,black_spruce,2,1.8,3.1,NA
7/18/2021,Aggie,103,B,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,B,3m,birch,1,0.3,NA,NA
7/18/2021,Aggie,103,B,3m,black_spruce,13,3.8,0.8,0.6
7/18/2021,Aggie,103,B,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,B,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,103,B,6m,black_spruce,15,6.9,4.2,2.7
7/18/2021,Aggie,103,B,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,B,9m,birch,2,0.1,0.7,1.2
7/18/2021,Aggie,103,B,9m,black_spruce,2,0.5,1,NA
7/18/2021,Aggie,103,C,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,C,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,103,C,3m,black_spruce,33,5,1.5,0.5
7/18/2021,Aggie,103,C,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,C,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,103,C,6m,black_spruce,5,6,0.2,1
7/18/2021,Aggie,103,C,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,103,C,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,103,C,9m,black_spruce,3,0.5,0.4,0.8
7/18/2021,Aggie,109,A,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,A,3m,birch,7,0.4,0.7,0.4
7/18/2021,Aggie,109,A,3m,black_spruce,9,1,0.8,1.1
7/18/2021,Aggie,109,A,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,A,6m,birch,3,1.6,2.1,0.7
7/18/2021,Aggie,109,A,6m,black_spruce,17,0.8,2.3,2.3
7/18/2021,Aggie,109,A,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,A,9m,birch,11,2.6,3,1.5
7/18/2021,Aggie,109,A,9m,black_spruce,15,2.1,2,1.1
7/18/2021,Aggie,109,B,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,B,3m,birch,9,1.4,1.3,2.1
7/18/2021,Aggie,109,B,3m,black_spruce,65,0.7,0.2,1.6
7/18/2021,Aggie,109,B,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,B,6m,birch,6,3.4,0.1,0.6
7/18/2021,Aggie,109,B,6m,black_spruce,8,1.1,0.5,1.2
7/18/2021,Aggie,109,B,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,B,9m,birch,28,2.5,2.4,3.2
7/18/2021,Aggie,109,B,9m,black_spruce,24,2.4,0.4,1.3
7/18/2021,Aggie,109,C,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,C,3m,birch,16,3,4,0.5
7/18/2021,Aggie,109,C,3m,black_spruce,18,1.4,4.4,1.5
7/18/2021,Aggie,109,C,6m,aspen,2,0.7,3.7,NA
7/18/2021,Aggie,109,C,6m,birch,10,2.3,2.5,0.5
7/18/2021,Aggie,109,C,6m,black_spruce,22,5,2.8,0.3
7/18/2021,Aggie,109,C,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,109,C,9m,birch,11,1.8,1.5,1.4
7/18/2021,Aggie,109,C,9m,black_spruce,9,0.4,0.5,0.6
7/18/2021,Aggie,110,A,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,A,3m,birch,1,0.4,NA,NA
7/18/2021,Aggie,110,A,3m,black_spruce,2,0.9,0.7,NA
7/18/2021,Aggie,110,A,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,A,6m,birch,1,1.1,NA,NA
7/18/2021,Aggie,110,A,6m,black_spruce,13,1.2,1.3,0.5
7/18/2021,Aggie,110,A,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,A,9m,birch,1,0.3,NA,NA
7/18/2021,Aggie,110,A,9m,black_spruce,8,0.8,1.2,1.9
7/18/2021,Aggie,110,B,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,B,3m,birch,8,0.8,0.3,0.5
7/18/2021,Aggie,110,B,3m,black_spruce,72,4.1,0.8,2.2
7/18/2021,Aggie,110,B,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,B,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,110,B,6m,black_spruce,52,4.1,4.4,3.9
7/18/2021,Aggie,110,B,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,B,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,110,B,9m,black_spruce,89,4.9,0.5,1.8
7/18/2021,Aggie,110,C,3m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,C,3m,birch,0,NA,NA,NA
7/18/2021,Aggie,110,C,3m,black_spruce,38,0.5,5.1,1.4
7/18/2021,Aggie,110,C,6m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,C,6m,birch,0,NA,NA,NA
7/18/2021,Aggie,110,C,6m,black_spruce,10,0.7,3.5,2
7/18/2021,Aggie,110,C,9m,aspen,0,NA,NA,NA
7/18/2021,Aggie,110,C,9m,birch,0,NA,NA,NA
7/18/2021,Aggie,110,C,9m,black_spruce,40,1.5,2.5,1.7
7/17/2021,Aggie,111,A,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,A,3m,birch,11,1.3,0.4,1.8
7/17/2021,Aggie,111,A,3m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,A,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,A,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,111,A,6m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,A,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,A,9m,birch,1,0.1,NA,NA
7/17/2021,Aggie,111,A,9m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,B,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,B,3m,birch,4,0.1,0.4,0.2
7/17/2021,Aggie,111,B,3m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,B,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,B,6m,birch,0,NA,NA,NA
7/17/2021,Aggie,111,B,6m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,B,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,B,9m,birch,2,0.7,0.4,NA
7/17/2021,Aggie,111,B,9m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,C,3m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,C,3m,birch,0,NA,NA,NA
7/17/2021,Aggie,111,C,3m,black_spruce,0,NA,NA,NA
7/17/2021,Aggie,111,C,6m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,C,6m,birch,11,0.4,0.4,0.1
7/17/2021,Aggie,111,C,6m,black_spruce,1,0.2,NA,NA
7/17/2021,Aggie,111,C,9m,aspen,0,NA,NA,NA
7/17/2021,Aggie,111,C,9m,birch,9,1,1.9,0.1
7/17/2021,Aggie,111,C,9m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6846,A,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6846,A,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6846,B,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6846,B,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6846,C,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6846,C,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6887,A,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6887,A,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6887,B,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6887,B,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6887,C,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,6887,C,7.5m,aspen,11,0.6,0.5,0.5
7/19/2022,BearFish,68274,A,7.5m,white_spruce,1,6,NA,NA
7/19/2022,BearFish,68274,A,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68274,B,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68274,B,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68274,C,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68274,C,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68303,A,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68303,A,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68303,B,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68303,B,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68303,C,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68303,C,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68469,A,7.5m,aspen,7,2,2.5,1.4
7/19/2022,BearFish,68469,A,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68469,B,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68469,B,7.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68469,C,2.5m,black_spruce,0,NA,NA,NA
7/19/2022,BearFish,68469,C,7.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,39,A,7.5m,birch,6,0.5,0.3,0.3
7/20/2022,BigTractor,39,A,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,39,B,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,39,B,7.5m,aspen,3,0.2,0.3,0.2
7/20/2022,BigTractor,39,C,2.5m,aspen,2,1.5,1.5,NA
7/20/2022,BigTractor,39,C,7.5m,aspen,4,0.3,0.2,1
7/20/2022,BigTractor,90,A,7.5m,aspen,3,3.3,3.5,2.5
7/20/2022,BigTractor,90,A,2.5m,aspen,4,4.1,3.8,2.8
7/20/2022,BigTractor,90,B,7.5m,aspen,9,3.2,2.3,2.4
7/20/2022,BigTractor,90,B,2.5m,aspen,1,2.7,NA,NA
7/20/2022,BigTractor,90,C,7.5m,aspen,8,4,2.5,2.8
7/20/2022,BigTractor,90,C,2.5m,aspen,4,1,1.7,0.7
7/20/2022,BigTractor,101,A,7.5m,aspen,2,1.5,1,NA
7/20/2022,BigTractor,101,A,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,101,B,2.5m,aspen,2,1.8,1.1,NA
7/20/2022,BigTractor,101,B,7.5m,aspen,2,2.5,2,NA
7/20/2022,BigTractor,101,C,2.5m,aspen,7,3.5,1.1,1.5
7/20/2022,BigTractor,101,C,7.5m,aspen,7,4,1,3.8
7/20/2022,BigTractor,145,A,7.5m,aspen,3,3.5,3.4,2.7
7/20/2022,BigTractor,145,B,7.5m,aspen,2,2.1,2.5,NA
7/20/2022,BigTractor,145,B,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,145,B,2.5m,aspen,1,2.5,NA,NA
7/20/2022,BigTractor,145,C,2.5m,aspen,1,6,NA,NA
7/20/2022,BigTractor,145,C,7.5m,aspen,2,4,2.8,NA
7/20/2022,BigTractor,158,A,7.5m,aspen,7,4.5,3.6,2.1
7/20/2022,BigTractor,158,A,2.5m,aspen,4,3.2,3.4,1.7
7/20/2022,BigTractor,158,B,2.5m,aspen,4,3.5,4.5,5.6
7/20/2022,BigTractor,158,B,7.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,158,C,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,158,C,7.5m,aspen,3,2.4,1.3,1.5
7/20/2022,BigTractor,262,A,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,262,A,7.5m,aspen,1,1.9,NA,NA
7/20/2022,BigTractor,262,B,7.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,262,B,2.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,262,C,7.5m,black_spruce,0,NA,NA,NA
7/20/2022,BigTractor,262,C,2.5m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,39,A,7.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,39,A,2.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,39,B,2.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,39,B,7.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,39,C,7.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,39,C,2.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,40,A,7.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,40,A,2.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,40,B,7.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,40,B,2.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,40,C,7.5 m,black_spruce,0,NA,NA,NA
7/12/2023,BitzshitiniWien,40,C,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,A,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,A,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,B,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,B,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,C,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,C,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,42,A,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,42,A,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,42,B,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,42,B,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,42,C,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,42,C,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,A,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,A,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,B,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,B,2.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,C,7.5 m,black_spruce,0,NA,NA,NA
7/13/2023,BitzshitiniWien,41,C,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,A,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,A,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,B,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,B,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,C,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,44,C,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,A,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,A,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,B,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,B,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,C,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,45,C,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,46,A,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,46,A,7.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,46,B,7.5 m,black_spruce,5,2.5,2,3
7/14/2023,BitzshitiniCosnaLittle,46,B,2.5 m,black_spruce,0,NA,NA,NA
7/14/2023,BitzshitiniCosnaLittle,46,C,7.5 m,black_spruce,4,5,6.5,4.5
7/14/2023,BitzshitiniCosnaLittle,46,C,2.5 m,black_spruce,5,5,3,2
7/15/2023,BitzshitiniCosnaLittle,47,A,2.5 m,black_spruce,7,0.02,0.02,0.02
7/15/2023,BitzshitiniCosnaLittle,47,A,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,47,B,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,47,B,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,47,C,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,47,C,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,A,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,A,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,B,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,B,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,C,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,48,C,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,A,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,A,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,B,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,B,7.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,C,2.5 m,black_spruce,0,NA,NA,NA
7/15/2023,BitzshitiniCosnaLittle,49,C,7.5 m,black_spruce,0,NA,NA,NA
7/8/2023,Chitanana,29,A,2.5 m,black_spruce,0,NA,NA,NA
7/8/2023,Chitanana,29,A,7.5 m,black_spruce,0,NA,NA,NA
7/8/2023,Chitanana,29,B,2.5 m,black_spruce,0,NA,NA,NA
7/8/2023,Chitanana,29,B,7.5 m,black_spruce,0,NA,NA,NA
7/8/2023,Chitanana,29,C,7.5 m,black_spruce,0,NA,NA,NA
7/8/2023,Chitanana,29,C,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,30,A,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,30,A,7.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,30,B,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,30,B,7.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,30,C,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,30,C,7.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,31,A,7.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,31,A,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,31,B,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,31,B,7.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,31,C,2.5 m,black_spruce,0,NA,NA,NA
7/9/2023,Chitanana,31,C,7.5 m,black_spruce,0,NA,NA,NA
