sample_id,field_id,fire,site,plot,soil_depth_top_cm,soil_depth_bottom_cm,initial_mass_g,pre_homo_subsample_mass_g,cn_d1,cn_d2,cn_w1,cn_w2,cn_l1,cn_l2,homogenized_soil_mass_g,subsample_fine_wet_mass_g,coarse_wet_mass_g,rock_weight_g,rock_volume_ml,subsample_fine_dry_mass_g,coarse_dry_mass_g,N_weight_per,C_weight_per
LC_3167,Livengood 126A,Livengood,126,A,0,5,1088.75,60.08,5,5,5,5.3,12,12,47.2,47.2,9.74,NA,NA,16.37,3.83,1.19,44.46
LC_3168,Livengood 126A,Livengood,126,A,5,10,1088.75,72.82,5,5.5,5,5.5,11.8,10.9,63.99,50.81,6.41,NA,NA,15.43,2.44,1.34,44.95
LC_3169,Livengood 126A,Livengood,126,A,10,15,1088.75,132.15,5,5,5,5.4,10.3,10.8,123.64,51.02,4.59,NA,NA,14.8,1.59,1.36,32.55
LC_3170,Livengood 126A,Livengood,126,A,15,20,1088.75,213.45,4,2.5,5.3,5.2,8.5,8.5,189.03,52.67,20.14,NA,NA,19.11,7.76,0.96,20.69
LC_3171,Aggie 89C,Aggie,89,C,0,5,1969.86,135.05,5.5,5.7,6.2,6.3,11,10,117.04,52.41,13.66,NA,NA,12.54,4.76,1.52,44.17
LC_3172,Aggie 89C,Aggie,89,C,5,10,1969.86,235.12,5.5,5.5,5.5,5.5,11,12,209.88,49.4,18.15,NA,NA,7.52,6.3,1.29,45.66
LC_3173,Aggie 89C,Aggie,89,C,10,15,1969.86,203.98,6,5.5,5.2,5,12,12.5,187.16,50.14,4.33,NA,NA,6.91,1.44,1.55,44.32
LC_3174,Aggie 89C,Aggie,89,C,15,20,1969.86,282.68,5.5,4,5.4,5,10,10,229.3,49.35,10.25,NA,NA,9.86,2.47,2,42.67
LC_3175,Aggie 99B,Aggie,99,B,0,5,1283.64,134.56,5.5,5,5.5,5.9,11.4,10.7,101.01,50.11,16.84,NA,NA,7.31,3.04,1.12,41.56
LC_3176,Aggie 99B,Aggie,99,B,5,10,1283.64,226.67,5.3,5.1,5.2,5.5,11.4,11.7,147.92,52.11,12.32,NA,NA,17.17,2.61,0.89,41.78
LC_3177,Aggie 99B,Aggie,99,B,10,15,1283.64,153.94,5,5,5,6,11.4,11.5,148.6,50.16,1.44,NA,NA,5.09,0.27,1.04,42.54
LC_3178,Aggie 99B,Aggie,99,B,15,20,1283.64,71.79,2,3,4,4,6,9,70.15,50.39,0.57,NA,NA,5.68,0.06,1.1,40.38
LC_3179,Livengood 173B,Livengood,173,B,0,5,1080.67,34.32,4.5,5,6,5,8.5,9,24.21,24.21,6.87,NA,NA,10.08,3.14,1.42,44.69
LC_3180,Livengood 173B,Livengood,173,B,5,10,1080.67,92.67,5.5,5,5.3,5.5,9,8,16.49,51.8,15.85,NA,NA,18.2,4.88,1.64,43.99
LC_3181,Livengood 173B,Livengood,173,B,10,15,1080.67,120.83,5,5,5,5.5,11,10.4,89.56,50.12,21.3,NA,NA,12.01,6.8,1.99,42.83
LC_3182,Livengood 173B,Livengood,173,B,15,20,1080.67,161.78,5,4.8,5.2,5,10,11,144.24,49.92,8.46,NA,NA,10.58,2.57,1.95,39.5
LC_3183,Livengood 173B,Livengood,173,B,20,25,1080.67,60.82,2,3,4,3.7,9,8.5,54.93,50.67,1.86,NA,NA,11.42,0.56,1.8,37.52
LC_3184,Livengood 157B,Livengood,157,B,0,5,1322.47,32.96,5.3,5.2,5.5,5.1,8.7,8.5,21.02,21.02,9.15,NA,NA,14.13,5.61,1.16,43.43
LC_3185,Livengood 157B,Livengood,157,B,5,10,1322.47,100.42,5.5,5,5.8,5.2,9,9,92.87,50.61,3.48,NA,NA,13.75,1.3,1.76,40.86
LC_3186,Livengood 157B,Livengood,157,B,10,15,1322.47,208.38,4.5,5,4.5,4.9,10,10.5,199.95,50.85,2.54,1.17,1,16.38,0.85,1.32,24.48
LC_3187,Livengood 157B,Livengood,157,B,15,20,1322.47,187.22,5,6,4,3.3,10,10,180.98,52.07,1.13,NA,NA,20.52,0.52,0.93,18.13
LC_3188,Livengood 134A,Livengood,134,A,0,5,1022.17,23.46,5.5,5,5.5,6,10,8,13.62,13.62,7.82,NA,NA,6.92,4.04,1.42,48.76
LC_3189,Livengood 134A,Livengood,134,A,5,10,1022.17,62.66,5,5.5,5.5,4.5,10.8,10.5,53.37,49.48,6.57,NA,NA,11.63,2.37,1.48,46.99
LC_3190,Livengood 134A,Livengood,134,A,10,15,1022.17,94.68,5,5,5.5,5.5,10.2,10,75.73,50.89,14.93,NA,NA,8.87,5.75,1.55,45.67
LC_3191,Livengood 134A,Livengood,134,A,15,20,1022.17,154.47,5,5,5.5,5.8,10.9,10.5,134.05,50.01,15.95,NA,NA,7.44,5.2,1.85,44.68
LC_3192,Livengood 134A,Livengood,134,A,20,25,1022.17,153.53,5,5,6,5.6,9.7,9,132.18,50.2,12.43,NA,NA,9.51,3.05,1.82,38.28
LC_3193,Shovel 8C,Shovel,8,C,0,5,682.31,20.46,6,5,6.5,5.5,10,9.5,13.55,13.55,4.77,NA,NA,9.42,3.4,1.11,47.51
LC_3194,Shovel 8C,Shovel,8,C,5,10,682.31,55.03,5,5,5.5,5,10.5,11,36.51,36.51,13.43,NA,NA,12.16,5.72,1.1,46.04
LC_3195,Shovel 8C,Shovel,8,C,10,15,682.31,84.6,4.5,5,5.5,4.5,11,11.3,71.65,49.86,9.06,NA,NA,12.41,3.23,0.94,51.22
LC_3196,Shovel 8C,Shovel,8,C,15,20,682.31,84.29,5.5,5,5,4.7,6.5,7.6,64.87,49.91,15.47,NA,NA,11.83,3.73,0.9,52.28
LC_3197,Shovel 8C,Shovel,8,C,20,25,682.31,28.91,2,2,3.2,4.6,4.3,4.8,25.81,25.81,0.57,NA,NA,6.82,0.49,1.62,40.58
LC_3198,Aggie 93A,Aggie,93,A,0,5,207.89,28.43,5,4,4.6,4.8,11.8,11.6,23.01,23.01,3.08,NA,NA,15.75,2.35,1.51,46.17
LC_3199,Aggie 93A,Aggie,93,A,5,10,207.89,59.87,4.5,3.6,4.2,4,10,10.7,52.59,52.59,4.58,NA,NA,25.15,2.02,1.15,26.91
LC_3200,Shovel 47B,Shovel,47,B,0,5,282.42,29.4,5,4.5,5.5,5.3,10,10.4,13.9,13.9,14.09,NA,NA,11.35,10.12,1.42,45.98
LC_3201,Shovel 47B,Shovel,47,B,5,10,282.42,55.59,5,5,5,5.3,11.7,11.5,40.32,40.32,13.17,NA,NA,23.31,7.47,1.39,35.56
LC_3202,Shovel 47B,Shovel,47,B,10,15,282.42,37.08,2.5,2.2,4,4.7,10,10,31.81,31.81,3.23,NA,NA,17.62,1.93,0.86,21.21
LC_3203,Aggie 110A,Aggie,110,A,0,5,623.72,44.16,5,5.5,6,5,13,12,37.25,37.25,3.82,NA,NA,14.98,2.17,1.3,42.63
LC_3204,Aggie 110A,Aggie,110,A,5,10,623.72,127.07,5,5,5.1,5,12,11.5,119.85,50.59,3.89,NA,NA,18.71,1.2,1.54,32.49
LC_3205,Aggie 110A,Aggie,110,A,10,15,623.72,121.36,2.8,2.5,4.7,4.5,11.6,11.7,102.85,50.98,8.88,NA,NA,34.14,5.99,0.37,5.8
LC_3206,Aggie 103B,Aggie,103,B,0,5,211.05,60.42,5,5.6,5,4.7,10.5,10.5,44.93,44.93,12.44,NA,NA,29.7,7.31,1.9,39.93
LC_3207,Aggie 103B,Aggie,103,B,5,10,211.05,26.92,1.8,1.6,4.6,4.5,9.7,9.8,24.5,24.5,1.19,NA,NA,14.27,0.72,1.58,33.26
LC_3208,Shovel 26C,Shovel,26,C,0,5,234.31,69.85,5,4,4.5,5.3,12,11.5,63.05,50.78,4.17,NA,NA,22.69,2.71,1.66,40.6
LC_3209,Shovel 26C,Shovel,26,C,5,10,234.31,43.12,1.5,1.5,5,5,9.5,8.3,40.84,40.84,0.88,NA,NA,15.34,0.36,1.59,29.47
LC_3210,Shovel 60A,Shovel,60,A,0,5,200.28,29.75,5.5,5,5.4,5.2,10.5,11,18.68,18.68,7.58,NA,NA,13.97,5.16,1.29,46.65
LC_3211,Shovel 60A,Shovel,60,A,5,10,200.28,47.2,5,5,5.2,4.5,11,10.7,38.46,38.46,5.3,NA,NA,17.82,2.87,1.67,38.84
LC_3212,Livengood 164B,Livengood,164,B,0,5,1462.54,146.59,5,5.5,6,6,15,15,87.01,49.53,40.15,NA,NA,16.62,15.3,1.44,43.84
LC_3213,Livengood 164B,Livengood,164,B,5,10,1462.54,309.28,4.5,5.2,5.8,5.7,13.4,14,220.8,50.45,23.19,NA,NA,71.15,6.92,1.91,38.61
LC_3214,Livengood 164B,Livengood,164,B,10,15,1462.54,180.05,3,2.3,4.6,5.1,13.4,14.2,89.98,53.83,7.36,20.45,10.1,75.8,3.72,0.79,13.26
LC_3300,Shovel 31B,Shovel,31,B,0,5,149.15,8.78,5,4,5.5,4.5,4,4,7.24,7.24,1.1,NA,NA,6.24,0.85,1.57,52.16
LC_3301,Shovel 31B,Shovel,31,B,5,10,149.15,31.14,5,5,4,4,4,3.5,25.37,25.37,1.54,NA,NA,8.52,0.56,2.15,44.57
LC_3302,Shovel 31B,Shovel,31,B,10,15,149.15,38.11,5.5,5.5,3,3,5,4.5,31.68,31.68,0.63,NA,NA,9.88,0.12,1.91,38.2
LC_3303,Aggie 93C,Aggie,93,C,0,5,92.45,18.97,5.5,5,5.8,5.5,5.2,5.7,14.68,14.68,3.04,NA,NA,12.19,1.85,1.15,46.39
LC_3304,Aggie 93C,Aggie,93,C,5,10,92.45,17.51,5,6,4.7,4.5,5.5,5,27.68,27.68,5.22,NA,NA,13.18,2.39,0.91,33.88
LC_3305,Aggie 103A,Aggie,103,A,0,5,318.86,53.72,5,4.5,5,5.5,4,4.5,47.77,47.77,1.84,NA,NA,29.82,0.96,0.71,15.82
LC_3306,Aggie 103A,Aggie,103,A,5,10,318.86,54.11,5,5,4.7,5.1,5,5,47.94,47.94,0.48,NA,NA,21.17,0.09,0.9,20.25
LC_3307,Aggie 103A,Aggie,103,A,10,15,318.86,66.04,5,6,5.6,5.4,3,4,60.14,49.08,0.69,NA,NA,28,0.27,0.69,13.01
LC_3308,Livengood 164C,Livengood,164,C,0,5,433.91,30.7,5,5,5.5,5,5,5.7,25.55,25.55,2.4,NA,NA,10.29,0.98,1.49,47.72
LC_3309,Livengood 164C,Livengood,164,C,5,10,433.91,66.89,5,5,5.4,5.6,5,5.3,57.46,50.49,3.28,NA,NA,14.33,1.25,1.43,44.09
LC_3310,Livengood 164C,Livengood,164,C,10,15,433.91,72.13,5,5,3.2,3.7,5,5.4,62.32,50.15,3.33,NA,NA,14.16,0.88,1.39,37.49
LC_3311,Livengood 164C,Livengood,164,C,15,20,433.91,39.91,4,4.5,4.5,4.5,1.5,2,33.91,33.91,0.62,NA,NA,15.28,0.23,1.1,21.19
LC_3312,Livengood 173C,Livengood,173,C,0,5,1204.09,64.12,5,5,5.8,6,6.5,7.1,42.28,42.28,15.22,NA,NA,13.3,4.07,1.38,46.95
LC_3313,Livengood 173C,Livengood,173,C,5,10,1204.09,62.45,5,5.7,6,6.5,6.4,6.3,50.66,50.66,5.48,NA,NA,13.75,1.73,1.68,48.31
LC_3314,Livengood 173C,Livengood,173,C,10,15,1204.09,100.46,5,5,7,6,6.5,6,83.6,51,9.05,NA,NA,13.68,2.1,1.98,40.05
LC_3315,Livengood 173C,Livengood,173,C,15,20,1204.09,218.15,4.3,5.5,6.6,6.5,7.2,7,198.12,51.75,8.65,NA,NA,13.23,2.2,2.15,41.65
LC_3316,Livengood 173C,Livengood,173,C,20,25,1204.09,199.01,4,3,6.7,6.7,6.9,7,187.24,55.42,1.5,NA,NA,16.04,0.4,1.78,33.03
LC_3317,Livengood 179C,Livengood,179,C,0,5,163.55,38.39,5.5,5,4.7,4.5,6.7,6.5,26.03,26.03,5.91,NA,NA,11.92,2.65,1.8,48.01
LC_3318,Livengood 179C,Livengood,179,C,5,10,163.55,58.82,4,4,4.8,5,7,7,46.8,46.8,6.62,NA,NA,18.14,2.55,1.93,45.95
LC_3319,MtPrindle2 587A,MtPrindle2,587,A,0,5,288.36,25.45,5,6,4,4,5.4,5.2,21.01,21.01,0.45,NA,NA,6.74,0.14,1.34,49.23
LC_3320,MtPrindle2 587A,MtPrindle2,587,A,5,10,288.36,29.05,5,5.6,4.5,5,4.8,5,23.14,23.14,1.7,NA,NA,5.8,0.63,1.18,47.61
LC_3321,MtPrindle2 587A,MtPrindle2,587,A,10,15,288.36,39.41,5,5,5.2,4.3,5.2,5,33.35,33.35,1.23,NA,NA,6.91,0.52,1.43,47.19
LC_3322,MtPrindle2 587A,MtPrindle2,587,A,15,20,288.36,41.26,3.5,3,5,5.3,5.5,5,36.79,36.79,0.28,NA,NA,8.61,0.08,1.67,44.08
LC_3323,TananaRoad 747A,TananaRoad,747,A,0,5,79.27,36.07,3.5,3,5.8,5.5,5.6,5.6,31.95,31.95,1.28,NA,NA,24.44,0.82,1.14,22.63
LC_3324,TananaRoad 777A,TananaRoad,777,A,0,5,212.62,106.3,5.7,4.5,5.9,6,6.5,6.3,101.99,50.99,1.06,NA,NA,41.92,0.37,0.77,14.68
LC_3325,TananaRoad 905A,TananaRoad,905,A,0,5,203.89,7.43,5,5,4,4.5,5.2,4,6.26,6.26,0.73,NA,NA,5.29,0.59,1.33,49.48
LC_3326,TananaRoad 905A,TananaRoad,905,A,5,10,203.89,22.02,5,5,4.7,4.5,6,5.6,18.76,18.76,1.76,NA,NA,7.98,0.83,1.16,49.29
LC_3327,TananaRoad 905A,TananaRoad,905,A,10,15,203.89,50.31,5,4.5,5.5,5.5,4,4.3,45.13,45.13,0.35,NA,NA,15.97,0.08,1.55,39.34
LC_3328,TananaRoad 905A,TananaRoad,905,A,15,20,203.89,44.12,3.5,3.5,5.9,5.4,4.5,4.7,40.23,40.23,0.16,NA,NA,16.29,0.04,1.64,29.17
LC_3329,Shovel 18A,Shovel,18,A,0,5,342.72,13.53,5,5.5,5.3,6,6.5,6.5,9.68,9.68,3.31,NA,NA,8.08,2.67,1.35,51.9
LC_3330,Shovel 18A,Shovel,18,A,5,10,342.72,17.89,5,5.5,6,6.3,6,6.5,14.2,14.2,2.35,NA,NA,10.93,1.46,1.41,51.18
LC_3331,Shovel 18A,Shovel,18,A,10,15,342.72,36.1,5,5,5.3,5.3,7,6.5,29.46,29.46,3.64,NA,NA,12.8,1.79,1.59,50.71
LC_3332,Shovel 18A,Shovel,18,A,15,20,342.72,75.7,4.8,5,6,5.1,8,6,63.57,51.12,6.73,NA,NA,19.26,2.52,1.67,33.68
LC_3333,Shovel 18A,Shovel,18,A,20,25,342.72,64.03,3,2.5,5,4.5,5,5,58.12,50.73,1.35,NA,NA,21.5,0.33,1.12,19.28
LC_3334,Aggie 94C,Aggie,94,C,0,5,550.29,24.42,5.5,5,4.7,5.2,6,6,17.89,17.89,4.72,NA,NA,9.6,2.47,1.15,46.5
LC_3335,Aggie 94C,Aggie,94,C,5,10,550.29,85.01,5.3,5,6,5.5,5.5,5.7,76.84,51.76,3.81,NA,NA,10.57,1.2,1.69,42.15
LC_3336,Aggie 94C,Aggie,94,C,10,15,550.29,190.32,5.3,4.5,6,6,6,5.7,182.4,50.47,0.58,0.51,0.5,21.33,0.074,0.89,17.41
LC_3337,TananaRoad 740A,TananaRoad,740,A,0,5,126.4,65.05,4.5,4.5,5.2,5.5,5.8,5.5,59.7,51.08,2.19,0.61,0.5,36.75,1.48,0.69,18.77
LC_3338,MtPrindle2 609B,MtPrindle2,609,B,0,5,76.15,44.38,2.3,2.5,5.7,5.7,5.6,5.2,42.11,42.11,0.37,NA,NA,28.77,0.12,0.76,14.7
LC_3339,MtPrindle1 536C,MtPrindle1,536,C,0,5,36,17.79,2.1,2,4,4.5,4.8,4.6,15.6,15.6,1.07,NA,NA,12.05,0.53,0.98,15.18
LC_3340,Manley 328B,Manley,328,B,0,5,34.37,17.13,3.5,3.3,4,2.8,3,4,15.45,15.45,1.53,NA,NA,9.44,0.78,1.02,25.73
LC_3341,Livengood 148B,Livengood,148,B,0,5,69.11,34.64,3.5,3.5,5,5,5.8,6,26.55,26.55,4.91,0.1,0.1,16.96,3.09,1.26,28.1
LC_3342,TananaRoad 740B,TananaRoad,740,B,0,5,27.32,14.24,2.4,2,4.6,4.9,5,5.2,14.08,14.08,0.13,NA,NA,12.72,0.15,1.16,21.24
LC_3343,MtPrindle1 552A,MtPrindle1,552,A,0,5,86.64,43.29,1.5,2.3,5,5,5.6,5.2,37.54,37.54,2.4,0.52,0.5,26.8,2.13,0.64,9.81
LC_3344,Manley 342C,Manley,342,C,0,5,73.59,41.61,2.8,2.8,4,4,6,5.9,37.16,37.16,2,NA,NA,27.25,1.39,0.57,12.25
LC_3345,MtPrindle2 617B,MtPrindle2,617,B,0,5,44.87,22.97,3.5,3,5.8,6,6.2,6.4,18.12,18.12,1.2,NA,NA,13.47,0.97,1.42,36.14
LC_3346,TananaRoad 777C,TananaRoad,777,C,0,5,119.81,63.88,5.5,4.8,5,5,5.6,5.8,57.39,49.89,3.98,NA,NA,38.5,2.97,0.8,16.4
LC_3347,MtPrindle1 570A,MtPrindle1,570,A,0,5,118.16,52.08,2.5,2,5.6,5.2,7.4,7.5,46.05,46.05,4.01,NA,NA,36.21,3.23,0.76,9.32
LC_3348,Livengood 176B,Livengood,176,B,0,5,219.08,83.92,5,5.3,4.3,3.6,5,5.5,79.18,50.34,2.32,NA,NA,26.92,0.97,1,19.65
LC_3349,Livengood 176B,Livengood,176,B,5,10,219.08,34.79,1.8,2.1,3.8,3.5,5,6,33.83,33.83,0.32,NA,NA,15.74,0.1,1.11,20.85
LC_3350,Manley 342A,Manley,342,A,0,5,157.92,23.86,4.5,4.3,4.6,4.5,5.5,4.5,20.73,20.73,1.96,NA,NA,9.46,1.05,1.76,48.07
LC_3351,Manley 342A,Manley,342,A,5,10,157.92,58.14,5,5,4.8,4.6,4.9,4.5,49.78,49.78,4.3,NA,NA,28.19,2.39,1.08,18.48
LC_3352,Manley 345C,Manley,345,C,0,5,68.28,36.41,2.5,2.2,5.6,5.5,5,5.2,31.72,31.72,2.29,NA,NA,21.8,1.43,0.88,15.06
LC_3353,Aggie 110C,Aggie,110,C,0,5,119.22,17.36,5.5,5,4.8,5,5,4.7,13.4,13.4,1.53,NA,NA,10.3,1.1,1.83,46
LC_3354,Aggie 110C,Aggie,110,C,5,10,119.22,41.63,4.5,5,3.7,3.3,5.5,5,37.48,37.48,4.41,NA,NA,19.7,2.42,1.11,21.75
LC_3355,Livengood 179A,Livengood,179,A,0,5,290.85,31.15,5.5,5.5,5,4.8,5.5,5.8,20.09,20.09,7.3,NA,NA,13,4.53,1.89,48.6
LC_3356,Livengood 179A,Livengood,179,A,5,10,290.85,114.24,5.5,6.5,5.3,5.4,5.8,4.9,102.46,50.32,8.98,NA,NA,16.46,3.06,2.38,38.12
LC_3357,Aggie 111C,Aggie,111,C,0,5,151.43,29.21,4,5,4.7,5,6,5.5,22.73,22.73,3.59,NA,NA,13.465,2.089,1.3,35.45
LC_3358,Aggie 111C,Aggie,111,C,5,10,151.43,44.2,3.5,2.6,4.7,4.2,5,4.9,40.79,40.79,0.44,NA,NA,21.123,0.273,0.83,19.6
LC_3359,MtPrindle2 627A,MtPrindle2,627,A,0,5,90.01,49.64,3,3.2,5.2,4.8,4.8,5,46.71,46.71,0.24,NA,NA,25.103,0.156,1,18.86
LC_3360,Aggie 89A,Aggie,89,A,0,5,265.38,42.69,6.7,5,4.8,5,5.8,6.4,27.99,27.99,9.05,NA,NA,10.279,3.71,1.32,44.66
LC_3361,Aggie 89A,Aggie,89,A,5,10,265.38,80.24,4.6,5.4,4.6,5.2,5.3,6,73.64,50.06,2.63,NA,NA,12.922,0.908,1.76,41.55
LC_3362,MtPrindle2 607C,MtPrindle2,607,C,0,5,138.82,66.14,5.5,3.8,6,5.6,5.7,5.9,48.87,48.87,4.67,NA,NA,31.57,3.36,1.13,31.14
LC_3363,Manley 355C,Manley,355,C,0,5,145.9,70.31,5,5,5.9,5.6,6.9,7.1,59.73,49.9,7.57,NA,NA,20.451,4.358,1.68,34.45
LC_3364,TananaRoad 735C,TananaRoad,735,C,0,5,46.35,20.36,3,3.2,3.7,4.7,4.4,5,17.35,17.35,2.51,NA,NA,10.92,1.53,1.04,25.87
LC_3365,Shovel 8B,Shovel,8,B,0,5,77.29,25.59,5,5,2.3,4,4.5,2,19.21,19.21,4.9,NA,NA,12.64,2.9,1.11,35.11
LC_3366,Shovel 8B,Shovel,8,B,5,10,77.29,20.08,4,4,2.6,3.8,4.8,3.8,13.89,13.89,3.97,NA,NA,10.902,2.391,0.93,25.74
LC_3367,MtPrindle2 624B,MtPrindle2,624,B,0,5,124.02,69.36,4.7,4.5,4.5,5,5.8,6.1,63.63,48.05,0.83,0.75,0.5,31.901,0.464,0.73,16.24
LC_3368,TananaRoad 876B,TananaRoad,876,B,0,5,322.2,26.42,5,5,5,4.7,5.2,5.6,22.48,22.48,2.52,NA,NA,9.614,1.369,1.37,47.36
LC_3369,TananaRoad 876B,TananaRoad,876,B,5,10,322.2,65.05,5,5,4.6,4.7,5.6,5.8,59.95,51.68,2.33,NA,NA,16.366,0.915,1.41,39.18
LC_3370,TananaRoad 876B,TananaRoad,876,B,10,15,322.2,71.42,4,4.5,4.2,4.5,6,5.8,66.95,50.96,1.92,NA,NA,22.695,0.929,1.07,21.01
LC_3371,MtPrindle1 576C,MtPrindle1,576,C,0,5,33.08,12.58,1.8,1.5,4,2.9,2.5,4.5,11.69,11.69,0,NA,NA,8.359,0,0.73,11.31
LC_3372,Shovel 60B,Shovel,60,B,0,5,21.73,12.6,3.2,2.4,3.8,4.2,6,4,11.47,11.47,0.82,NA,NA,10.423,0.748,1.52,39.47
LC_3373,TananaRoad 757C,TananaRoad,757,C,0,5,90.48,43.58,2.6,2.8,5,4.2,6,6,37.41,37.41,0.51,4.2,2,30.27,0.434,0.49,9.09
LC_3374,Shovel 41C,Shovel,41,C,0,5,39.47,19.05,3.3,2.8,5.2,5,5,4.8,18.02,18.02,0.52,NA,NA,14.809,0.426,1.54,34.56
LC_3375,MtPrindle1 542A,MtPrindle1,542,A,0,5,91.9,45.7,4,3.5,6,5.8,6,6,43.15,43.15,1.46,NA,NA,32.687,1.049,1.06,14.29
LC_3376,Manley 326B,Manley,326,B,0,5,28.33,12.75,1.5,1.5,5.2,4.8,5,5,11.93,11.93,0.2,NA,NA,9.256,0.173,0.81,20.82
LC_3377,MtPrindle1 554C,MtPrindle1,554,C,0,5,72.59,35.07,2.5,2.5,4.8,5.4,5.7,5.6,27.46,27.46,4.5,NA,NA,19.82,3.13,1.08,19.24
LC_3378,TananaRoad 929B,TananaRoad,929,B,0,5,200.56,47.9,5,5.2,4.8,4.8,4.5,5.2,43.35,43.35,1.47,NA,NA,23.73,0.863,1.34,35.47
LC_3379,TananaRoad 929B,TananaRoad,929,B,5,10,200.56,54.6,3,3.5,4.2,4.5,4.8,4.5,46.45,46.45,0.12,4.3,2,31.815,0.115,0.46,10.03
LC_3380,Aggie 109C,Aggie,109,C,0,5,77.19,44.46,6,4.3,5.5,5.2,5,5.6,29.2,29.2,2.65,NA,NA,21.26,2.27,1.42,33.73
LC_3381,Livengood 170B,Livengood,170,B,0,5,79.82,33.53,2,1.8,6.5,6,6,7,31.1,31.1,0.95,NA,NA,21.49,0.699,0.7,11.35
LC_3382,Manley 345B,Manley,345,B,0,5,66.35,36.33,3.5,3.2,5.2,5.3,5.3,5.3,34.52,34.52,1.44,NA,NA,25.061,1.022,0.59,13.24
LC_3383,Manley 359C,Manley,359,C,0,5,167.67,22.13,5,5.5,5,4.5,5.3,5,17.95,17.95,2.47,NA,NA,8.241,1.216,1.54,45.43
LC_3384,Manley 359C,Manley,359,C,5,10,167.67,38.08,4.5,4.8,5,5.1,4.5,4.5,33.41,33.41,1.94,NA,NA,16.64,0.63,1.54,35.77
LC_3385,Manley 359C,Manley,359,C,10,15,167.67,28.36,1.8,1.5,5.3,5.3,5,5,28.33,28.33,0.04,NA,NA,18.35,0.03,0.54,8.96
LC_3386,MtPrindle1 570B,MtPrindle1,570,B,0,5,60.74,31.81,2,2.3,5,5.2,6.3,6.2,27.76,27.76,0.76,NA,NA,21.19,0.42,1.13,17.64
LC_3387,Manley 331B,Manley,331,B,0,5,92.54,42.95,1.5,2,4.5,4.7,5.8,5.7,40.17,40.17,0.12,NA,NA,28.16,0.04,0.25,2.87
LC_3388,Manley 358A,Manley,358,A,0,5,40.77,22.14,2.8,3.5,4.6,4.3,5,5.4,15.37,15.37,0.89,1.5,1.5,12.74,0.74,0.89,25.61
LC_3389,Shovel 47A,Shovel,47,A,0,5,27.37,14.64,2.1,1.7,5.5,5,4.8,4.5,13.37,13.37,0.38,NA,NA,12.95,0.23,1.51,15.08
LC_3390,MtPrindle2 624B,MtPrindle2,624,B,0,5,86.87,42.32,2.8,3.2,4.6,4.4,6,5.6,39.99,39.99,0.09,NA,NA,25.23,0.04,0.86,19.78
LC_3391,Shovel 21A,Shovel,21,A,0,5,166.61,35.04,6,5,4.8,4.5,6,5.7,25.03,25.03,2.39,NA,NA,12.2,1.57,1.66,42.3
LC_3392,Shovel 21A,Shovel,21,A,5,10,166.61,57.77,2.5,2.5,5.8,5.3,7.3,8.5,39.76,39.76,8.99,NA,NA,16.883,3.997,1.3,28.64
LC_3393,Manley 360C,Manley,360,C,0,5,139.68,9.29,6,5,5,5.5,6,5.5,5.24,5.24,0.12,NA,NA,3.58,0.01,1.76,45.91
LC_3394,Manley 360C,Manley,360,C,5,10,139.68,20.95,5,4.5,4.5,4.5,5,4.5,15.81,15.81,0.21,NA,NA,8.97,0.28,2.11,41.47
LC_3395,Manley 360C,Manley,360,C,10,15,139.68,46.62,4.1,4.6,4.7,4.3,4.5,4,38.97,38.97,1.72,NA,NA,25.064,1.079,1.12,19.05
LC_3396,MtPrindle2 627B,MtPrindle2,627,B,0,5,212.57,23.35,5,4.6,7,6.5,2.8,2.6,16.52,16.52,0.72,NA,NA,7.59,0.31,1.84,46.47
LC_3397,MtPrindle2 627B,MtPrindle2,627,B,5,10,212.57,34.22,5,5,7.5,7,2.3,3,22.77,22.77,5.29,NA,NA,10.68,2.02,1.86,43.07
LC_3398,MtPrindle2 627B,MtPrindle2,627,B,10,15,212.57,45.73,4,3.5,7,7,2.3,2.4,38.1,38.1,1.05,NA,NA,16.72,1.11,1.63,32.38
LC_3399,Livengood 157A,Livengood,157,A,0,5,669.59,50.44,4,5,4.5,4.6,5.4,5.5,42.15,42.15,2.02,NA,NA,12.05,0.88,1.85,42.06
LC_3400,Livengood 157A,Livengood,157,A,5,10,669.59,72.11,5,5,4.9,4.4,4.8,5,63.12,50.78,1.23,NA,NA,11.9,0.39,2.09,39.6
LC_3401,Livengood 157A,Livengood,157,A,10,15,669.59,114.32,4,5,4.5,4.8,5.5,5.7,103.99,51.17,2.36,NA,NA,10.894,0.642,2.09,39.47
LC_3402,Livengood 157A,Livengood,157,A,15,20,669.59,105.64,6,5,5,4.6,4.7,4.9,95.74,50,0.12,NA,NA,14.3,0.09,1.73,28.15
LC_3403,Aggie 94B,Aggie,94,B,0,5,724.86,80.42,5,5,5,5.3,5.5,5.5,129.37,53.44,1.18,NA,NA,27.986,0.556,0.49,10.18
LC_3404,Aggie 94B,Aggie,94,B,5,10,724.86,137.1,5.5,5.2,5,5.1,5.4,5,59.61,50.79,9.14,NA,NA,20.72,3.83,1.1,22.56
LC_3405,Aggie 94B,Aggie,94,B,10,15,724.86,170.79,6,5.8,4.8,4.5,5.2,5,149.84,53.6,1.55,NA,NA,31.59,0.34,0.48,8.88
