fire,site,plot,date,location,org_depth,org_hit,ar_sol_depth,ar_sol_hit,ar_height,thaw_d,thaw_hit
KilolitnaTalHolanada,57,C,7/19/2023,2.5 m,16,Rock,24,,6.5,NA,
KilolitnaTalHolanada,57,C,7/19/2023,7.5 m,7,"Mineral,Rock",3,,15.5,NA,
KilolitnaTalHolanada,58,A,7/19/2023,7.5 m,3,Rock,NA,,NA,NA,
KilolitnaTalHolanada,58,A,7/19/2023,2.5 m,3,Rock,NA,Rock,NA,NA,
KilolitnaTalHolanada,58,B,7/19/2023,7.5 m,6,Rock,5,"Mineral,Rock",16.5,NA,
KilolitnaTalHolanada,58,B,7/19/2023,2.5 m,1.5,Rock,9,"Mineral,Rock",11,NA,
KilolitnaTalHolanada,58,C,7/19/2023,2.5 m,8,"Mineral,Rock",16,"Rock,Mineral",26,NA,
KilolitnaTalHolanada,58,C,7/19/2023,7.5 m,0,"Rock,Mineral",10,"Rock,Mineral",24,NA,
KilolitnaTalHolanada,59,A,7/19/2023,2.5 m,20,Frozen Ground,36,Rock,53.5,34,Frozen Ground
KilolitnaTalHolanada,59,A,7/19/2023,7.5 m,32,Frozen Ground,43,Rock,31.5,32,Frozen Ground
KilolitnaTalHolanada,59,B,7/19/2023,7.5 m,16,Rock,41,Rock,54.5,61,Frozen Ground
KilolitnaTalHolanada,59,B,7/19/2023,2.5 m,16,Frozen Ground,34,Water,17.5,21,Rock
KilolitnaTalHolanada,59,C,7/19/2023,7.5 m,28,Rock,20,Rock,45.5,43,"Rock,Frozen Ground"
KilolitnaTalHolanada,59,C,7/19/2023,2.5 m,6.5,Rock,41,Rock,42,10,Rock
LittleYunBear,1037,A,7/22/2022,7.5 m,0.25,Mineral,NA,,NA,NA,
LittleYunBear,1037,A,7/22/2022,2.5 m,4,Mineral,NA,,NA,NA,
LittleYunBear,1037,B,7/22/2022,7.5 m,0.5,Mineral,NA,,NA,NA,
LittleYunBear,1037,B,7/22/2022,2.5 m,0.5,Mineral,NA,,NA,NA,
LittleYunBear,1037,C,7/22/2022,7.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,1037,C,7/22/2022,2.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,2101,A,7/22/2022,2.5 m,11,Mineral,16,Mineral,5,NA,
LittleYunBear,2101,A,7/22/2022,7.5 m,4,Mineral,9,Mineral,11.5,NA,
LittleYunBear,2101,B,7/22/2022,2.5 m,6,Mineral,5.5,Mineral,8.45,NA,
LittleYunBear,2101,B,7/22/2022,7.5 m,11.7,Mineral,5.4,Mineral,5.3,NA,
LittleYunBear,2101,C,7/22/2022,7.5 m,11.5,Mineral,4.5,,13.5,NA,
LittleYunBear,2101,C,7/22/2022,2.5 m,4,Mineral,2.9,Mineral,7.45,NA,
LittleYunBear,342,A,7/22/2022,7.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,342,A,7/22/2022,2.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,342,B,7/22/2022,7.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,342,B,7/22/2022,2.5 m,0,Mineral,0,Mineral,1.05,NA,
LittleYunBear,342,C,7/22/2022,2.5 m,0.25,Mineral,NA,,NA,NA,
LittleYunBear,342,C,7/22/2022,7.5 m,0,Mineral,0.2,Mineral,2.6,NA,
LittleYunBear,410,A,7/22/2022,2.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,410,A,7/22/2022,7.5 m,2.5,Mineral,NA,,NA,NA,
LittleYunBear,410,B,7/22/2022,2.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,410,B,7/22/2022,7.5 m,0,Mineral,NA,,NA,NA,
LittleYunBear,410,C,7/22/2022,2.5 m,3,Mineral,NA,,NA,NA,
LittleYunBear,410,C,7/22/2022,7.5 m,0.5,Mineral,NA,,NA,NA,
LittleYunBear,501,A,7/22/2022,2.5 m,15,Mineral,14.5,Mineral,2.75,NA,
LittleYunBear,501,A,7/22/2022,7.5 m,9,Mineral,4,Mineral,3.3,NA,
LittleYunBear,501,B,7/22/2022,2.5 m,7,Mineral,11.1,Mineral,6.65,NA,
LittleYunBear,501,B,7/22/2022,7.5 m,12.5,Mineral,8.5,Mineral,2.9,NA,
LittleYunBear,501,C,7/22/2022,7.5 m,16,Mineral,13.5,Mineral,3.3,NA,
LittleYunBear,501,C,7/22/2022,2.5 m,7.5,Mineral,5.2,,5.7,NA,
LittleYunBear,664,A,7/22/2022,7.5 m,9.4,Mineral,NA,,4.6,NA,
LittleYunBear,664,A,7/22/2022,2.5 m,10,Mineral,6.9,Mineral,2.1,NA,
LittleYunBear,664,B,7/22/2022,7.5 m,16,Mineral,21,,2.7,NA,
LittleYunBear,664,B,7/22/2022,2.5 m,4.5,Mineral,7.7,,2.85,NA,
LittleYunBear,664,C,7/22/2022,2.5 m,3,Mineral,17.5,,4.75,NA,
LittleYunBear,664,C,7/22/2022,7.5 m,13,Mineral,8,Mineral,7,NA,
Livengood,126,A,7/11/2021,6 m,23,Mineral,29,Mineral,7,34,Frozen Ground
Livengood,126,A,7/11/2021,9 m,32,Frozen Ground,32,Frozen Ground,0.666666667,32,Frozen Ground
Livengood,126,A,7/11/2021,3 m,29,Frozen Ground,29,Frozen Ground,3.666666667,29,Frozen Ground
Livengood,126,B,7/11/2021,6 m,18.5,Mineral,25,Mineral,5,63,Frozen Ground
Livengood,126,B,7/11/2021,9 m,37,Mineral,19,Mineral,15.33333333,65,Frozen Ground
Livengood,126,B,7/11/2021,3 m,32,Mineral,32,Mineral,3,46,Frozen Ground
Livengood,126,C,7/11/2021,9 m,41,Mineral,29,Mineral,15,55,Frozen Ground
Livengood,126,C,7/11/2021,6 m,27.5,Mineral,21,,18.66666667,64,Frozen Ground
Livengood,126,C,7/11/2021,3 m,32.5,Mineral,33,Mineral,5.666666667,NA,
Livengood,134,A,7/11/2021,6 m,28,Mineral,28,Mineral,5.333333333,39,Frozen Ground
Livengood,134,A,7/11/2021,3 m,26,Mineral,34,Frozen Ground,4.333333333,39,Frozen Ground
Livengood,134,A,7/11/2021,9 m,26.5,Frozen Ground,26.5,Frozen Ground,5.666666667,34,Frozen Ground
Livengood,134,B,7/11/2021,3 m,33,Mineral,32,Mineral,4.666666667,74,Frozen Ground
Livengood,134,B,7/11/2021,9 m,15.5,Mineral,32,Frozen Ground,7,58,Frozen Ground
Livengood,134,B,7/11/2021,6 m,30.5,"Mineral,Frozen Ground",32,"Mineral,Water",0.833333333,37,Frozen Ground
Livengood,134,C,7/11/2021,3 m,24,"Water,Mineral",34.5,"Water,Frozen Ground",6.666666667,56,Frozen Ground
Livengood,134,C,7/11/2021,9 m,20.5,Mineral,20.5,Mineral,8.666666667,41,Frozen Ground
Livengood,134,C,7/11/2021,6 m,16,Mineral,16,Mineral,5,48,Frozen Ground
Livengood,148,A,7/10/2021,9 m,2.75,Mineral,0.5,Mineral,3.833333333,62,Rock
Livengood,148,A,7/10/2021,3 m,4,Mineral,2,Mineral,5,65,Rock
Livengood,148,A,7/10/2021,6 m,3,Mineral,1.25,Mineral,8,63,Rock
Livengood,148,B,7/10/2021,3 m,4,Mineral,4.25,Mineral,1.333333333,54,Rock
Livengood,148,B,7/10/2021,6 m,2.5,Mineral,NA,,NA,35,Rock
Livengood,148,B,7/10/2021,9 m,1.75,Mineral,1.75,Mineral,1.5,54,Rock
Livengood,148,C,7/10/2021,3 m,0,Mineral,0.5,Mineral,5,49,Rock
Livengood,148,C,7/10/2021,9 m,2.75,Mineral,1.75,Mineral,1.083333333,35,Rock
Livengood,148,C,7/10/2021,6 m,2.5,Mineral,1.5,Mineral,2.333333333,52,Rock
Livengood,157,A,7/11/2021,3 m,26.5,Mineral,22,Mineral,6.666666667,40,Frozen Ground
Livengood,157,A,7/11/2021,9 m,21,Mineral,21,Mineral,4.333333333,45,Frozen Ground
Livengood,157,A,7/11/2021,6 m,19.5,Mineral,6.5,Mineral,28.75,48,Frozen Ground
Livengood,157,B,7/11/2021,9 m,23,Mineral,20.5,Mineral,10.33333333,60,Frozen Ground
Livengood,157,B,7/11/2021,3 m,30.5,Rock,NA,,NA,30,Rock
Livengood,157,B,7/11/2021,6 m,20,Mineral,17.5,Mineral,7,73,Frozen Ground
Livengood,157,C,7/11/2021,3 m,29,Rock,40,Mineral,11,29,Rock
Livengood,157,C,7/11/2021,9 m,6.5,Mineral,7,Mineral,15.66666667,75,"Rock,Frozen Ground"
Livengood,157,C,7/11/2021,6 m,42,Mineral,24.5,Mineral,15,55,Frozen Ground
Livengood,164,A,7/10/2021,9 m,37,,31.5,Frozen Ground,11.66666667,46,Frozen Ground
Livengood,164,A,7/10/2021,6 m,8,Mineral,20,Mineral,7,64,Frozen Ground
Livengood,164,A,7/10/2021,3 m,31,Mineral,31,Mineral,14,39,Frozen Ground
Livengood,164,B,7/10/2021,9 m,7.5,Mineral,28,Frozen Ground,5.666666667,85,Frozen Ground
Livengood,164,B,7/10/2021,6 m,13.5,Mineral,27,Mineral,10.33333333,75,Frozen Ground
Livengood,164,B,7/10/2021,3 m,6.5,Mineral,5,Mineral,19,85,Frozen Ground
Livengood,164,C,7/10/2021,6 m,20.5,Mineral,20.5,Mineral,10.83333333,66,Frozen Ground
Livengood,164,C,7/10/2021,3 m,2.75,Mineral,7.5,Mineral,2.666666667,NA,
Livengood,164,C,7/10/2021,9 m,4,Mineral,11.5,Mineral,7.666666667,73,Rock
Livengood,170,A,7/10/2021,3 m,2.5,Mineral,2.25,Mineral,2.666666667,32,Rock
Livengood,170,A,7/10/2021,6 m,1,Mineral,3,Mineral,8.666666667,39,Rock
Livengood,170,A,7/10/2021,9 m,1,Mineral,0,Mineral,19.33333333,20,Rock
Livengood,170,B,7/10/2021,9 m,0,Mineral,2,Mineral,12.66666667,22,Rock
Livengood,170,B,7/10/2021,6 m,1,Mineral,0,Mineral,18,NA,
Livengood,170,B,7/10/2021,3 m,1.75,Mineral,4,Mineral,24.5,30,Rock
Livengood,170,C,7/10/2021,3 m,4,Mineral,3.5,Mineral,17.83333333,44,Rock
Livengood,170,C,7/10/2021,6 m,2.5,Mineral,2,,9.333333333,50,Rock
Livengood,170,C,7/10/2021,9 m,7,Mineral,3.25,Mineral,9.666666667,85,Rock
Livengood,173,A,7/10/2021,6 m,18,Mineral,14.5,Mineral,6.666666667,71,Frozen Ground
Livengood,173,A,7/10/2021,3 m,17.5,Mineral,18,Mineral,11.33333333,NA,
Livengood,173,A,7/10/2021,9 m,28.5,Mineral,19,Mineral,6.666666667,63,Frozen Ground
Livengood,173,B,7/10/2021,9 m,39.5,Frozen Ground,24.5,Mineral,11.66666667,39,Frozen Ground
Livengood,173,B,7/10/2021,3 m,23.5,Mineral,23.5,Mineral,6.666666667,52,Frozen Ground
Livengood,173,B,7/10/2021,6 m,22.5,Mineral,22.5,Mineral,3.5,34,Mineral
Livengood,173,C,7/10/2021,3 m,21,Mineral,20.5,Mineral,10,62,Frozen Ground
Livengood,173,C,7/10/2021,9 m,42.5,"Mineral,Water",34,Mineral,5.333333333,55,Frozen Ground
Livengood,173,C,7/10/2021,6 m,36,Frozen Ground,14,Mineral,4,36,Ice
Livengood,176,A,7/11/2021,6 m,9.25,Mineral,NA,,NA,NA,
Livengood,176,A,7/11/2021,3 m,40.5,Mineral,12,Mineral,12.33333333,77,
Livengood,176,A,7/11/2021,9 m,23,Mineral,23,Mineral,19.66666667,62,Rock
Livengood,176,B,7/11/2021,6 m,8,Mineral,10,Mineral,19,NA,
Livengood,176,B,7/11/2021,9 m,1.5,Mineral,1.5,Mineral,8.166666667,NA,
Livengood,176,B,7/11/2021,3 m,45.5,Mineral,16.5,Mineral,17,80,Frozen Ground
Livengood,176,C,7/11/2021,3 m,0,Mineral,0,Mineral,10.33333333,NA,
Livengood,176,C,7/11/2021,9 m,21.25,Mineral,21.25,Mineral,10.83333333,NA,
Livengood,176,C,7/11/2021,6 m,10,Mineral,10,Mineral,9.333333333,NA,
Livengood,179,A,7/10/2021,6 m,13.5,"Mineral,Rock",12.5,"Mineral,Rock",8,44,Rock
Livengood,179,A,7/10/2021,9 m,11.5,"Mineral,Rock",12.5,"Mineral,Rock",10,16,Rock
Livengood,179,A,7/10/2021,3 m,16,Rock,14,"Mineral,Rock",7.666666667,27,Rock
Livengood,179,B,7/10/2021,3 m,8.75,Mineral,8,Rock,4.666666667,44,Rock
Livengood,179,B,7/10/2021,9 m,17.5,Rock,12,Rock,2.666666667,18,Rock
Livengood,179,B,7/10/2021,6 m,6.5,Rock,10,Rock,6.666666667,22,Rock
Livengood,179,C,7/10/2021,9 m,3.75,Mineral,9,Mineral,4.666666667,NA,
Livengood,179,C,7/10/2021,3 m,7,Rock,11.5,Rock,5.666666667,50,Rock
Livengood,179,C,7/10/2021,6 m,10,Rock,12,Mineral,4.333333333,55,Rock
Manley,326,A,7/15/2021,9 m,1,Mineral,6,Mineral,6,38,Mineral
Manley,326,A,7/15/2021,6 m,1.5,Mineral,12.5,Mineral,10.5,37,Mineral
Manley,326,A,7/15/2021,3 m,6.75,Mineral,9,Mineral,5.666666667,58,Mineral
Manley,326,B,7/15/2021,3 m,1,Mineral,2,Mineral,3.5,40,Mineral
Manley,326,B,7/15/2021,9 m,10.5,Mineral,6,Mineral,6.333333333,45,Mineral
Manley,326,B,7/15/2021,6 m,1.75,Mineral,3.25,Mineral,9,42,Mineral
Manley,326,C,7/15/2021,9 m,7.5,Mineral,10.5,Mineral,3.333333333,45,Mineral
Manley,326,C,7/15/2021,3 m,1,Mineral,9,Mineral,6,55,Mineral
Manley,326,C,7/15/2021,6 m,6,Mineral,6.5,Mineral,9.333333333,55,Mineral
Manley,328,A,7/14/2021,3 m,5,Mineral,1.75,Mineral,15.16666667,NA,
Manley,328,A,7/14/2021,9 m,8.5,Mineral,1.75,Mineral,12,46,Mineral
Manley,328,A,7/14/2021,6 m,7.5,Mineral,4.25,Mineral,16.66666667,66,Mineral
Manley,328,B,7/14/2021,3 m,0.75,Mineral,1.5,Mineral,11.33333333,36,"Mineral,Rock"
Manley,328,B,7/14/2021,6 m,3,Mineral,1.5,Mineral,8,46,Mineral
Manley,328,B,7/14/2021,9 m,0,Mineral,0,Mineral,11,60,
Manley,328,C,7/14/2021,3 m,0,Mineral,0,Mineral,18.33333333,65,
Manley,328,C,7/14/2021,9 m,1.75,Mineral,2.5,Mineral,10.5,68,Rock
Manley,328,C,7/14/2021,6 m,0.5,Mineral,0,Mineral,28.33333333,75,
Manley,331,A,7/14/2021,9 m,1,Mineral,0.5,Mineral,21.33333333,58,Mineral
Manley,331,A,7/14/2021,3 m,0,Mineral,0,Mineral,16,65,Mineral
Manley,331,A,7/14/2021,6 m,1,Mineral,0,Mineral,16,35,Mineral
Manley,331,B,7/14/2021,9 m,1.75,Mineral,0.5,Mineral,20.33333333,48,Mineral
Manley,331,B,7/14/2021,6 m,1,Mineral,0,,29.66666667,36,Mineral
Manley,331,B,7/14/2021,3 m,0.25,Mineral,1,Mineral,18.83333333,38,Mineral
Manley,331,C,7/14/2021,6 m,0,Mineral,0,Mineral,29,65,Mineral
Manley,331,C,7/14/2021,9 m,3.75,Mineral,0,Mineral,17.66666667,46,Mineral
Manley,331,C,7/14/2021,3 m,2.5,Mineral,0,Mineral,21.33333333,45,Mineral
Manley,342,A,7/15/2021,3 m,20.5,Mineral,20.5,,3.666666667,51,Mineral
Manley,342,A,7/15/2021,6 m,10,Mineral,21.5,Mineral,5.25,44,Mineral
Manley,342,A,7/15/2021,9 m,12.5,Mineral,23,Mineral,2.333333333,56,Mineral
Manley,342,B,7/15/2021,3 m,13,Mineral,8.25,Mineral,9.666666667,65,Mineral
Manley,342,B,7/15/2021,9 m,3.25,Mineral,2.75,Mineral,6.666666667,57,Mineral
Manley,342,B,7/15/2021,6 m,10,Mineral,2.25,Mineral,4.666666667,65,Mineral
Manley,342,C,7/15/2021,9 m,5.5,Mineral,4.5,Mineral,9.333333333,42,Mineral
Manley,342,C,7/15/2021,6 m,2.75,Mineral,2,Mineral,4.666666667,36,Mineral
Manley,342,C,7/15/2021,3 m,6.75,Mineral,1,Mineral,3,50,Mineral
Manley,345,A,7/14/2021,9 m,0.5,Mineral,0,Mineral,19,65,Mineral
Manley,345,A,7/14/2021,6 m,5,Mineral,0,Mineral,13.33333333,75,Mineral
Manley,345,A,7/14/2021,3 m,8,"Mineral,Rock",0.5,Mineral,21.66666667,65,Mineral
Manley,345,B,7/14/2021,9 m,0.5,Mineral,0,Mineral,19.33333333,63,Mineral
Manley,345,B,7/14/2021,3 m,1,Mineral,1,Mineral,15,61,Mineral
Manley,345,B,7/14/2021,6 m,2,Mineral,0,Mineral,24.66666667,51,Mineral
Manley,345,C,7/14/2021,9 m,1,Mineral,0,Mineral,24.33333333,55,Mineral
Manley,345,C,7/14/2021,3 m,1,Mineral,1,Mineral,17.33333333,45,Mineral
Manley,345,C,7/14/2021,6 m,1.75,Mineral,0,Mineral,21,45,Mineral
Manley,355,A,7/15/2021,3 m,11.75,Mineral,14.5,Mineral,19.33333333,NA,
Manley,355,A,7/15/2021,6 m,12.5,Mineral,10,Mineral,9,61,Mineral
Manley,355,A,7/15/2021,9 m,17,Mineral,6.5,Mineral,7,NA,
Manley,355,B,7/15/2021,3 m,14,Mineral,14,Mineral,11.66666667,60,Frozen Ground
Manley,355,B,7/15/2021,6 m,14,Mineral,20,Mineral,4,69,Frozen Ground
Manley,355,B,7/15/2021,9 m,25,Mineral,16,Mineral,9.333333333,65,Mineral
Manley,355,C,7/15/2021,6 m,7.5,Mineral,1,Mineral,11,NA,
Manley,355,C,7/15/2021,3 m,26,Mineral,32,Mineral,0,NA,
Manley,355,C,7/15/2021,9 m,7,Mineral,14,Mineral,19.5,NA,
Manley,358,A,7/14/2021,9 m,0.25,Mineral,0,Mineral,12.66666667,25,Rock
Manley,358,A,7/14/2021,6 m,0,Mineral,0,Mineral,11.33333333,25,Rock
Manley,358,A,7/14/2021,3 m,0.5,Mineral,0,Mineral,8,22,Mineral
Manley,358,B,7/14/2021,3 m,2,Mineral,0.5,Mineral,8.333333333,38,Rock
Manley,358,B,7/14/2021,9 m,1.5,Mineral,0.5,Mineral,9,30,Mineral
Manley,358,B,7/14/2021,6 m,0,Mineral,0,Mineral,11.66666667,24,Rock
Manley,358,C,7/14/2021,6 m,0,Mineral,0,Mineral,10,31,Rock
Manley,358,C,7/14/2021,3 m,1.25,Mineral,0,Mineral,6.5,31,Rock
Manley,358,C,7/14/2021,9 m,1.25,Mineral,1.75,Mineral,6.5,32,Rock
Manley,359,A,7/15/2021,3 m,24.5,Mineral,21.5,Mineral,6.666666667,NA,
Manley,359,A,7/15/2021,6 m,11,Mineral,18,Mineral,7.166666667,NA,
Manley,359,A,7/15/2021,9 m,6.5,Mineral,12,Mineral,3.5,NA,
Manley,359,B,7/15/2021,3 m,6,Mineral,10,Mineral,7.666666667,45,Frozen Ground
Manley,359,B,7/15/2021,9 m,12,Mineral,16.5,Mineral,6.333333333,NA,
Manley,359,B,7/15/2021,6 m,12.5,Mineral,11.5,Mineral,14,75,Frozen Ground
Manley,359,C,7/15/2021,3 m,17,Mineral,9.5,Mineral,5.5,NA,
Manley,359,C,7/15/2021,6 m,13,Mineral,16,Mineral,2.833333333,NA,
Manley,359,C,7/15/2021,9 m,13.5,Mineral,20,Mineral,6.166666667,40,Mineral
Manley,360,A,7/15/2021,6 m,5,Mineral,1.5,Mineral,11.5,56,Mineral
Manley,360,A,7/15/2021,3 m,8.5,Mineral,4,Mineral,9.5,NA,
Manley,360,A,7/15/2021,9 m,5,Mineral,NA,,NA,NA,
Manley,360,B,7/15/2021,9 m,16,Mineral,NA,,NA,NA,
Manley,360,B,7/15/2021,6 m,10.25,Mineral,14.25,Mineral,5,45,Mineral
Manley,360,B,7/15/2021,3 m,10.25,Mineral,13,Mineral,4.75,41,Mineral
Manley,360,C,7/15/2021,9 m,9.75,Mineral,11.25,Mineral,8.666666667,50,Mineral
Manley,360,C,7/15/2021,3 m,11.5,Mineral,8.5,Mineral,6.333333333,65,Mineral
Manley,360,C,7/15/2021,6 m,15.5,Mineral,15.5,Mineral,9.666666667,50,Mineral
Marr,2051,A,7/27/2022,2.5 m,3,Mineral,NA,,NA,NA,
Marr,2051,A,7/27/2022,7.5 m,6,Rock,NA,,NA,NA,
Marr,2051,B,7/27/2022,2.5 m,1,"Mineral,Rock",NA,,NA,NA,
Marr,2051,B,7/27/2022,7.5 m,9,Mineral,NA,,NA,NA,
Marr,2051,C,7/27/2022,2.5 m,1,Rock,NA,,NA,NA,
Marr,2051,C,7/27/2022,7.5 m,2,Frozen Ground,NA,,NA,NA,
Marr,2823,A,7/27/2022,2.5 m,3.5,Mineral,17,Mineral,14.75,NA,
Marr,2823,A,7/27/2022,7.5 m,4.5,Mineral,17,Mineral,8.5,NA,
Marr,2823,B,7/27/2022,2.5 m,18,Mineral,5,Mineral,9.25,NA,
Marr,2823,B,7/27/2022,7.5 m,8.1,Mineral,4.5,Mineral,8.25,NA,
Marr,2823,C,7/27/2022,7.5 m,11,"Mineral,Rock",13,Mineral,9.25,NA,
Marr,2823,C,7/27/2022,2.5 m,8,Mineral,8,Mineral,17.5,NA,
Marr,2835,A,7/27/2022,2.5 m,1,Mineral,NA,,NA,NA,
Marr,2835,A,7/27/2022,7.5 m,4.5,Mineral,2.5,Mineral,4.25,NA,
Marr,2835,B,7/27/2022,2.5 m,3,Mineral,NA,,NA,NA,
Marr,2835,B,7/27/2022,7.5 m,0,Mineral,NA,,NA,NA,
Marr,2835,C,7/27/2022,2.5 m,0,Mineral,NA,,NA,NA,
Marr,2835,C,7/27/2022,7.5 m,1.5,Mineral,0,Mineral,13,NA,
Marr,2957,A,7/27/2022,2.5 m,0.25,Mineral,NA,,NA,NA,
Marr,2957,A,7/27/2022,7.5 m,2,Mineral,2,Mineral,17,NA,
Marr,2957,B,7/27/2022,2.5 m,3.5,Mineral,NA,,NA,NA,
Marr,2957,B,7/27/2022,7.5 m,0,Rock,1,Mineral,4.75,NA,
Marr,2957,C,7/27/2022,2.5 m,1,"Mineral,Rock",1,Mineral,7.5,NA,
Marr,2957,C,7/27/2022,7.5 m,0,Mineral,NA,,NA,NA,
Marr,679,A,7/27/2022,2.5 m,5.5,Mineral,NA,,NA,NA,
Marr,679,A,7/27/2022,7.5 m,5,Mineral,NA,,NA,NA,
Marr,679,B,7/27/2022,7.5 m,3,Rock,NA,,NA,NA,
Marr,679,B,7/27/2022,2.5 m,3,Mineral,NA,,NA,NA,
Marr,679,C,7/27/2022,7.5 m,5,Rock,NA,,NA,NA,
Marr,679,C,7/27/2022,2.5 m,8.5,Mineral,NA,,NA,NA,
Marr,910,A,7/27/2022,7.5 m,3,Mineral,0.25,Mineral,17.5,NA,
Marr,910,A,7/27/2022,2.5 m,2.5,Mineral,1.5,Mineral,10.6,NA,
Marr,910,B,7/27/2022,7.5 m,4,Mineral,0.25,Mineral,10.75,NA,
Marr,910,B,7/27/2022,2.5 m,0.25,Mineral,0,Mineral,11.5,NA,
Marr,910,C,7/27/2022,2.5 m,3,Mineral,1,Mineral,4,NA,
Marr,910,C,7/27/2022,7.5 m,3.5,"Mineral,Rock",1,Mineral,8.25,NA,
MarrRock,1133,A,7/28/2022,2.5 m,0,"Mineral,Rock",NA,,NA,NA,
MarrRock,1133,A,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,1133,B,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,1133,B,7/28/2022,2.5 m,0,Mineral,0,Mineral,0.75,NA,
MarrRock,1133,C,7/28/2022,2.5 m,0,Mineral,NA,,NA,NA,
MarrRock,1133,C,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,1371,A,7/28/2022,7.5 m,4,Mineral,NA,,NA,NA,
MarrRock,1371,A,7/28/2022,2.5 m,3.5,Mineral,NA,,NA,NA,
MarrRock,1371,B,7/28/2022,2.5 m,12,Mineral,NA,,NA,NA,
MarrRock,1371,B,7/28/2022,7.5 m,5,Mineral,NA,,NA,NA,
MarrRock,1371,C,7/28/2022,7.5 m,3,Mineral,NA,,NA,NA,
MarrRock,1371,C,7/28/2022,2.5 m,3,Mineral,NA,,NA,NA,
MarrRock,168,A,7/28/2022,2.5 m,0,Mineral,NA,,NA,NA,
MarrRock,168,A,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,168,B,7/28/2022,2.5 m,0,Mineral,NA,,NA,NA,
MarrRock,168,B,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,168,C,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,168,C,7/28/2022,2.5 m,0,Mineral,NA,,NA,NA,
MarrRock,552,A,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,552,A,7/28/2022,2.5 m,0,Mineral,NA,,NA,NA,
MarrRock,552,B,7/28/2022,2.5 m,0.1,Mineral,NA,,NA,NA,
MarrRock,552,B,7/28/2022,7.5 m,0.5,Mineral,NA,,NA,NA,
MarrRock,552,C,7/28/2022,2.5 m,0,Mineral,NA,,NA,NA,
MarrRock,552,C,7/28/2022,7.5 m,0,Mineral,NA,,NA,NA,
MarrRock,643,A,7/28/2022,2.5 m,2.5,Mineral,NA,,NA,NA,
MarrRock,643,A,7/28/2022,7.5 m,10,Mineral,NA,,NA,NA,
MarrRock,643,B,7/28/2022,7.5 m,2.5,Mineral,NA,,NA,NA,
MarrRock,643,B,7/28/2022,2.5 m,1.5,Mineral,NA,,NA,NA,
MarrRock,643,C,7/28/2022,7.5 m,3,Mineral,NA,,NA,NA,
MarrRock,643,C,7/28/2022,2.5 m,4,Mineral,NA,,NA,NA,
MarrRock,781,A,7/28/2022,7.5 m,5.5,Mineral,NA,,NA,NA,
MarrRock,781,A,7/28/2022,2.5 m,6,Mineral,NA,,NA,NA,
MarrRock,781,B,7/28/2022,2.5 m,6.5,Mineral,NA,,NA,NA,
MarrRock,781,B,7/28/2022,7.5 m,8,Mineral,NA,,NA,NA,
MarrRock,781,C,7/28/2022,2.5 m,7.5,Mineral,NA,,NA,NA,
MarrRock,781,C,7/28/2022,7.5 m,6,Mineral,NA,,NA,NA,
MmBonanza,4,A,6/23/2023,2.5 m,9.5,Mineral,5,Mineral,4.65,66,Mineral
MmBonanza,4,A,6/23/2023,7.5 m,8.5,Mineral,4.5,Mineral,7,49,Frozen Ground
MmBonanza,4,B,6/23/2023,7.5 m,16,Mineral,11,Mineral,10.75,32,Frozen Ground
MmBonanza,4,B,6/23/2023,2.5 m,10,Mineral,6.5,Mineral,5.7,56,Frozen Ground
MmBonanza,4,C,6/23/2023,2.5 m,7.5,Mineral,11.5,Mineral,4.35,64,"Frozen Ground,Rock"
MmBonanza,4,C,6/23/2023,7.5 m,14,Mineral,15,Mineral,10.75,26,"Frozen Ground,Rock"
MmBonanza,5,A,6/23/2023,7.5 m,3,Mineral,1,Mineral,23.5,31,Frozen Ground
MmBonanza,5,A,6/23/2023,2.5 m,10,Mineral,0.5,Mineral,19.5,36,Frozen Ground
MmBonanza,5,B,6/23/2023,7.5 m,0.5,Mineral,0.5,Mineral,21,36,Frozen Ground
MmBonanza,5,B,6/23/2023,2.5 m,0.5,Mineral,1,Mineral,21.75,36,Frozen Ground
MmBonanza,5,C,6/23/2023,7.5 m,0.5,Mineral,10,Mineral,14,28,Frozen Ground
MmBonanza,5,C,6/23/2023,2.5 m,0.5,Mineral,0.5,Mineral,24,29,Frozen Ground
MmBonanza,6,A,6/24/2023,7.5 m,23,"Mineral,Frozen Ground",6,Mineral,5.65,29,Frozen Ground
MmBonanza,6,A,6/24/2023,2.5 m,14,Mineral,5,Mineral,5.5,33,Frozen Ground
