fire,site,plot,date,location,org_depth,org_hit,ar_sol_depth,ar_sol_hit,ar_height,thaw_d,thaw_hit
Douglas,16,B,6/27/2023,7.5 m,34,Frozen Ground,29,Frozen Ground,4.75,34,Frozen Ground
Douglas,16,B,6/27/2023,2.5 m,30,Frozen Ground,32,Frozen Ground,4,35,Frozen Ground
Douglas,16,C,6/27/2023,2.5 m,34,Frozen Ground,36,Frozen Ground,0,34,Frozen Ground
Douglas,16,C,6/27/2023,7.5 m,30,Frozen Ground,26,Frozen Ground,4.5,30,Frozen Ground
Douglas,17,A,6/27/2023,7.5 m,28,Frozen Ground,28,Frozen Ground,0.5,28,Frozen Ground
Douglas,17,A,6/27/2023,2.5 m,28,Frozen Ground,33,Frozen Ground,10.5,28,Frozen Ground
Douglas,17,B,6/27/2023,7.5 m,29,Frozen Ground,23,Frozen Ground,3.5,29,Frozen Ground
Douglas,17,B,6/27/2023,2.5 m,29,Frozen Ground,28,Frozen Ground,2.25,28,Frozen Ground
Douglas,17,C,6/27/2023,2.5 m,24,Frozen Ground,49,Frozen Ground,0,24,Frozen Ground
Douglas,17,C,6/27/2023,7.5 m,45,Frozen Ground,41,Frozen Ground,0,45,Frozen Ground
Douglas,18,A,6/27/2023,7.5 m,19,Frozen Ground,34,Frozen Ground,0,19,Frozen Ground
Douglas,18,A,6/27/2023,2.5 m,32,Frozen Ground,45,Frozen Ground,0,32,Frozen Ground
Douglas,18,B,6/27/2023,7.5 m,30,Frozen Ground,30,Frozen Ground,0,30,Frozen Ground
Douglas,18,B,6/27/2023,2.5 m,23,Frozen Ground,31,Frozen Ground,4.75,23,Frozen Ground
Douglas,18,C,6/27/2023,2.5 m,39,Frozen Ground,41,Frozen Ground,2.75,39,Frozen Ground
Douglas,18,C,6/27/2023,7.5 m,35,Frozen Ground,31,Frozen Ground,0,35,Frozen Ground
DouglasBonanza,10,A,6/25/2023,7.5 m,0,Mineral,0,Mineral,20,NA,
DouglasBonanza,10,A,6/25/2023,2.5 m,0,Mineral,4,Mineral,12.5,NA,
DouglasBonanza,10,B,6/25/2023,7.5 m,1.5,Mineral,0,Mineral,31,NA,
DouglasBonanza,10,B,6/25/2023,2.5 m,0,Mineral,NA,,NA,NA,
DouglasBonanza,10,C,6/25/2023,2.5 m,0,Mineral,NA,,NA,NA,
DouglasBonanza,10,C,6/25/2023,7.5 m,0.5,Mineral,NA,,NA,NA,
DouglasBonanza,11,A,6/25/2023,2.5 m,1,Mineral,0,Mineral,2.5,NA,
DouglasBonanza,11,A,6/25/2023,7.5 m,1,Mineral,0,Mineral,1.9,NA,
DouglasBonanza,11,B,6/25/2023,2.5 m,2,Mineral,0,Mineral,2.7,NA,
DouglasBonanza,11,B,6/25/2023,7.5 m,6,Mineral,0,Mineral,2.25,NA,
DouglasBonanza,11,C,6/25/2023,2.5 m,0,Mineral,0,Mineral,4.2,NA,
DouglasBonanza,11,C,6/25/2023,7.5 m,7,Mineral,7,Mineral,7.75,NA,
DouglasBonanza,12,A,6/26/2023,2.5 m,27,Frozen Ground,40,Frozen Ground,0,32,Frozen Ground
DouglasBonanza,12,A,6/26/2023,7.5 m,29,Frozen Ground,30,Frozen Ground,4,29,Frozen Ground
DouglasBonanza,12,B,6/26/2023,7.5 m,37,Frozen Ground,26,Frozen Ground,1.5,42,Frozen Ground
DouglasBonanza,12,B,6/26/2023,2.5 m,27,Frozen Ground,30,Frozen Ground,0,29,Frozen Ground
DouglasBonanza,12,C,6/26/2023,2.5 m,32,Frozen Ground,37,Frozen Ground,0,32,Frozen Ground
DouglasBonanza,12,C,6/26/2023,7.5 m,28,Frozen Ground,32,Frozen Ground,4.75,28,Frozen Ground
DouglasBonanza,13,A,6/26/2023,2.5 m,31,Frozen Ground,34,Frozen Ground,4.5,35,Frozen Ground
DouglasBonanza,13,A,6/26/2023,7.5 m,31,Frozen Ground,31,Frozen Ground,6,31,Frozen Ground
DouglasBonanza,13,B,6/26/2023,2.5 m,33,Frozen Ground,30,Frozen Ground,2.25,30,Frozen Ground
DouglasBonanza,13,B,6/26/2023,7.5 m,34,Frozen Ground,33,Frozen Ground,5,34,Frozen Ground
DouglasBonanza,13,C,6/26/2023,7.5 m,28,Frozen Ground,27,Frozen Ground,1.35,28,Frozen Ground
DouglasBonanza,13,C,6/26/2023,2.5 m,28,Frozen Ground,27,Frozen Ground,0,28,Frozen Ground
DouglasBonanza,9,A,6/25/2023,7.5 m,0,Rock,0,Rock,15.1,NA,
DouglasBonanza,9,A,6/25/2023,2.5 m,0,Rock,0,"Rock,Mineral",14.75,NA,
DouglasBonanza,9,B,6/25/2023,2.5 m,0,Mineral,0,Mineral,13.75,NA,
DouglasBonanza,9,B,6/25/2023,7.5 m,4,Rock,0,Mineral,11.25,NA,
DouglasBonanza,9,C,6/25/2023,7.5 m,6,"Mineral,Rock",NA,Mineral,13.25,NA,
DouglasBonanza,9,C,6/25/2023,2.5 m,10,Mineral,0,,10.5,NA,
DragonMooseheart,24,A,7/7/2023,7.5 m,4,Mineral,NA,,NA,NA,
DragonMooseheart,24,A,7/7/2023,2.5 m,3.5,Mineral,NA,Mineral,NA,NA,
DragonMooseheart,24,B,7/7/2023,2.5 m,5,Mineral,NA,,NA,NA,
DragonMooseheart,24,B,7/7/2023,7.5 m,3,Mineral,NA,,NA,NA,Mineral
DragonMooseheart,24,C,7/7/2023,7.5 m,1.5,Mineral,NA,,NA,NA,Mineral
DragonMooseheart,24,C,7/7/2023,2.5 m,4.5,Mineral,NA,,NA,NA,Mineral
DragonMooseheart,25,A,7/7/2023,2.5 m,2,Mineral,NA,,NA,NA,
DragonMooseheart,25,A,7/7/2023,7.5 m,4.5,Mineral,NA,,NA,NA,
DragonMooseheart,25,B,7/7/2023,2.5 m,1.5,Mineral,NA,,NA,NA,
DragonMooseheart,25,B,7/7/2023,7.5 m,1.5,Mineral,NA,,NA,NA,
DragonMooseheart,25,C,7/7/2023,7.5 m,4,Mineral,NA,,NA,NA,
DragonMooseheart,25,C,7/7/2023,2.5 m,3,Mineral,NA,,NA,NA,
DragonMooseheart,26,A,7/8/2023,2.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,26,A,7/8/2023,7.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,26,B,7/8/2023,7.5 m,1,Mineral,NA,,NA,NA,
DragonMooseheart,26,B,7/8/2023,2.5 m,3,Mineral,NA,,NA,NA,
DragonMooseheart,26,C,7/8/2023,7.5 m,2,Mineral,NA,,NA,NA,
DragonMooseheart,26,C,7/8/2023,2.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,27,A,7/8/2023,7.5 m,2,Mineral,NA,,NA,NA,
DragonMooseheart,27,A,7/8/2023,2.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,27,B,7/8/2023,7.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,27,B,7/8/2023,2.5 m,0.5,Mineral,NA,,NA,NA,
DragonMooseheart,27,C,7/8/2023,7.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,27,C,7/8/2023,2.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,28,A,7/8/2023,2.5 m,5,Mineral,NA,,NA,NA,
DragonMooseheart,28,A,7/8/2023,7.5 m,1,Mineral,NA,,NA,NA,
DragonMooseheart,28,B,7/8/2023,2.5 m,3.5,Mineral,NA,,NA,NA,
DragonMooseheart,28,B,7/8/2023,7.5 m,0,Mineral,NA,,NA,NA,
DragonMooseheart,28,C,7/8/2023,7.5 m,1,Mineral,NA,,NA,NA,
DragonMooseheart,28,C,7/8/2023,2.5 m,0.5,Mineral,NA,,NA,NA,
DryMooseheart,19,A,7/6/2023,7.5 m,18,Mineral,16,Mineral,7.5,57,Mineral
DryMooseheart,19,A,7/6/2023,2.5 m,16,Mineral,22.5,Mineral,9.75,34.5,Mineral
DryMooseheart,19,B,7/6/2023,2.5 m,14.5,Mineral,24,Mineral,6,36,Frozen Ground
DryMooseheart,19,B,7/6/2023,7.5 m,14,Mineral,17,Mineral,3.5,45,Frozen Ground
DryMooseheart,19,C,7/6/2023,7.5 m,23,Mineral,16,Mineral,16,38,Frozen Ground
DryMooseheart,19,C,7/6/2023,2.5 m,17,Mineral,17,Frozen Ground,8.5,39,Frozen Ground
DryMooseheart,20,A,7/6/2023,7.5 m,27,Mineral,26,Mineral,4.5,69,Frozen Ground
DryMooseheart,20,A,7/6/2023,2.5 m,36,Mineral,24,Mineral,1.5,86,Frozen Ground
DryMooseheart,20,B,7/6/2023,7.5 m,16,"Frozen Ground,Mineral",24,Mineral,10.5,NA,
DryMooseheart,20,B,7/6/2023,2.5 m,22,Mineral,21,Frozen Ground,8,98,Frozen Ground
DryMooseheart,20,C,7/6/2023,2.5 m,21.5,Mineral,30,Mineral,10,NA,
DryMooseheart,20,C,7/6/2023,7.5 m,25,Mineral,20,Mineral,8.5,NA,
DryMooseheart,21,A,7/6/2023,2.5 m,33,Frozen Ground,35,Frozen Ground,5,39,Frozen Ground
DryMooseheart,21,A,7/6/2023,7.5 m,31,Frozen Ground,3,Frozen Ground,4.5,31,Frozen Ground
DryMooseheart,21,B,7/6/2023,7.5 m,45,Frozen Ground,23,Frozen Ground,7.5,45,Frozen Ground
DryMooseheart,21,B,7/6/2023,2.5 m,31,Mineral,32,Frozen Ground,4,34,Frozen Ground
DryMooseheart,21,C,7/6/2023,2.5 m,21,Mineral,40,Frozen Ground,7,37,Frozen Ground
DryMooseheart,21,C,7/6/2023,7.5 m,35,Frozen Ground,27,Frozen Ground,10,38,Frozen Ground
DryMooseheart,22,A,7/7/2023,2.5 m,13.5,Mineral,24,Mineral,14.5,80,Frozen Ground
DryMooseheart,22,A,7/7/2023,7.5 m,21,Mineral,18,Mineral,12,65,Frozen Ground
DryMooseheart,22,B,7/7/2023,7.5 m,29,Mineral,16,Mineral,10,48,Frozen Ground
DryMooseheart,22,B,7/7/2023,2.5 m,17,Mineral,24,Mineral,6,73,Frozen Ground
DryMooseheart,22,C,7/7/2023,2.5 m,18,Mineral,12,Mineral,8,50,Frozen Ground
DryMooseheart,22,C,7/7/2023,7.5 m,12,Mineral,16,Mineral,12.5,66,Frozen Ground
DryMooseheart,23,A,7/7/2023,7.5 m,25,Mineral,25,Frozen Ground,13,35,Frozen Ground
DryMooseheart,23,A,7/7/2023,2.5 m,33,Frozen Ground,34,Frozen Ground,0,34,Frozen Ground
DryMooseheart,23,B,7/7/2023,7.5 m,28,Frozen Ground,28,Frozen Ground,0,29,Frozen Ground
DryMooseheart,23,B,7/7/2023,2.5 m,20.5,Mineral,27,Mineral,0,46,Frozen Ground
DryMooseheart,23,C,7/7/2023,2.5 m,13,Mineral,10,Mineral,14,71,"Mineral,Frozen Ground"
DryMooseheart,23,C,7/7/2023,7.5 m,15,Mineral,10,Mineral,10,NA,Mineral
FrozenBlackCalf,1018,A,7/25/2022,2.5 m,4,Mineral,NA,,NA,NA,
FrozenBlackCalf,1018,A,7/25/2022,7.5 m,1,"Mineral,Rock",NA,,NA,NA,
FrozenBlackCalf,1018,B,7/25/2022,2.5 m,3.5,Mineral,NA,,NA,NA,
FrozenBlackCalf,1018,B,7/25/2022,7.5 m,9.8,"Rock,Mineral",NA,,NA,NA,
FrozenBlackCalf,1018,C,7/25/2022,7.5 m,0.25,"Rock,Mineral",NA,,NA,NA,
FrozenBlackCalf,1018,C,7/25/2022,2.5 m,2,Mineral,NA,,NA,NA,
FrozenBlackCalf,188,A,7/25/2022,2.5 m,1,"Mineral,Rock",0,Mineral,5.85,NA,
FrozenBlackCalf,188,A,7/25/2022,7.5 m,3,Mineral,NA,,NA,NA,
FrozenBlackCalf,188,B,7/25/2022,2.5 m,0.25,Mineral,NA,,NA,NA,
FrozenBlackCalf,188,B,7/25/2022,7.5 m,0,"Mineral,Rock",NA,,NA,NA,
FrozenBlackCalf,188,C,7/25/2022,7.5 m,2.5,"Mineral,Rock",NA,,NA,NA,
FrozenBlackCalf,188,C,7/25/2022,2.5 m,0,"Mineral,Rock",NA,,NA,NA,
FrozenBlackCalf,36,A,7/25/2022,7.5 m,1,Mineral,NA,,NA,NA,
FrozenBlackCalf,36,A,7/25/2022,2.5 m,2,Mineral,NA,,NA,NA,
FrozenBlackCalf,36,B,7/25/2022,7.5 m,0,Rock,NA,,NA,NA,
FrozenBlackCalf,36,B,7/25/2022,2.5 m,7,Mineral,NA,,NA,NA,
FrozenBlackCalf,36,C,7/25/2022,7.5 m,4,Mineral,NA,,NA,NA,
FrozenBlackCalf,36,C,7/25/2022,2.5 m,5.5,Mineral,NA,,NA,NA,
FrozenBlackCalf,449,A,7/25/2022,2.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,449,A,7/25/2022,7.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,449,B,7/25/2022,7.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,449,B,7/25/2022,2.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,449,C,7/25/2022,2.5 m,0.25,Mineral,NA,,NA,NA,
FrozenBlackCalf,449,C,7/25/2022,7.5 m,2.5,Mineral,NA,,NA,NA,
FrozenBlackCalf,593,A,7/25/2022,7.5 m,2,Mineral,NA,,NA,NA,
FrozenBlackCalf,593,A,7/25/2022,2.5 m,0.5,Mineral,NA,,NA,NA,
FrozenBlackCalf,593,B,7/25/2022,7.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,593,B,7/25/2022,2.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,593,C,7/25/2022,7.5 m,5.5,Mineral,NA,,NA,NA,
FrozenBlackCalf,593,C,7/25/2022,2.5 m,2,Mineral,NA,,NA,NA,
FrozenBlackCalf,807,A,7/25/2022,7.5 m,3.5,Mineral,NA,,NA,NA,
FrozenBlackCalf,807,A,7/25/2022,2.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,807,B,7/25/2022,2.5 m,3,Mineral,2,,3.75,NA,
FrozenBlackCalf,807,B,7/25/2022,7.5 m,0.5,Rock,NA,,NA,NA,
FrozenBlackCalf,807,C,7/25/2022,7.5 m,0,Mineral,NA,,NA,NA,
FrozenBlackCalf,807,C,7/25/2022,2.5 m,0,Mineral,NA,,NA,NA,
FrozenCalf,11,A,7/24/2022,2.5 m,4,Mineral,8,,2,NA,
FrozenCalf,11,A,7/24/2022,7.5 m,2,Mineral,NA,,NA,NA,
FrozenCalf,11,B,7/24/2022,2.5 m,3,Mineral,NA,,NA,NA,
FrozenCalf,11,B,7/24/2022,7.5 m,5,Mineral,5,,0,NA,
FrozenCalf,11,C,7/24/2022,7.5 m,2,Mineral,0,,2.25,NA,
FrozenCalf,11,C,7/24/2022,2.5 m,0.25,Mineral,0,,5,NA,
FrozenCalf,26,A,7/24/2022,2.5 m,1.5,Mineral,1,Mineral,3.5,NA,
FrozenCalf,26,A,7/24/2022,7.5 m,1.5,Mineral,2,Rock,4.1,NA,
FrozenCalf,26,B,7/24/2022,2.5 m,2,"Rock,Mineral",0.25,Rock,3.3,NA,
FrozenCalf,26,B,7/24/2022,7.5 m,0,Mineral,0,Mineral,3.45,NA,
FrozenCalf,26,C,7/24/2022,2.5 m,1,"Mineral,Rock",2,Mineral,2.85,NA,
FrozenCalf,26,C,7/24/2022,7.5 m,0,Rock,0,Rock,3.1,NA,
FrozenCalf,268,A,7/24/2022,7.5 m,2,Mineral,2,Mineral,0,NA,
FrozenCalf,268,A,7/24/2022,2.5 m,0.25,Mineral,1,Mineral,1.25,NA,
FrozenCalf,268,B,7/24/2022,2.5 m,1,Mineral,1.5,Mineral,3.65,NA,
FrozenCalf,268,B,7/24/2022,7.5 m,1,Mineral,0.5,Mineral,2.35,NA,
FrozenCalf,268,C,7/24/2022,7.5 m,8,Mineral,4,Mineral,1.5,NA,
FrozenCalf,268,C,7/24/2022,2.5 m,2.5,Mineral,0.5,Mineral,2.35,NA,
FrozenCalf,360,A,7/24/2022,7.5 m,4,Rock,1,,3.25,NA,
FrozenCalf,360,A,7/24/2022,2.5 m,4,"Mineral,Rock",1,,0.75,NA,
FrozenCalf,360,B,7/24/2022,2.5 m,3.5,Mineral,4,,0.75,NA,
FrozenCalf,360,B,7/24/2022,7.5 m,7,Mineral,3,Mineral,3,NA,
FrozenCalf,360,C,7/24/2022,2.5 m,2,Mineral,0,Mineral,0,NA,
FrozenCalf,360,C,7/24/2022,7.5 m,0,Rock,2,Mineral,0.5,NA,
FrozenCalf,686,A,7/24/2022,2.5 m,10,Mineral,NA,,NA,NA,
FrozenCalf,686,A,7/24/2022,7.5 m,1,Mineral,NA,,NA,NA,
FrozenCalf,686,B,7/24/2022,7.5 m,1,Mineral,NA,,NA,NA,
FrozenCalf,686,B,7/24/2022,2.5 m,2,Mineral,NA,,NA,NA,
FrozenCalf,686,C,7/24/2022,2.5 m,2.5,Mineral,NA,,NA,NA,
FrozenCalf,686,C,7/24/2022,7.5 m,1.5,Mineral,NA,,NA,NA,
FrozenCalf,755,A,7/24/2022,7.5 m,4,Mineral,2,,1.75,NA,
FrozenCalf,755,A,7/24/2022,2.5 m,4,Mineral,2,Mineral,4.3,NA,
FrozenCalf,755,B,7/24/2022,7.5 m,7.5,Mineral,5,Rock,1.25,NA,
FrozenCalf,755,B,7/24/2022,2.5 m,8,Mineral,9,Mineral,1.75,NA,
FrozenCalf,755,C,7/24/2022,7.5 m,3,Rock,5.5,Mineral,2.25,NA,
FrozenCalf,755,C,7/24/2022,2.5 m,5,Mineral,3,Mineral,2,NA,
FrozenFish,1202,A,7/23/2022,2.5 m,2,Mineral,3.5,,2.9,NA,
FrozenFish,1202,A,7/23/2022,7.5 m,1,Mineral,NA,,2.7,NA,
FrozenFish,1202,B,7/23/2022,7.5 m,3,Mineral,2,,4.1,NA,
FrozenFish,1202,B,7/23/2022,2.5 m,2,Mineral,1.5,,7.35,NA,
FrozenFish,1202,C,7/23/2022,7.5 m,1,Mineral,3,,1.7,NA,
FrozenFish,1202,C,7/23/2022,2.5 m,3,Mineral,0,,2.8,NA,
FrozenFish,1820,A,7/23/2022,7.5 m,1.2,Mineral,0.2,Mineral,4.35,NA,
FrozenFish,1820,A,7/23/2022,2.5 m,3,Mineral,0.8,Mineral,2.05,NA,
FrozenFish,1820,B,7/23/2022,7.5 m,1,Mineral,0.2,Mineral,4.75,NA,
FrozenFish,1820,B,7/23/2022,2.5 m,0,Mineral,0,Mineral,5.05,NA,
FrozenFish,1820,C,7/23/2022,7.5 m,0,Mineral,0.5,Mineral,3,NA,
FrozenFish,1820,C,7/23/2022,2.5 m,0.5,Mineral,0.2,Mineral,1.75,NA,
FrozenFish,1879,A,7/23/2022,2.5 m,2,Mineral,0,Mineral,3.45,NA,
FrozenFish,1879,A,7/23/2022,7.5 m,0,Mineral,0,,5.3,NA,
FrozenFish,1879,B,7/23/2022,2.5 m,0,Mineral,0.5,,1.5,NA,
FrozenFish,1879,B,7/23/2022,7.5 m,0.5,Mineral,0,,2.2,NA,
FrozenFish,1879,C,7/23/2022,7.5 m,1,Mineral,NA,,1,NA,
FrozenFish,1879,C,7/23/2022,2.5 m,0,Mineral,0,,4.35,NA,
FrozenFish,2616,A,7/23/2022,2.5 m,6.5,Mineral,0.5,Mineral,6.25,NA,
FrozenFish,2616,A,7/23/2022,7.5 m,0,Mineral,1,Mineral,5,NA,
FrozenFish,2616,B,7/23/2022,7.5 m,5,Mineral,4.5,Mineral,2.75,NA,
FrozenFish,2616,B,7/23/2022,2.5 m,2.5,Mineral,0,Mineral,4.25,NA,
FrozenFish,2616,C,7/23/2022,2.5 m,0,Mineral,0,Mineral,9,NA,
FrozenFish,2616,C,7/23/2022,7.5 m,1.5,Mineral,2,Mineral,4.25,NA,
FrozenFish,374,A,7/23/2022,2.5 m,0,Mineral,0,Mineral,5.25,NA,
FrozenFish,374,A,7/23/2022,7.5 m,0,Mineral,0.5,Mineral,3.35,NA,
FrozenFish,374,B,7/23/2022,7.5 m,1,Mineral,0,Mineral,4.45,NA,
FrozenFish,374,B,7/23/2022,2.5 m,0,Mineral,0,Mineral,7.3,NA,
FrozenFish,374,C,7/23/2022,7.5 m,0,Mineral,0,Mineral,2.6,NA,
FrozenFish,374,C,7/23/2022,2.5 m,1,Mineral,1,Mineral,3.55,NA,
FrozenFish,953,A,7/23/2022,2.5 m,3,Mineral,0.2,Mineral,6.5,NA,
FrozenFish,953,A,7/23/2022,7.5 m,0,Mineral,0,Mineral,5.15,NA,
FrozenFish,953,B,7/23/2022,7.5 m,3,Mineral,3.3,Mineral,6.85,NA,
FrozenFish,953,B,7/23/2022,2.5 m,5,Mineral,2,Mineral,6.95,NA,
FrozenFish,953,C,7/23/2022,7.5 m,2,Mineral,3,Mineral,4.25,NA,
FrozenFish,953,C,7/23/2022,2.5 m,3.5,Mineral,8,Mineral,5,NA,
Isom,1,A,6/17/2023,2.5 m,9.5,Mineral,13.5,Mineral,7.3,30.4,Mineral
Isom,1,B,6/17/2023,2.5 m,14,Mineral,14,Mineral,7.75,25,Mineral
Isom,1,C,6/17/2023,2.5 m,14,Mineral,22,Mineral,7.25,22,Mineral
Isom,2,A,6/18/2023,7.5 m,28,Frozen Ground,19,Mineral,5,28,Frozen Ground
Isom,2,B,6/18/2023,2.5 m,16,"Frozen Ground,Mineral",20,Mineral,3.75,19,Frozen Ground
Isom,2,C,6/18/2023,2.5 m,20,Mineral,15,Mineral,11.5,25,"Frozen Ground,Mineral"
Isom,3,A,6/18/2023,2.5 m,4,Mineral,5,Mineral,6.5,45,"Mineral,Frozen Ground"
Isom,3,B,6/18/2023,7.5 m,2,Mineral,6,Mineral,9,42,Frozen Ground
Isom,3,C,6/18/2023,7.5 m,16,Mineral,22,Mineral,8.75,21,Frozen Ground
Isom,70,A,7/24/2023,2.5 m,22,Mineral,26,Mineral,6,61,Frozen Ground
Isom,70,A,7/24/2023,7.5 m,27,Mineral,12,Mineral,9,65,Frozen Ground
Isom,70,B,7/24/2023,7.5 m,19,Mineral,8,Mineral,6.5,67,Frozen Ground
Isom,70,B,7/24/2023,2.5 m,18.5,Mineral,16,Mineral,3.5,63,Frozen Ground
Isom,70,C,7/24/2023,7.5 m,10,"Water,Mineral",17,Mineral,18.5,72,Frozen Ground
Isom,70,C,7/24/2023,2.5 m,24.5,Mineral,26,Mineral,6.5,60,Frozen Ground
Isom,71,A,7/24/2023,7.5 m,15,Mineral,20,Mineral,4,60,Frozen Ground
Isom,71,A,7/24/2023,2.5 m,15.5,Mineral,20,Mineral,5.5,59,Frozen Ground
Isom,71,B,7/24/2023,2.5 m,21,Mineral,25,Mineral,8,47,Frozen Ground
Isom,71,B,7/24/2023,7.5 m,30,Mineral,21,Mineral,2.5,40,Frozen Ground
Isom,71,C,7/24/2023,7.5 m,21,Mineral,15,Mineral,5.5,72,Frozen Ground
Isom,71,C,7/24/2023,2.5 m,26.5,Mineral,17,Mineral,3.5,60,Frozen Ground
Isom,72,A,7/24/2023,7.5 m,11,Mineral,16,Mineral,10,58,Frozen Ground
Isom,72,A,7/24/2023,2.5 m,16,Mineral,16,Mineral,12.5,54,Frozen Ground
Isom,72,B,7/24/2023,7.5 m,16,Mineral,15,Mineral,5.5,65,Frozen Ground
Isom,72,B,7/24/2023,2.5 m,22,Mineral,28,Mineral,20,60,Frozen Ground
Isom,72,C,7/24/2023,2.5 m,16,Mineral,11,Mineral,14,70,Frozen Ground
Isom,72,C,7/24/2023,7.5 m,19,Mineral,26,Mineral,25,62,Frozen Ground
KilolitnaTal,50,A,7/17/2023,2.5 m,7.5,Mineral,NA,,NA,NA,
KilolitnaTal,50,A,7/17/2023,7.5 m,1,Mineral,NA,,NA,NA,
KilolitnaTal,50,B,7/17/2023,7.5 m,2,Mineral,NA,,NA,NA,
KilolitnaTal,50,B,7/17/2023,2.5 m,4,Mineral,NA,,NA,NA,
KilolitnaTal,50,C,7/17/2023,2.5 m,1,Mineral,NA,,NA,NA,
KilolitnaTal,50,C,7/17/2023,7.5 m,8,Mineral,NA,,NA,NA,
KilolitnaTal,51,A,7/17/2023,7.5 m,19,Mineral,NA,,NA,NA,
KilolitnaTal,51,A,7/17/2023,2.5 m,9.5,Mineral,NA,,NA,NA,
KilolitnaTal,51,B,7/17/2023,2.5 m,18.5,Mineral,NA,,NA,NA,
KilolitnaTal,51,B,7/17/2023,7.5 m,11.5,Rock,NA,,NA,NA,
KilolitnaTal,51,C,7/17/2023,2.5 m,11.5,Mineral,NA,,NA,NA,
KilolitnaTal,51,C,7/17/2023,7.5 m,21,Mineral,NA,,NA,NA,
KilolitnaTal,52,A,7/17/2023,2.5 m,8,Mineral,NA,,NA,NA,
KilolitnaTal,52,A,7/17/2023,7.5 m,15,Mineral,NA,,NA,NA,
KilolitnaTal,52,B,7/17/2023,7.5 m,11,"Mineral,Rock",NA,,NA,NA,
KilolitnaTal,52,B,7/17/2023,2.5 m,11,Mineral,NA,,NA,NA,
KilolitnaTal,52,C,7/17/2023,7.5 m,4,"Mineral,Rock",NA,,NA,NA,
KilolitnaTal,52,C,7/17/2023,2.5 m,9,Mineral,NA,,NA,NA,
KilolitnaTal,53,A,7/18/2023,2.5 m,18,Mineral,NA,,NA,NA,
KilolitnaTal,53,A,7/18/2023,7.5 m,8,Rock,NA,,NA,NA,
KilolitnaTal,53,B,7/18/2023,7.5 m,9,Rock,NA,,NA,NA,
KilolitnaTal,53,B,7/18/2023,2.5 m,8,Mineral,NA,,NA,NA,
KilolitnaTal,53,C,7/18/2023,7.5 m,13,Rock,NA,,NA,NA,
KilolitnaTal,53,C,7/18/2023,2.5 m,11,Rock,NA,,NA,NA,
KilolitnaTal,54,A,7/18/2023,2.5 m,16,Mineral,NA,,NA,NA,
KilolitnaTal,54,A,7/18/2023,7.5 m,8,"Mineral,Rock",NA,,NA,NA,
KilolitnaTal,54,B,7/18/2023,7.5 m,11,"Mineral,Rock",NA,,NA,NA,
KilolitnaTal,54,B,7/18/2023,2.5 m,14,Mineral,NA,,NA,NA,
KilolitnaTal,54,C,7/18/2023,7.5 m,9,"Mineral,Rock",NA,,NA,NA,
KilolitnaTal,54,C,7/18/2023,2.5 m,10,Rock,NA,,NA,NA,
KilolitnaTalHolanada,55,A,7/18/2023,2.5 m,3,Rock,14,"Mineral,Rock",16,NA,
KilolitnaTalHolanada,55,A,7/18/2023,7.5 m,22.5,Rock,11,"Mineral,Rock",28.5,NA,
KilolitnaTalHolanada,55,B,7/18/2023,2.5 m,3,Rock,NA,,NA,NA,
KilolitnaTalHolanada,55,B,7/18/2023,7.5 m,7,"Rock,Mineral",NA,,NA,NA,
KilolitnaTalHolanada,55,C,7/18/2023,7.5 m,16,Rock,NA,,NA,56,Frozen Ground
KilolitnaTalHolanada,55,C,7/18/2023,2.5 m,11,"Mineral,Rock",NA,,NA,NA,
KilolitnaTalHolanada,56,A,7/18/2023,2.5 m,4,Rock,NA,,NA,72,
KilolitnaTalHolanada,56,A,7/18/2023,7.5 m,11,Rock,NA,,NA,NA,
KilolitnaTalHolanada,56,B,7/18/2023,7.5 m,14,Rock,NA,,NA,NA,
KilolitnaTalHolanada,56,B,7/18/2023,2.5 m,16,Rock,NA,,NA,NA,
KilolitnaTalHolanada,56,C,7/18/2023,2.5 m,6,"Rock,Mineral",NA,,NA,NA,
KilolitnaTalHolanada,56,C,7/18/2023,7.5 m,6.5,Rock,NA,,NA,NA,
KilolitnaTalHolanada,57,A,7/19/2023,7.5 m,9,Rock,9,Rock,10.5,NA,
KilolitnaTalHolanada,57,A,7/19/2023,2.5 m,12,"Rock,Mineral",11,Rock,10.25,NA,
KilolitnaTalHolanada,57,B,7/19/2023,2.5 m,12.5,Rock,14,,6.5,NA,
KilolitnaTalHolanada,57,B,7/19/2023,7.5 m,10,Rock,22,,19,NA,
