date,fire_scar,site,plot,tree_species,standing,snag_pre_fire,alive,dbh,basal_diameter,cone_combustion,foliage_combustion,fine_combustion,coarse_combustion,stem_combustion,tree_notes
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,2.6,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,3.1,NA,100,100,75,NA,Count: 1
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,Count: 7
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,2,NA,100,100,75,NA,Count: 3
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,2,NA,100,100,75,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,2,NA,100,100,75,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,Count: 10
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,NA,1.9,NA,50,25,0,NA,repeat
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,2.5,NA,50,100,75,50,NA,Count: 1
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,2.2,NA,0,75,50,25,NA,Count: 1
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,1.3,NA,25,50,50,25,NA,Count: 1
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,1.2,NA,100,100,100,50,NA,Count: 1
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,0.7,NA,0,50,25,25,NA,Count: 1
7/11/2021,Livengood,134,B,black spruce,yes,NA,no,0.6,NA,100,100,75,50,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,2,NA,100,100,50,NA,Count: 5
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,2,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,2,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,2,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,2,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,Count: 7
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.6,NA,100,100,50,NA,Count: 3
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.6,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,1.6,NA,100,100,50,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,NA,2,NA,100,100,50,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,3.9,NA,0,50,25,25,NA,Count 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,2.6,NA,0,25,25,0,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,2,NA,100,100,100,50,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,1,NA,100,100,100,50,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,1,NA,75,100,75,50,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,Count: 7
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,75,25,NA,repeat
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.8,NA,100,100,100,50,NA,Count: 1
7/11/2021,Livengood,134,C,black spruce,yes,NA,no,0.3,NA,100,100,100,50,NA,Count: 1
7/11/2021,Livengood,157,A,black spruce,yes,NA,no,NA,1.9,NA,100,100,50,NA,
7/11/2021,Livengood,157,A,black spruce,yes,NA,no,NA,2.3,NA,100,100,25,NA,
7/11/2021,Livengood,157,A,black spruce,yes,NA,no,7.9,NA,25,25,25,0,NA,
7/11/2021,Livengood,157,A,black spruce,yes,NA,no,2.1,NA,50,50,25,25,NA,
7/11/2021,Livengood,157,A,birch,yes,NA,no,1.7,NA,NA,75,50,25,NA,
7/11/2021,Livengood,157,A,birch,yes,NA,no,1.3,NA,NA,100,50,25,NA,
7/11/2021,Livengood,157,A,black spruce,yes,NA,no,0.4,NA,100,100,100,50,NA,
7/11/2021,Livengood,157,B,black spruce,yes,NA,no,6.5,NA,50,50,25,25,NA,
7/11/2021,Livengood,157,B,black spruce,yes,NA,no,4,NA,25,50,50,25,NA,
7/11/2021,Livengood,157,B,black spruce,no,NA,no,4,NA,25,25,0,0,NA,
7/11/2021,Livengood,157,B,black spruce,yes,NA,no,2,NA,25,50,25,0,NA,
7/11/2021,Livengood,157,B,black spruce,yes,NA,no,0.6,NA,NA,50,50,25,NA,
7/11/2021,Livengood,157,B,black spruce,yes,NA,no,0.5,NA,NA,50,25,0,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,NA,2.3,NA,100,75,25,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,NA,2,NA,100,100,75,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,NA,2.6,100,100,100,75,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,NA,1.5,NA,100,100,75,NA,
7/11/2021,Livengood,157,C,black spruce,no,NA,no,NA,2,100,100,100,50,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,5.5,NA,100,100,75,50,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,4.6,NA,25,25,0,0,NA,
7/11/2021,Livengood,157,C,black spruce,no,NA,no,3.5,NA,50,50,50,25,NA,
7/11/2021,Livengood,157,C,black spruce,no,NA,no,3.2,NA,50,50,75,25,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,3,NA,75,75,50,25,NA,
7/11/2021,Livengood,157,C,black spruce,no,NA,no,3,NA,50,75,75,25,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,2.5,NA,75,100,100,50,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,2.5,NA,50,50,50,25,NA,
7/11/2021,Livengood,157,C,black spruce,no,NA,no,2.2,NA,100,100,100,50,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,1.5,NA,50,75,50,25,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,1.2,NA,100,100,100,50,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,0.6,NA,100,100,100,50,NA,
7/11/2021,Livengood,157,C,black spruce,yes,NA,no,0.6,NA,NA,75,50,0,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,NA,1.5,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,NA,2,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,NA,1.8,100,100,100,50,NA,
7/11/2021,Livengood,176,A,birch,yes,NA,no,NA,5,NA,100,100,75,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,4.9,NA,50,75,25,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,3.3,NA,50,100,50,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.9,NA,75,75,50,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.8,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.8,NA,25,50,25,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.6,NA,50,100,75,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.5,NA,75,100,50,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.5,NA,50,75,50,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.4,NA,100,100,75,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.1,NA,75,100,75,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2.1,NA,50,75,75,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2,NA,100,100,75,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2,NA,NA,100,50,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.9,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.5,NA,25,100,50,25,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.4,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.2,NA,100,100,75,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1.1,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,1,NA,75,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,0.9,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,0.6,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,A,black spruce,yes,NA,no,0.4,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,NA,2,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,NA,2.5,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,NA,2.7,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,no,NA,no,NA,2,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,5.8,NA,50,75,50,25,NA,
7/11/2021,Livengood,176,B,black spruce,no,NA,no,5.4,NA,50,100,75,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,4.6,NA,75,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,3.4,NA,100,75,75,25,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,3.3,NA,75,100,75,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,3.2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.9,NA,75,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.4,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.4,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.1,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2.1,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,no,NA,no,2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,1.8,NA,75,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,1.8,NA,75,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,1.4,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,1,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,0.8,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,B,black spruce,yes,NA,no,0.7,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,4.1,100,100,100,75,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,1.9,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,1.4,NA,100,100,75,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,3,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2.4,100,100,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2.2,75,100,75,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,3.2,100,100,75,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,1.9,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,0.9,NA,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,3,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2.4,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,1.7,NA,100,100,75,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2.5,NA,100,100,75,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,1.8,NA,100,100,100,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,3,NA,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2.5,100,75,75,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,NA,2.5,75,75,75,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,5.2,NA,50,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,3.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,3.2,NA,25,50,25,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,3,NA,75,50,25,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,2.6,NA,75,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,2.4,NA,50,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,2.3,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,2.1,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,no,NA,no,2.1,NA,50,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,no,NA,no,2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,no,NA,no,2,NA,50,100,75,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,2,NA,75,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.7,NA,75,75,25,0,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.4,NA,75,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.3,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.2,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.2,NA,100,100,75,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.1,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1.1,NA,75,75,50,25,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,1,NA,75,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,0.6,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,0.6,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,0.6,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,0.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,0.5,NA,100,100,100,50,NA,
7/11/2021,Livengood,176,C,black spruce,yes,NA,no,0.3,NA,100,100,100,50,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,7.1,NA,100,100,75,50,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,6.5,NA,100,100,50,25,NA,
7/14/2021,Manley,328,A,black spruce,yes,NA,no,6.3,NA,75,100,75,50,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,6,NA,25,100,50,25,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,6,NA,25,100,75,25,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,4.7,NA,50,100,50,25,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,4.6,NA,50,75,75,25,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,4.4,NA,25,50,25,25,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,4,NA,100,100,100,50,NA,
7/14/2021,Manley,328,A,black spruce,yes,NA,no,4,NA,75,100,75,25,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,3.8,NA,100,100,100,50,NA,
7/14/2021,Manley,328,A,black spruce,no,NA,no,1.2,NA,100,100,100,75,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,6.8,NA,50,75,50,25,NA,
7/14/2021,Manley,328,B,black spruce,yes,NA,no,6.3,NA,50,100,75,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,5.7,NA,25,75,50,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,5.6,NA,75,100,50,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,5.5,NA,25,100,50,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,5.3,NA,25,75,50,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,5,NA,25,100,50,25,NA,
7/14/2021,Manley,328,B,black spruce,yes,NA,no,5,NA,100,100,100,50,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,5,NA,50,100,75,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,4.3,NA,100,100,100,50,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,4.1,NA,100,100,100,50,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,3.9,NA,50,100,75,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,3.6,NA,75,100,100,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,3.6,NA,75,100,100,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,3.5,NA,75,100,50,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,3.5,NA,75,100,75,25,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,3.1,NA,75,100,100,50,NA,
7/14/2021,Manley,328,B,black spruce,no,NA,no,2.6,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,birch,yes,NA,no,NA,9,NA,100,100,75,NA,
7/14/2021,Manley,328,C,birch,yes,NA,no,NA,10.1,NA,100,100,75,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,6.5,NA,100,100,75,25,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,6.1,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,5.6,NA,25,50,50,25,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,5.2,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,5.2,NA,50,100,75,25,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,5,NA,50,100,75,25,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,4.9,NA,50,100,50,25,NA,
7/14/2021,Manley,328,C,black spruce,yes,NA,no,4.7,NA,75,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,4.3,NA,100,100,100,75,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,4,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,3.7,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,3.6,NA,75,100,75,25,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,3.5,NA,75,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,3.5,NA,25,100,50,25,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,3.1,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,3,NA,100,100,100,75,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,2.7,NA,100,100,100,50,NA,
7/14/2021,Manley,328,C,black spruce,no,NA,no,1.3,NA,100,100,100,50,NA,
7/14/2021,Manley,331,A,black spruce,no,NA,no,9.8,NA,25,50,50,25,NA,
7/14/2021,Manley,331,A,black spruce,no,NA,no,6.1,NA,100,100,100,50,NA,
7/14/2021,Manley,331,A,black spruce,no,NA,no,6,NA,100,100,100,50,NA,
7/14/2021,Manley,331,A,black spruce,no,NA,no,6,NA,0,25,0,0,NA,
7/14/2021,Manley,331,A,black spruce,no,NA,no,5.2,NA,100,100,100,50,NA,
7/14/2021,Manley,331,A,black spruce,no,NA,no,5.2,NA,100,100,100,50,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,7.7,NA,0,75,50,25,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,7.6,NA,50,100,75,25,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,7,NA,25,50,25,0,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,6.9,NA,0,25,25,0,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,6,NA,25,50,25,0,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,4.2,NA,100,100,100,50,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,4,NA,100,100,100,50,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,3.6,NA,100,100,100,50,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,3.5,NA,50,100,25,0,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,3.5,NA,100,100,100,50,NA,
7/14/2021,Manley,331,B,black spruce,no,NA,no,3.2,NA,25,75,25,0,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,9.1,NA,100,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,8.1,NA,50,75,75,25,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,8,NA,100,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,7.7,NA,75,75,50,25,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,7.5,NA,100,100,75,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,7.2,NA,100,100,100,25,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,6.9,NA,100,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,5.9,NA,75,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,5.3,NA,100,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,5,NA,100,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,4.5,NA,100,100,100,50,NA,
7/14/2021,Manley,331,C,black spruce,no,NA,no,3.1,NA,100,100,100,50,NA,
7/14/2021,Manley,345,A,black spruce,yes,NA,no,NA,2,100,100,100,50,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,14.2,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,11.8,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,11,NA,0,25,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,10.3,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,9.3,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,8.5,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,7.6,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,6.5,NA,0,0,0,0,NA,
7/14/2021,Manley,345,A,black spruce,no,NA,no,1.9,NA,NA,75,25,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,10.3,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,10.1,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,9.4,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,9,NA,NA,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,7.8,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,6.5,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,5.7,NA,100,100,100,50,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,5.3,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,5.1,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,4.7,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,4.6,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,3.4,NA,0,0,0,0,NA,
7/14/2021,Manley,345,B,black spruce,no,NA,no,2.6,NA,0,0,0,0,NA,
