fulcrum_id,fulcrum_parent_id,fulcrum_record_id,version,caption,latitude,longitude,geometry,file_size,uploaded_at,exif_date_time,exif_gps_altitude,exif_gps_date_stamp,exif_gps_time_stamp,exif_gps_dop,exif_gps_img_direction,exif_gps_img_direction_ref,exif_gps_latitude,exif_gps_latitude_ref,exif_gps_longitude,exif_gps_longitude_ref,exif_make,exif_model,exif_orientation,exif_pixel_x_dimension,exif_pixel_y_dimension,exif_software,exif_x_resolution,exif_y_resolution
1bda4af3-7396-40a3-ba12-377336a1aa9b,7d30f99f-2566-4e67-935f-e8a91c998468,7d30f99f-2566-4e67-935f-e8a91c998468,1,,65.17558055555556,-147.63529444444444,POINT (-147.63529444444444 65.17558055555556),509354,2024-07-15 05:15:32 UTC,2024-07-14 10:47:07 UTC,727.1182519280205,2024-07-14,18:47:43,3.5355339046563916,204.734619140625,T,65.17558055555556,N,-147.63529444444444,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
384b4d95-7c46-49ef-95c7-b45d2b6a7da1,216408c2-0b4f-4ece-be18-c86194842cb4,216408c2-0b4f-4ece-be18-c86194842cb4,1,,65.17706111111112,-147.63264444444445,POINT (-147.63264444444445 65.17706111111112),586599,2024-07-15 05:15:45 UTC,2024-07-14 13:40:20 UTC,726.436917866215,2024-07-14,21:37:31,4.761410568675209,288.0986937590711,T,65.17706111111112,N,-147.63264444444445,W,Apple,iPad (10th generation),,810.0,1080.0,"Fulcrum iOS 2407.0.1 (12213), iOS 17.5.1, Apple, iPad 2022",72.0,72.0
a23683be-02a8-4a1b-9b4a-773f6302ecab,7aec63d8-92b1-498a-84cd-6ea85c76d618,7aec63d8-92b1-498a-84cd-6ea85c76d618,1,,65.17496944444444,-147.63116944444445,POINT (-147.63116944444445 65.17496944444444),588683,2024-07-15 05:17:34 UTC,2024-07-14 15:40:37 UTC,707.8814675446848,2024-07-14,23:40:43,9.709647464597222,47.932357813362785,T,65.17496944444444,N,-147.63116944444445,W,Apple,iPad,,810.0,1080.0,"Fulcrum iOS 6.1.0 (12202), iOS 17.5.1, Apple, iPad 2021",72.0,72.0
