"","project","date","fire_scar","site","plot","green_moss","depth1","org_hit","thaw_d","thaw_hit","ar_sol_depth1","ar_sol_hit","ar_height1","ar_height2","ar_height3","collected","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","m1_depth1","m2_depth1","min_coregrab","mineral_notes","general_notes","sample_photo"
"304","CCE","2024-08-03","Teklanika","Tekl1","B",0,14,"Mineral",29,"Rock",11,"Mineral",2.5,3,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"305","CCE","2024-07-30","Nugget Creek","NuCr1","B",NA,5,"Mineral",51,"Rock",4.5,"Mineral",20,23.5,21,"yes","NuCr1B",5,3,10.5,10,10,10,"",5,5,"Core","M1 includes mixed organic and some char","Sample surface polytrichum. Organic depths include green moss and brown moss.",""
"306","CCE","2024-07-30","Nugget Creek","NuCr1","B",NA,5,"Mineral",55,"Rock",12,"Mineral",11,9,14,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Char and below on surface is a mix of organic and mineral",""
"307","CCE","2024-08-02","Teklanika","Tekl6","C",0,9,"Mineral",41,"Rock",17,"Mineral",7,4,5,"yes","Tekl6C",7,10,9.5,10,8,7,"",5,6,"Core","Took extra cm of m2 because impossible to cut precisely with rocks","","61a28974-10d5-4f7c-86e1-5888003808a1"
"308","CCE","2024-08-02","Teklanika","Tekl6","C",0,10,"Mineral",54,"Rock",9,"Mineral",8,4,3,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"309","CCE","2024-07-14","Haystack","Hays3","A",NA,19,"Mineral",68,"Frozen Ground",7,"Mineral",12,12,19,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"310","CCE","2024-07-14","Haystack","Hays3","A",NA,20,"Mineral",82,"Frozen Ground",15,"Mineral",20,18,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"311","CCE","2024-07-14","Haystack","Hays3","A",NA,7,"Mineral",65,"Rock",7,"",10,8,NA,"yes","Hays3A",8,6,10,10,10,11,"",5,5,"Core","M1 and 2 bot cm","",""
"312","CCE","2024-07-15","Lost Horse","LoHo3","A",NA,10,"Mineral",100,"Rock",6.5,"Mineral",9,10.5,13,"yes","LoHo3A",10,10,9,9,11.5,12,"",5,5,"Core","","",""
"313","CCE","2024-07-15","Lost Horse","LoHo3","A",NA,8.5,"Mineral",75,"Rock",1.5,"Mineral",18,13,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"314","CCE","2024-07-15","Lost Horse","LoHo3","A",NA,9.5,"Mineral",85,"Rock",9.5,"Mineral",9,14,18,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"315","CCE","2024-07-14","Haystack","Hays3","B",NA,18.5,"Mineral",67,"Frozen Ground",6,"Mineral",8,8,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"316","CCE","2024-07-14","Haystack","Hays3","B",NA,13,"Mineral",50,"Rock",3,"Mineral",20,23,19,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"317","CCE","2024-07-14","Haystack","Hays3","B",NA,11,"Mineral",65,"Frozen Ground",10,"Mineral",19,13,13,"yes","Hays3B",6,6,11,10,13,13,"",5,5,"Core","Some compaction, m1 and m2 depth 5 cm","",""
"318","CCE","2024-07-22","Hess Creek","HeCr2","A",NA,1.5,"Mineral",44,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"319","CCE","2024-07-22","Hess Creek","HeCr2","A",NA,6,"Mineral",43,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"320","CCE","2024-07-22","Hess Creek","HeCr2","A",NA,3,"Mineral",42,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"321","CCE","2024-07-15","Lost Horse","LoHo2","B",NA,12,"Mineral",83,"Rock",11.5,"Mineral",14,10,9,"yes","LoHo2B",14,13.5,10.5,10.5,14,12,"",5,3,"Core","Rocky","",""
"322","CCE","2024-07-15","Lost Horse","LoHo2","B",NA,9.5,"Mineral",78,"Rock",8.5,"Mineral",3,5.5,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"323","CCE","2024-07-15","Lost Horse","LoHo2","B",NA,14,"Mineral",67,"Rock",14,"Mineral",4,6,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"324","CCE","2024-07-16","Shovel Creek","ShCr2","C",NA,11.5,"Mineral",23,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"325","CCE","2024-07-16","Shovel Creek","ShCr2","C",NA,20.5,"Mineral",43,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Unburned pile compared to others",""
"326","CCE","2024-07-16","Shovel Creek","ShCr2","C",NA,11,"Mineral",53,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"327","CCE","2024-07-22","Hess Creek","HeCr2","C",NA,8.5,"Mineral",46,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"328","CCE","2024-07-22","Hess Creek","HeCr2","C",NA,6,"Mineral",37,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"329","CCE","2024-07-22","Hess Creek","HeCr2","C",NA,8.5,"Mineral",82,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"330","CCE","2024-08-01","Munson Creek","MuCr3","A",0,22,"Mineral",32,"Frozen Ground",22,"Mineral",15,13,17,"yes","MuCr3A",22,20,10,10,11,10.5,"",5,4.5,"Core","","",""
"331","CCE","2024-08-01","Munson Creek","MuCr3","A",0,24,"Mineral",44,"Frozen Ground",22,"Mineral",15,6,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"332","CCE","2024-08-07","McCoy Creek","McCr3","A",0,18.5,"Mineral",61,"Frozen Ground",16,"Mineral",11,12,11,"yes","McCr3A",19,20,10,10,10,10,"",5,5,"Core","","","2fe2b587-0c51-4b79-8487-2f7fa6ce7fef"
"333","CCE","2024-08-07","McCoy Creek","McCr3","A",0,26,"Mineral",73,"Rock,Frozen Ground",22,"Mineral",13,8,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"334","CCE","2024-08-05","Dry Creek","DrCr3","A",0.1,24,"Mineral,Water",60,"Frozen Ground",24,"Mineral,Water",6,2,3,"yes","DrCr3A",25,25,10,10.5,8,10,"",5,5,"Core","","Hit water at 16",""
"335","CCE","2024-08-05","Dry Creek","DrCr3","A",0,23,"Mineral,Water",54,"Frozen Ground",28,"Mineral,Water",2,4,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Ar green moss is 0.5",""
"336","CCE","2024-07-23","Lost Horse","HeCr6","A",NA,16,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"337","CCE","2024-07-23","Lost Horse","HeCr6","A",NA,11,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"338","CCE","2024-07-23","Lost Horse","HeCr6","A",NA,24,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"339","CCE","2024-08-04","Munson Creek","MuCr5","C",0,16,"Mineral,Rock",87,"Rock",15,"Mineral,Rock",19,23,25,"yes","MuCr5C",17,19,10,11,10,9.5,"",14.5,0,"Core","Mineral extremely gravelly, fell apart after removing from corer, all in M1","","dc97aa88-5f9f-4b9a-bab7-cc0d71e9b918"
"340","CCE","2024-08-04","Munson Creek","MuCr5","C",0,28,"Mineral,Rock",101,">100cm",34,"Mineral,Rock",35,54,47,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"341","CCE","2024-08-05","Dry Creek","DrCr3","B",0.1,25,"Mineral,Water",47,"Frozen Ground",24,"Mineral,Water",12,16,13,"yes","DrCr3B",27,27,10,10,9,10,"",5,5,"Core","","","ba682eea-674b-47ac-8353-3fd7a1515cb6"
"342","CCE","2024-08-05","Dry Creek","DrCr3","B",0,48,"Frozen Ground",48,"Frozen Ground",29,"Mineral,Water",10,7,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"343","CCE","2024-07-16","Shovel Creek","ShCr4","C",NA,27,"Rock",27,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"344","CCE","2024-07-16","Shovel Creek","ShCr4","C",NA,17.5,"Rock",17.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"345","CCE","2024-07-16","Shovel Creek","ShCr4","C",NA,62,"Rock",62,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"346","CCE","2024-07-18","Lost Horse","LoHo4","C",NA,13,"Mineral",101,">100cm",12.5,"Mineral",3,2,1,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"347","CCE","2024-07-18","Lost Horse","LoHo4","C",NA,18,"Mineral",92,"Ice",1.5,"Mineral",19,11,10,"yes","LoHo4C",27.5,18,10,10,13,12.5,"Big! Lots of dead moss",5,5,"Core","","",""
"348","CCE","2024-07-18","Lost Horse","LoHo4","C",NA,11,"Mineral",98,"Ice",4,"Mineral",12,6,10,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"349","CCE","2024-08-06","Dry Creek","DrCr5","C",0,4,"Mineral",50,"Mineral",2.5,"Mineral",11,9,10,"yes","DrCr5C",4,4.5,11,11,10,10,"",5,5,"Core","","Sampled at 23.6 due to roots. Mineral too dense to probe",""
"350","CCE","2024-08-06","Dry Creek","DrCr5","C",0,3,"Mineral",50,"Mineral",1.5,"Mineral",13,14,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"351","CCE","2024-07-25","Haystack","Hays4","A",NA,12,"Mineral",69,"Rock",5,"Mineral",8,9,3,"yes","Hays4A",12,11,10.5,10,10.5,10,"",5,0,"Core","Big rock after M1, no M2 sample","","c4b907e9-3b72-4dc3-b14e-5b50878bfc18"
"352","CCE","2024-07-25","Haystack","Hays4","A",NA,5,"Rock",15,"Rock",2,"Mineral",9,11,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Ash remaining on ground, ",""
"353","CCE","2024-07-25","Haystack","Hays4","A",NA,16,"Mineral",26,"Rock",12,"Mineral",13,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"354","CCE","2024-07-25","Haystack","Hays4","B",NA,16,"Mineral",72,"Rock",18,"Rock",2.5,3.5,NA,"yes","Hays4B",16,16,11,11,13,12.5,"Crumbly at bottom",5,5,"Core","","Closest tree for AR was living",""
"355","CCE","2024-07-25","Haystack","Hays4","B",NA,9,"Rock,Mineral",92,"Rock",9,"Mineral",10,4,14,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"356","CCE","2024-07-25","Haystack","Hays4","B",NA,16,"Mineral",65,"Rock",12,"Mineral",5,4,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"357","CCE","2024-08-04","Munson Creek","MuCr5","B",0.1,23,"Mineral",101,">100cm",24,"Mineral,Rock",13,11,16,"yes","MuCr5B",29,27,9.5,10,9,9.5,"",5,5,"Core","","",""
"358","CCE","2024-08-04","Munson Creek","MuCr5","B",0.5,30,"Mineral,Rock",101,">100cm",35,"Mineral,Rock",5,13,23,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"359","CCE","2024-07-17","Shovel Creek","ShCr5","A",NA,13.5,"Rock",15,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"360","CCE","2024-07-17","Shovel Creek","ShCr5","A",NA,2.5,"Mineral",10,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"361","CCE","2024-07-17","Shovel Creek","ShCr5","A",NA,11.5,"Mineral",14,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"362","CCE","2024-07-18","Lost Horse","LoHo6","A",NA,12,"Mineral,Organic",85,"Rock",3.5,"Mineral",11,17,NA,"yes","LoHo6A",13,12,11,10,12,12,"",5,5,"Core","About 6 cm of rock removed between organic and mineral.","",""
"363","CCE","2024-07-18","Lost Horse","LoHo6","A",NA,4.5,"Mineral,Organic",78,"Rock",5,"Mineral,Rock",16,12,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"364","CCE","2024-07-18","Lost Horse","LoHo6","A",NA,5,"Mineral,Organic",61,"Rock",7,"Rock",11,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"365","CCE","2024-08-03","Teklanika","Tekl3","B",0.1,16,"Mineral,Rock,Water",49,"Rock",20,"Rock",7,8,6,"yes","Tekl3B",18.5,18.5,9,9,10,10,"Large rocks included. Biggest rocks was half in half out of sample ",5,3,"Core","Removed 2cm of rock between organic and mineral. ","","4e8fa214-7b67-4f0e-aff1-ab71c286d557,0f9d510e-c6cb-4339-b220-a2efa7ace5f1"
"366","CCE","2024-08-03","Teklanika","Tekl3","B",0,22.5,"Mineral,Rock",61,"Rock",21,"Rock",3,3,5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"367","CCE","2024-08-05","Dry Creek","DrCr3","C",0.1,21,"Mineral",45,"Frozen Ground",23.5,"Mineral",13,6,15,"yes","DrCr3C",23,24,12,11.5,10,10,"",5,5,"Core","","",""
"368","CCE","2024-08-05","Dry Creek","DrCr3","C",0,35,"Mineral,Water",51,"Frozen Ground",29,"Mineral,Water",16,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"369","CCE","2024-07-29","McCoy Creek","McCr2","C",NA,20,"Mineral",39,"Frozen Ground",30,"Mineral",4,8,2,"yes","McCr2C",22,20.5,6,9,11,10,"",5,5,"Core","","",""
"370","CCE","2024-07-29","McCoy Creek","McCr2","C",NA,31,"Mineral",47,"Frozen Ground",31,"Mineral",8,10,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","AR Hole depth same as transect hole",""
"371","CCE","2024-08-05","Dry Creek","DrCr1","A",0,23,"Mineral,Water",64,"Frozen Ground",27,"Mineral,Water",11.5,8,11,"yes","DrCr1A",20,23,11,10.5,10,11.5,"",5,5,"Core","","Hit water at 20cm","a968a64a-ec50-4df1-9181-14efcac670e0"
"372","CCE","2024-08-05","Dry Creek","DrCr1","A",0,27,"Mineral,Water",101,">100cm",28,"Mineral,Water",6.5,3,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"373","CCE","2024-07-18","Lost Horse","LoHo4","B",NA,0,"Mineral",79,"Rock",1,"Mineral",21,18,22,"yes","LoHo4B",0,0,0,0,0,0,"No organic, burned to mineral",5,5,"Core","Really crumbly m1, top 2 cm ashy. Because no organic sample, top of m1 had fine pieces or organic material. ","",""
"374","CCE","2024-07-18","Lost Horse","LoHo4","B",NA,15,"Mineral",70,"Ice",7,"Mineral",12,4,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"375","CCE","2024-07-18","Lost Horse","LoHo4","B",NA,11,"Mineral",56,"Rock",15,"Mineral",4,9,9,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"376","CCE","2024-08-06","Dry Creek","DrCr6","B",0,20.5,"Mineral,Water",101,">100cm",27,"Mineral,Water",7,NA,NA,"yes","DrCr6B",22,22,10,10,10,10.5,"",5,5,"Core","","",""
"377","CCE","2024-08-06","Dry Creek","DrCr6","B",0,36.5,"Mineral,Water",101,">100cm",39,"Mineral,Water",6,7,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"378","CCE","2024-07-23","Hess Creek","HeCr5","B",NA,16,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"379","CCE","2024-07-23","Hess Creek","HeCr5","B",NA,43,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"380","CCE","2024-07-23","Hess Creek","HeCr5","B",NA,36,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"381","CCE","2024-07-25","Haystack","Hays4","C",NA,10,"Rock",65,"Rock",4,"Mineral",22,9,11.5,"yes","Hays4C",7,8,10,10,11.5,11,"",8,0,"Core","Very crumbly, M1 and M2 combined","Removed 2cm of rock between org and mineral, hit rock after 8cm of mineral ",""
"382","CCE","2024-07-25","Haystack","Hays4","C",NA,10.5,"Mineral",50,"Rock",6.5,"Mineral",8,11,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","All ARs weird because fire burned on downslope side but not upslope. Limited roots available ",""
"383","CCE","2024-07-25","Haystack","Hays4","C",NA,12,"Mineral",64,"Rock",0.5,"Mineral",14,8,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Nearest tree didn’t have visible ARs, went to second nearest",""
"384","CCE","2024-07-29","McCoy Creek","McCr2","A",NA,15,"Mineral",46,"Frozen Ground",17,"Mineral",6,7,NA,"yes","McCr2A",13,14,11,10,10,10,"",5,5,"Core","","Sampled between 2 tussocks",""
"385","CCE","2024-07-29","McCoy Creek","McCr2","A",NA,29,"Mineral",55,"Frozen Ground",29,"Mineral",8,12,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","AR and transect SOL the same hole measurement ",""
"386","CCE","2024-07-29","McCoy Creek","McCr6","C",NA,20,"Mineral,Water",52,"Frozen Ground",29,"Mineral",18,5,NA,"yes","McCr6C",20,19,10,11,11.5,10,"",5,0,"Both","M1 sample taken with corer, M2 sample grab below core hole, likely influenced by standing water","Sample taken at 3.5 m because of large CWD, water filling hole as coring",""
"387","CCE","2024-07-29","McCoy Creek","McCr6","C",NA,33,"Mineral",51,"Frozen Ground",31,"Mineral",39,6,30,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"388","CCE","2024-08-07","McCoy Creek","McCr3","B",1,5,"Mineral",81,"Frozen Ground",2,"Mineral",10,11,12,"yes","McCr3B",5,5.5,10.5,10.5,10.5,10,"Green moss here is Merchantia",5,5,"Core","","Ar on downed tree","41e3c822-6c09-4f51-9248-4f0f1cfa9ce5,5eac3001-1f90-42df-818d-9d167557e1f2"
"389","CCE","2024-08-07","McCoy Creek","McCr3","B",0.1,10,"Mineral",80,"Frozen Ground",15,"Mineral",17,18,23,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
