"","project","date","fire_scar","site","plot","green_moss","depth1","org_hit","thaw_d","thaw_hit","ar_sol_depth1","ar_sol_hit","ar_height1","ar_height2","ar_height3","collected","sample_id","sample_depth1","sample_depth2","sample_width1","sample_width2","sample_length1","sample_length2","organic_notes","m1_depth1","m2_depth1","min_coregrab","mineral_notes","general_notes","sample_photo"
"119","CCE","2024-07-22","Hess Creek","HeCr3","C",NA,14,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"120","CCE","2024-07-22","Hess Creek","HeCr3","C",NA,13.5,"Mineral",94,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"121","CCE","2024-07-25","Haystack","Hays6","C",NA,26,"Mineral",74,"Rock",19,"Rock",7,6,NA,"yes","Hays6C",21,22,12,11,8,9,"3 cm deep rock removed between organic and mineral ",5,0,"Core","Very rocky and difficult to remove mineral soil samples. Depth of M1 estimate based of hole depth, sample came out in multiple pieces because of rock. Surface contains some organic. No M2 sample because of rock","",""
"122","CCE","2024-07-25","Haystack","Hays6","C",NA,7,"Mineral",78,"Rock",18,"Mineral",7,5,3,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"123","CCE","2024-07-25","Haystack","Hays6","C",NA,8,"Mineral",82,"Rock",7,"Mineral",8,12,17,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"124","CCE","2024-07-28","McCoy Creek","McCr1","A",NA,25,"Mineral,Water",57,"Frozen Ground",27,"Mineral,Water",5,3,4,"yes","McCr1A",24,25,12,11,10,9,"Sphagnum, standing water at 20 cm, mineral at 37",5,0,"Grab","Unable to core volumetrically, m1 sample is approximate depth grab sample from core estimated based on hole depth. No m2 sample.","Very wet, standing water while sampling, ar hole depth to mineral",""
"125","CCE","2024-07-28","McCoy Creek","McCr1","A",NA,6.5,"Mineral",48,"Frozen Ground",22,"Mineral",6,7,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","6.5 cm of standing water above soil surface ",""
"126","CCE","2024-07-14","Haystack","Hays1","B",NA,12,"Mineral",120,"Rock",1.5,"Mineral",6,3,5,"yes","Hays1B",11.5,11,12,12,12,13,"",5,5,"Core","M1 and m2 both 5 cm","",""
"127","CCE","2024-07-14","Haystack","Hays1","B",NA,3,"Mineral",65,"Rock",7.5,"Mineral",10,3,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"128","CCE","2024-07-14","Haystack","Hays1","B",NA,10,"Mineral",75,"Frozen Ground",7,"Mineral",6,8,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"129","CCE","2024-07-14","Haystack","Hays2","B",NA,10.5,"Mineral",80,"Rock",9.5,"Mineral",20,10,15,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"130","CCE","2024-07-14","Haystack","Hays2","B",NA,13,"Mineral",70,"Rock",5.5,"Mineral",5,7,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"131","CCE","2024-07-14","Haystack","Hays2","B",NA,11,"Mineral",83,"Rock",7,"Mineral",10,13,17,"yes","Hays2B",10,8,10,10,11,11,"",5,5,"Core","M1 and m2 both 5 cm","",""
"132","CCE","2024-08-06","Dry Creek","DrCr4","C",0,11.5,"Mineral",87,"Mineral",7,"Mineral",7,8,5,"yes","DrCr4C",10,10,10,9,9.5,9,"",5,5,"Core","","Really hard packed mineral, hard to get thaw probe through",""
"133","CCE","2024-08-06","Dry Creek","DrCr4","C",0,12,"Mineral",62,"Mineral",7,"Mineral",8,6,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Mineral very dense, hard to get that probe deep",""
"134","CCE","2024-07-31","Nugget Creek","NuCr6","B",NA,4,"Mineral,Rock",77,"Rock",4,"Mineral",23,21,30,"yes","NuCr6B",3.5,5,10.5,10,11,11,"",7.5,2,"Both","Very rocky below organic, difficult to sample. M1 sample is grab sample of approximately top 7.5 cm, not sampled volumetrically. M2 sample taken below grab sample, 2 cm sampled volumetrically, unable to core deeper due to rock","AR measured on downed tree, measuring depth of AR to bottom of tree roots, depth in AR SOL is burned prefire organic with some mixture of post fire organic and mineral deposition. Depth of char layer alone is 1.5 cm",""
"135","CCE","2024-07-31","Nugget Creek","NuCr6","B",NA,8.5,"Mineral",31,"Rock",4,"Mineral",34,35,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","AR measured on downed tree, AR to bottom of roots, AR SOL doesn’t include green moss but does include mix of post fire organic mineral deposition, just char layer is 1.5 cm.",""
"136","CCE","2024-08-02","Teklanika","Tekl5","B",0,33,"Mineral,Water",81,"Rock",31,"Mineral,Water",12,13,NA,"yes","Tekl5B",33,34,9.5,10,8,8.5,"",7,0,"Grab","No m2. M1 is a grab sample of 7cm. Organic hole filled with water, mineral sample mixed with water, couldn’t be sampled volumetrically","Too wet for labels, rely on paper slips","bd97a4c3-6d85-4eb5-853d-cfcfa834e50f"
"137","CCE","2024-08-02","Teklanika","Tekl5","B",0,15,"Mineral",55,"Rock",10,"Mineral",2,7,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"138","CCE","2024-08-06","Dry Creek","DrCr6","C",0,21,"Mineral",101,">100cm",23,"Mineral",7,6,NA,"yes","DrCr6C",20,21.5,10.5,10,9.5,10,"",5,5,"Core","","",""
"139","CCE","2024-08-06","Dry Creek","DrCr6","C",0,26,"Mineral",101,">100cm",24,"Mineral",5,8,11,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"140","CCE","2024-07-23","Hess Creek","HeCr4","C",NA,25,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"141","CCE","2024-07-23","Hess Creek","HeCr4","C",NA,16,"Mineral",89,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"142","CCE","2024-07-23","Hess Creek","HeCr4","C",NA,46,"Frozen Ground",46,"Frozen Ground",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"143","CCE","2024-07-14","Haystack","Hays3","C",NA,11,"Mineral",68,"Frozen Ground",9,"Mineral",12,14,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"144","CCE","2024-07-14","Haystack","Hays3","C",NA,18,"Mineral",85,"Frozen Ground",16,"Mineral",7,12,8,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"145","CCE","2024-07-14","Haystack","Hays3","C",NA,7,"Mineral",82,"Rock",13,"Mineral",12,19,12,"yes","Hays3C",7,7,13,12,8,9,"",5,5,"Core","M1 and m2 5 cm deep","",""
"146","CCE","2024-07-23","Hess Creek","HeCr6","C",NA,27,"Rock",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"147","CCE","2024-07-23","Hess Creek","HeCr6","C",NA,22,"Rock",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"148","CCE","2024-07-23","Hess Creek","HeCr6","C",NA,36,"Mineral",101,">100cm",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"149","CCE","2024-07-25","Haystack","Hays5","C",NA,7,"Mineral,Rock",66,"Rock",5.5,"Mineral",3,NA,NA,"yes","Hays5C",8,6,7.5,8,14,13,"Ash moss mineral mix at bottom of sample, sample uneven at an angle.",5,5,"Core","M1 sample contains some organic, at interface ","",""
"150","CCE","2024-07-25","Haystack","Hays5","C",NA,2,"Mineral",67,"Rock",12,"Mineral",3,6,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"151","CCE","2024-07-25","Haystack","Hays5","C",NA,9.5,"Mineral",43,"Rock",4.5,"Mineral",11,18,20,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"152","CCE","2024-07-14","Haystack","Hays1","C",NA,3,"Mineral",78,"Frozen Ground",5,"Rock",11,10.5,10,"yes","Hays1C",3,3,8,7,11,11.5,"",5,5,"Core","M1 5, m2 5 cm","",""
"153","CCE","2024-07-14","Haystack","Hays1","C",NA,13.5,"Mineral",65,"Frozen Ground",8,"Mineral",9,8,13,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"154","CCE","2024-07-14","Haystack","Hays1","C",NA,5,"Mineral",82,"Frozen Ground",10,"Mineral",9,8,9,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"155","CCE","2024-07-28","McCoy Creek","McCr4","A",NA,7,"Mineral",82,"Rock",1.5,"Mineral",14,23.5,23,"no","",NA,NA,NA,NA,NA,NA,"Burned moss hummock",NA,NA,NA,"","AR SOL is char and green moss",""
"156","CCE","2024-07-28","McCoy Creek","McCr4","A",NA,3,"Mineral",86,"Frozen Ground",5.5,"Mineral",19,17,23,"yes","McCr4A",3.5,4,9.5,10.5,12,12,"Organic primarily char and charred CWD",5,5,"Core","Top of mineral appears mixed with organic, lots of fine roots","",""
"157","CCE","2024-08-03","Teklanika","Tekl2","A",0.5,7.5,"Mineral",70,"Rock",15,"Mineral",16,12,10,"yes","Tekl2A",7,6.5,10,11,10,10,"",5,5,"Core","","","be83b034-dea4-4882-a736-fb2d600998d4"
"158","CCE","2024-08-03","Teklanika","Tekl2","A",0.5,13.5,"Mineral",65,"Rock",8.5,"Mineral",19,18,18,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"159","CCE","2024-07-30","Nugget Creek","NuCr3","C",NA,6,"Mineral",53,"Rock",9,"Mineral",16,19,9.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","AR SOL depth does not include green moss ",""
"160","CCE","2024-07-30","Nugget Creek","NuCr3","C",NA,5,"Mineral",45,"Rock",2,"Mineral",18,16,11,"yes","NuCr3C",6,4,8,9,11,11,"",5,5,"Core","","",""
"161","CCE","2024-07-29","McCoy Creek","McCr6","B",NA,23,"Mineral",61,"Frozen Ground",35,"Mineral",21,12.5,6,"yes","McCr6B",27,24,11,9,11.5,23,"",5,5,"Core","","",""
"162","CCE","2024-07-29","McCoy Creek","McCr6","B",NA,37,"Mineral",56,"Frozen Ground",30,"Mineral",3,10,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"163","CCE","2024-07-16","Shovel Creek","ShCr3","B",NA,5.5,"Mineral",24,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"164","CCE","2024-07-16","Shovel Creek","ShCr3","B",NA,1.5,"Rock",1.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"165","CCE","2024-07-16","Shovel Creek","ShCr3","B",NA,6,"Rock,Mineral",10,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"166","CCE","2024-08-02","Teklanika","Tekl6","A",0,9.5,"Mineral",38,"Rock",10,"Mineral",5,4.5,10,"yes","Tekl6A",8,8.5,11,11,10,10,"",5,5,"Core","","","c885249a-f8a0-4013-839c-807f33550753"
"167","CCE","2024-08-02","Teklanika","Tekl6","A",0,16,"Mineral",50,"Rock",0.17,"Mineral",3,4,2,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"168","CCE","2024-07-16","Shovel Creek","ShCr2","A",NA,9.5,"Mineral",27,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"169","CCE","2024-07-16","Shovel Creek","ShCr2","A",NA,9.5,"Mineral",25,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"170","CCE","2024-07-16","Shovel Creek","ShCr2","A",NA,9.5,"Mineral",20,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"171","CCE","2024-08-03","Teklanika","Tekl3","A",0,22,"Mineral,Water,Rock",101,">100cm",27,"Mineral,Water",5,6,7,"yes","Tekl3A",22.5,24,11,11,9,8,"Hit water at 13",9,0,"Core","Coring into water and rock. Sample volumetric, but dicey","",""
"172","CCE","2024-08-03","Teklanika","Tekl3","A",0,19,"Water,Mineral,Rock",91,"Rock",23,"Water,Rock,Mineral",7,5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"173","CCE","2024-07-16","Shovel Creek","ShCr1","B",NA,21,"Mineral",56,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"174","CCE","2024-07-16","Shovel Creek","ShCr1","B",NA,41,"Mineral",68,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","This is sphagnum ",""
"175","CCE","2024-07-16","Shovel Creek","ShCr1","B",NA,19.5,"Mineral",58,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"176","CCE","2024-07-28","McCoy Creek","McCr1","C",NA,24,"Mineral,Water",56,"Frozen Ground",34,"Mineral",20,20,7,"yes","McCr1C",23,24,9,9,13,12,"",5,5,"Core","Char in mineral sample! Legacy c!","",""
"177","CCE","2024-07-28","McCoy Creek","McCr1","C",NA,28,"Mineral",50,"Frozen Ground",42,"Frozen Ground,Mineral",3,5.5,4,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"178","CCE","2024-07-17","Shovel Creek","ShCr6","B",NA,15,"Mineral",23,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"179","CCE","2024-07-17","Shovel Creek","ShCr6","B",NA,14,"Mineral",75,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"180","CCE","2024-07-17","Shovel Creek","ShCr6","B",NA,18,"Mineral",24,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"181","CCE","2024-07-17","Shovel Creek","ShCr5","C",NA,5.5,"Rock",5.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"182","CCE","2024-07-17","Shovel Creek","ShCr5","C",NA,8,"Rock,Mineral",8,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"183","CCE","2024-07-17","Shovel Creek","ShCr5","C",NA,3.5,"Mineral",9.5,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"184","CCE","2024-08-04","Munson Creek","MuCr5","A",0.1,30,"Mineral",75,"Rock",22,"Mineral",6,7,NA,"yes","MuCr5A",31,34,8,10,9.5,10,"",6,3.5,"Core","M1 very crumbly, both mixed with gravel","",""
"185","CCE","2024-08-04","Munson Creek","MuCr5","A",0.5,6,"Mineral",48,"Rock",19,"Mineral,Rock",9,8,7,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"186","CCE","2024-08-03","Teklanika","Tekl2","B",0,9.5,"Mineral",73,"Rock",7,"Mineral",13,10,12,"yes","Tekl2B",9,8.5,10,10,8.5,9.5,"",5,5,"Core","","Sampled at 13.2 because of cwd",""
"187","CCE","2024-08-03","Teklanika","Tekl2","B",0.5,5,"Mineral",75,"Rock",5,"Mineral",13,8,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"188","CCE","2024-08-04","Munson Creek","MuCr4","C",0,36,"Rock",92,"Rock",33,"Mineral,Rock",17,13,28,"yes","MuCr4C",36.5,36.5,9,10.5,9.5,11,"",6.5,6.5,"Core","Top of mineral had organic soil plus large sand/gravel. Volumetric core taken to 13cm, but sample totally non consolidated, so fell apart immediately. Split in half for m1 and :2 ","","187f5313-0e62-4baf-a6f8-dcb6f3f5845a"
"189","CCE","2024-08-04","Munson Creek","MuCr4","C",0,19,"Mineral,Rock",89,"Rock",9,"Mineral,Rock",16,9,17,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"190","CCE","2024-07-25","Haystack","Hays5","B",NA,17,"Mineral",47,"Rock",14.5,"Mineral",12,7.5,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"191","CCE","2024-07-25","Haystack","Hays5","B",NA,11.5,"Mineral",88,"Rock",7,"Mineral",9,5,3.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"192","CCE","2024-07-25","Haystack","Hays5","B",NA,11.5,"Mineral",20,"Rock",5,"Rock",9,3,NA,"yes","Hays5B",11,10.5,12,12.5,11,10,"Large root below organic sample difficult to remove. Taking remainder of organic as separate sample using corer, in separate bag for processing. Depth 3 cm.",5,0,"Core","Rock below M1 sample, no M2 sample","",""
"193","CCE","2024-07-30","Nugget Creek","NuCr1","C",NA,7.5,"Rock",63,"Rock",14.5,"Mineral",5,4,NA,"yes","NuCr1C",7,8,9,11,10,10.5,"Bottom 1 cm organic came off with mineral core in its own bag for processing",5,5,"Both","0.5 cm rock removed between the upper 2 and lower 3 cm of M2 sample","",""
"194","CCE","2024-07-30","Nugget Creek","NuCr1","C",NA,5,"Mineral",53,"Rock",3,"Mineral",29.5,21,24.5,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","For all soils at this site - organic vs mineral not entirely clear, below char layer there is a mix of char, mineral, organic that is silty in texture and visually mineral but is held together with lots of fine roots. ",""
"195","CCE","2024-08-06","Dry Creek","DrCr5","A",0,8,"Mineral",93,"Mineral",4,"Mineral",16,15,16,"yes","DrCr5A",8,7.5,10,10,10,9.5,"",5,5,"Core","","Mineral too dense for thaw probe",""
"196","CCE","2024-08-06","Dry Creek","DrCr5","A",0,2,"Mineral",67,"Mineral",2.5,"Mineral",13,11,12,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","Mineral too dense for thaw probe ",""
"197","CCE","2024-07-22","Hess Creek","HeCr1","A",NA,9,"Rock",24,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
"198","CCE","2024-07-22","Hess Creek","HeCr1","A",NA,11.5,"Mineral",35,"Rock",NA,"",NA,NA,NA,"no","",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"","",""
